country,year,cic,gdp,cd,bank_rate,tax_gdp_2,debt_gdp
Japan,1965,2697600000000.00,32742100172800.00,0.08,,,
Japan,1966,3065700000000.00,38026105323520.00,0.08,,,
Japan,1967,3602200000000.00,44561476878336.00,0.08,,,
Japan,1968,4283800000000.00,52776386166784.00,0.08,,,
Japan,1969,5098400000000.00,61993511813120.00,0.08,,,
Japan,1970,5897400000000.00,76539307651500.00,0.08,,,
Japan,1971,6803900000000.00,84215883490900.00,0.08,,,
Japan,1972,8785300000000.00,96418343539100.00,0.09,,,
Japan,1973,10658800000000.00,117397596102100.00,0.09,,,
Japan,1974,12293100000000.00,140090360740400.00,0.09,,,
Japan,1975,13311900000000.00,154787118329600.00,0.09,,,
Japan,1976,14774600000000.00,173827764691400.00,0.08,,,
Japan,1977,16244100000000.00,193706278803100.00,0.08,,,
Japan,1978,18576500000000.00,213306268936200.00,0.09,,,
Japan,1979,20001600000000.00,231195355873400.00,0.09,,,
Japan,1980,20327500000000.00,250636100000000.00,0.08,7.25,,
Japan,1981,21258100000000.00,268830700000000.00,0.08,5.5,,
Japan,1982,22580600000000.00,282582000000000.00,0.08,5.5,,
Japan,1983,23772700000000.00,295303900000000.00,0.08,5,,
Japan,1984,25874600000000.00,313145300000000.00,0.08,5,,
Japan,1985,27051600000000.00,333686000000000.00,0.08,5,,
Japan,1986,29549200000000.00,350344800000000.00,0.08,3,,
Japan,1987,31926700000000.00,366339100000000.00,0.09,2.5,,
Japan,1988,35179800000000.00,393641400000000.00,0.09,2.5,,
Japan,1989,40449100000000.00,421469400000000.00,0.10,4.25,,
Japan,1990,43017200000000.00,453608500000000.00,0.09,6,,
Japan,1991,43318300000000.00,482845400000000.00,0.09,4.5,,
Japan,1992,42511000000000.00,495055800000000.00,0.09,3.25,,
Japan,1993,45279300000000.00,495291000000000.00,0.09,1.75,,
Japan,1994,46625500000000.00,501537700000000.00,0.09,1.75,,
Japan,1995,50060000000000.00,512541700000000.00,0.10,0.5,,
Japan,1996,54588700000000.00,525806900000000.00,0.10,0.5,,
Japan,1997,58715400000000.00,534142500000000.00,0.11,0.5,,
Japan,1998,59986400000000.00,527876900000000.00,0.11,0.5,,
Japan,1999,69592000000000.00,519651800000000.00,0.13,0.5,,
Japan,2000,67619700000000.00,526706000000000.00,0.13,0.5,,
Japan,2001,73298000000000.00,523005000000000.00,0.14,0.1,,
Japan,2002,79838300000000.00,515986200000000.00,0.15,0.1,,
Japan,2003,81332200000000.00,515400700000000.00,0.16,0.1,,
Japan,2004,82448300000000.00,520965400000000.00,0.16,0.1,,
Japan,2005,83772800000000.00,524132800000000.00,0.16,0.1,,
Japan,2006,84365200000000.00,526879700000000.00,0.16,0.4,,
Japan,2007,85855100000000.00,531688200000000.00,0.16,0.75,,
Japan,2008,86068700000000.00,520715700000000.00,0.17,0.3,,
Japan,2009,85510600000000.00,489501000000000.00,0.17,0.3,,
Japan,2010,86855600000000.00,500353900000000.00,0.17,0.3,,
Japan,2011,88546500000000.00,491408500000000.00,0.18,0.3,,
Japan,2012,91230800000000.00,494957200000000.00,0.18,0.3,,
Japan,2013,94769600000000.00,503175600000000.00,0.19,0.3,,
Japan,2014,97737900000000.00,513876000000000.00,0.19,0.3,,
Japan,2015,103120000000000.00,531319800000000.00,0.19,0.3,,
Japan,2016,107203400000000.00,535986400000000.00,0.20,0.3,,
Japan,2017,111508100000000.00,545121900000000.00,0.20,0.3,,
Japan,2018,115207500000000.00,548904300000000.00,0.21,0.3,,
Nigeria,1960,154150000.00,2997268700.00,0.05,,,
Nigeria,1961,160190000.00,3190921200.00,0.05,,,
Nigeria,1962,174660000.00,3506715100.00,0.05,,,
Nigeria,1963,183300000.00,3689708800.00,0.05,,,
Nigeria,1964,214710000.00,3966381100.00,0.05,,,
Nigeria,1965,217890000.00,4196100000.00,0.05,,,
Nigeria,1966,236510000.00,4547800000.00,0.05,,,
Nigeria,1967,220950000.00,3716600000.00,0.06,,,
Nigeria,1968,202160000.00,3715000000.00,0.05,,,
Nigeria,1969,273230000.00,4738800000.00,0.06,,,
Nigeria,1970,370400000.00,8961500000.00,0.04,,,
Nigeria,1971,386400000.00,10375400000.00,0.04,,,
Nigeria,1972,414000000.00,11034700000.00,0.04,,,
Nigeria,1973,486300000.00,12251600000.00,0.04,,,
Nigeria,1974,638700000.00,19604000000.00,0.03,,,
Nigeria,1975,1155500000.00,22945400000.00,0.05,,,
Nigeria,1976,1540000000.00,28611400000.00,0.05,,,
Nigeria,1977,2162600000.00,33585000000.00,0.06,,,
Nigeria,1978,2381700000.00,36053000000.00,0.07,,,
Nigeria,1979,2703400000.00,42912000000.00,0.06,,,
Nigeria,1980,3589500000.00,50270000100.00,0.07,,,
Nigeria,1981,4347700000.00,139310502459.00,0.03,,,
Nigeria,1982,4728900000.00,149051215299.00,0.03,,,
Nigeria,1983,5299300000.00,158750180778.00,0.03,,,
Nigeria,1984,5347200000.00,165854199439.00,0.03,,,
Nigeria,1985,5375000000.00,187830606485.00,0.03,,,
Nigeria,1986,5696300000.00,198123157081.00,0.03,,,
Nigeria,1987,6854900000.00,244680214768.00,0.03,,,
Nigeria,1988,10210500000.00,315615326586.00,0.03,,,
Nigeria,1989,10722400000.00,414860860129.00,0.03,,,
Nigeria,1990,16212500000.00,494643670983.00,0.03,,,
Nigeria,1991,25331200000.00,590059736200.00,0.04,,,
Nigeria,1992,39725030000.00,906029290700.00,0.04,,,
Nigeria,1993,62570970000.00,1257174855700.00,0.05,,,
Nigeria,1994,96166500000.00,1768791487400.00,0.05,,,
Nigeria,1995,113940840000.00,3100235093700.00,0.04,,,
Nigeria,1996,126040280000.00,4086065207400.00,0.03,,,
Nigeria,1997,144825100000.00,4418708747600.00,0.03,,,
Nigeria,1998,172377760000.00,4805156414800.00,0.04,,,
Nigeria,1999,208561100000.00,5482354321300.00,0.04,,,
Nigeria,2000,310496300000.00,7062751068400.00,0.04,,,
Nigeria,2001,403505980000.00,8234493679700.00,0.05,,,
Nigeria,2002,463153000000.00,11501450399200.00,0.04,,,
Nigeria,2003,502254500000.00,13556973687800.00,0.04,,,
Nigeria,2004,545803000000.00,18124060020200.00,0.03,,,
Nigeria,2005,642388200000.00,23121878996800.00,0.03,,,
Nigeria,2006,779254200000.00,30375178716600.00,0.03,,,
Nigeria,2007,960774400000.00,34675943737100.00,0.03,,,
Nigeria,2008,1155334600000.00,39954211885800.00,0.03,,,
Nigeria,2009,1181541930000.00,43461458620700.00,0.03,,,
Nigeria,2010,1378134430000.00,54612264176600.00,0.03,,,
Nigeria,2011,1566046440000.00,63134734885000.00,0.02,,,
Nigeria,2012,1631717160000.00,72351452212200.00,0.02,,,
Nigeria,2013,1776413120000.00,81009964620100.00,0.02,,,
Nigeria,2014,1797978870000.00,90136984656200.00,0.02,,,
Nigeria,2015,1857941790000.00,95177735683700.00,0.02,,,
Nigeria,2016,2179174280000.00,102575418034600.00,0.02,,,
Nigeria,2017,2157229650000.00,114899249897700.00,0.02,,,
Nigeria,2018,2329706580000.00,129112625226295.00,0.02,,,
Hong Kong,1960,,7116188200.00,,,,
Hong Kong,1961,,7455000000.00,,,,
Hong Kong,1962,,8687000000.00,,,,
Hong Kong,1963,,10427000000.00,,,,
Hong Kong,1964,,11888000000.00,,,,
Hong Kong,1965,,13953000000.00,,,,
Hong Kong,1966,,14282000000.00,,,,
Hong Kong,1967,,15475000000.00,,,,
Hong Kong,1968,1820530000.00,16533000000.00,0.11,,,
Hong Kong,1969,1927920000.00,19437000000.00,0.10,,,
Hong Kong,1970,2221670000.00,23106000000.00,0.10,,,
Hong Kong,1971,2574110000.00,26681000000.00,0.10,,,
Hong Kong,1972,2912190000.00,32213000000.00,0.09,,,
Hong Kong,1973,3138410000.00,41327000000.00,0.08,,,
Hong Kong,1974,3209000000.00,47240000000.00,0.07,,,
Hong Kong,1975,3652000000.00,49589000000.00,0.07,,,
Hong Kong,1976,4383000000.00,63156000000.00,0.07,,,
Hong Kong,1977,5431000000.00,73284000000.00,0.07,,,
Hong Kong,1978,6548000000.00,85782000000.00,0.08,,,
Hong Kong,1979,7285000000.00,112691000000.00,0.06,,,
Hong Kong,1980,8372000000.00,143619000000.00,0.06,,,
Hong Kong,1981,9826000000.00,173578000000.00,0.06,,,
Hong Kong,1982,11441000000.00,196005000000.00,0.06,,,
Hong Kong,1983,12713000000.00,217281000000.00,0.06,,,
Hong Kong,1984,13273000000.00,261992000000.00,0.05,,,
Hong Kong,1985,16857000000.00,278128000000.00,0.06,,,
Hong Kong,1986,19294000000.00,320525000000.00,0.06,,,
Hong Kong,1987,24764000000.00,394770000000.00,0.06,,,
Hong Kong,1988,29877000000.00,466076000000.00,0.06,,,
Hong Kong,1989,34192000000.00,536558000000.00,0.06,,,
Hong Kong,1990,37693000000.00,599256000000.00,0.06,,,
Hong Kong,1991,42608000000.00,691323000000.00,0.06,,,
Hong Kong,1992,52172000000.00,807130000000.00,0.06,,,
Hong Kong,1993,63354000000.00,931010000000.00,0.07,,,
Hong Kong,1994,67783000000.00,1049610000000.00,0.06,,,
Hong Kong,1995,71335000000.00,1119006000000.00,0.06,,,
Hong Kong,1996,76516000000.00,1235301000000.00,0.06,,,
Hong Kong,1997,80589000000.00,1373083000000.00,0.06,,,
Hong Kong,1998,81174000000.00,1308074000000.00,0.06,,,
Hong Kong,1999,99519000000.00,1285946000000.00,0.08,,,
Hong Kong,2000,91761000000.00,1337501000000.00,0.07,,,
Hong Kong,2001,101627000000.00,1321142000000.00,0.08,,,
Hong Kong,2002,113233885000.00,1297341000000.00,0.09,,,
Hong Kong,2003,127866749000.00,1256669000000.00,0.10,,,
Hong Kong,2004,140803051000.00,1316949000000.00,0.11,,,
Hong Kong,2005,142307209000.00,1412125000000.00,0.10,,,
Hong Kong,2006,150230870000.00,1503351000000.00,0.10,,,
Hong Kong,2007,158013092000.00,1650756000000.00,0.10,,,
Hong Kong,2008,170480133000.00,1707487000000.00,0.10,,,
Hong Kong,2009,194319113000.00,1659245000000.00,0.12,,,
Hong Kong,2010,218805609000.00,1776332000000.00,0.12,,,
Hong Kong,2011,248301569000.00,1934430000000.00,0.13,,,
Hong Kong,2012,281864609000.00,2037059000000.00,0.14,,,
Hong Kong,2013,313878926000.00,2138305000000.00,0.15,,,
Hong Kong,2014,330085633000.00,2260005000000.00,0.15,,,
Hong Kong,2015,349340344000.00,2398280000000.00,0.15,,,
Hong Kong,2016,390469926000.00,2490617000000.00,0.16,,,
Hong Kong,2017,438753729000.00,2662532000000.00,0.16,,,
Hong Kong,2018,466539307000.00,2845317000000.00,0.16,,,
New Zeland,1935,10778000.00,,,,,
New Zeland,1940,28846000.00,,,,,
New Zeland,1945,67630000.00,,,,,
New Zeland,1950,87890000.00,,,,,
New Zeland,1955,120784000.00,,,,,
New Zeland,1960,130938000.00,2818149376.00,0.05,,,
New Zeland,1965,126832000.00,4066656256.00,0.03,,,
New Zeland,1966,124432000.00,4217161728.00,0.03,,,
New Zeland,1967,123686000.00,4373687296.00,0.03,,,
New Zeland,1968,12563000.00,4625532928.00,0.00,,,
New Zeland,1969,8729000.00,5144274944.00,0.00,,,
New Zeland,1970,7638000.00,5914147700.00,0.00,,,
New Zeland,1971,6869000.00,6855000000.00,0.00,,,
New Zeland,1972,6529000.00,7872000000.00,0.00,,,
New Zeland,1973,6333000.00,9201000000.00,0.00,,,
New Zeland,1974,6023000.00,10110000000.00,0.00,,,
New Zeland,1975,5913000.00,11388000000.00,0.00,,,
New Zeland,1976,5851000.00,13964000000.00,0.00,,,
New Zeland,1977,5804000.00,15643000000.00,0.00,,,
New Zeland,1978,5763000.00,17730000000.00,0.00,,,
New Zeland,1979,5703000.00,20696000000.00,0.00,,,
New Zeland,1980,5353000.00,24086000000.00,0.00,,,
New Zeland,1981,5262000.00,29328000000.00,0.00,,,
New Zeland,1982,5223000.00,33178000000.00,0.00,,,
New Zeland,1983,5201000.00,36989000000.00,0.00,,,
New Zeland,1984,5196000.00,41785000000.00,0.00,,,
New Zeland,1985,5190000.00,48249000000.00,0.00,,,
New Zeland,1986,5176000.00,57953000000.00,0.00,,,
New Zeland,1987,5158000.00,65228000000.00,0.00,,,
New Zeland,1988,5142000.00,70137000000.00,0.00,,,
New Zeland,1989,5138000.00,74212000000.00,0.00,,,
New Zeland,1990,5131000.00,76127000000.00,0.00,,,
New Zeland,1991,5131000.00,75967000000.00,0.00,,,
New Zeland,1992,5131000.00,78335000000.00,0.00,,,
New Zeland,1993,5130000.00,84575000000.00,0.00,,,
New Zeland,1994,5124000.00,90600000000.00,0.00,,,
New Zeland,1995,5120000.00,96236000000.00,0.00,,,
New Zeland,1996,5118000.00,101000000000.00,0.00,,,
New Zeland,1997,5112000.00,105000000000.00,0.00,,,
New Zeland,1998,5106000.00,107000000000.00,0.00,,,
New Zeland,1999,5105000.00,113000000000.00,0.00,,,
New Zeland,2000,5102000.00,120000000000.00,0.00,,,
New Zeland,2001,5100000.00,129000000000.00,0.00,,,
New Zeland,2002,5100000.00,135000000000.00,0.00,,,
New Zeland,2003,5100000.00,145000000000.00,0.00,,,
New Zeland,2004,5097000.00,155000000000.00,0.00,,,
New Zeland,2005,5095000.00,163000000000.00,0.00,,,
New Zeland,2006,5095000.00,172000000000.00,0.00,,,
New Zeland,2007,5095000.00,187000000000.00,0.00,,,
New Zeland,2008,5094000.00,190000000000.00,0.00,,,
New Zeland,2009,5094000.00,194000000000.00,0.00,,,
New Zeland,2010,5094000.00,203000000000.00,0.00,,,
New Zeland,2011,5094000.00,213000000000.00,0.00,,,
New Zeland,2012,5093000.00,217000000000.00,0.00,,,
New Zeland,2013,5093000.00,233000000000.00,0.00,,,
New Zeland,2014,5093000.00,242000000000.00,0.00,,,
New Zeland,2015,5090000.00,254000000000.00,0.00,,,
New Zeland,2016,5089596.00,270000000000.00,0.00,,,
New Zeland,2017,5089475.00,285000000000.00,0.00,,,
New Zeland,2018,5089132.00,296000000000.00,0.00,,,
Canada,1961,,42099000000.00,,,,
Canada,1962,,45816000000.00,,,,
Canada,1963,,49302000000.00,,,,
Canada,1964,,54067000000.00,,,,
Canada,1965,,59658000000.00,,,,
Canada,1966,,66810000000.00,,,,
Canada,1967,,71912000000.00,,,,
Canada,1968,,78569000000.00,,,,
Canada,1969,,86518000000.00,,,,
Canada,1970,,91842629900.00,,,,
Canada,1971,,100244826700.00,,,,
Canada,1972,,111940684500.00,,,,
Canada,1973,,131334991400.00,,,,
Canada,1974,,156879706300.00,,,,
Canada,1975,,176823975100.00,,,,
Canada,1976,,203683506500.00,,,,
Canada,1977,,225049528900.00,,,,
Canada,1978,,249394511900.00,,,,
Canada,1979,,284734660500.00,,,,
Canada,1980,11108000000.00,320189893800.00,0.03,,,
Canada,1981,11636000000.00,367121000000.00,0.03,,,
Canada,1982,12719000000.00,386773000000.00,0.03,,,
Canada,1983,14163000000.00,419691000000.00,0.03,,,
Canada,1984,15236000000.00,460243000000.00,0.03,,,
Canada,1985,16672000000.00,498075000000.00,0.03,,,
Canada,1986,17911000000.00,524450000000.00,0.03,,,
Canada,1987,19447000000.00,571926000000.00,0.03,,,
Canada,1988,21032000000.00,624401000000.00,0.03,,,
Canada,1989,22093000000.00,669026000000.00,0.03,,,
Canada,1990,22970000000.00,692997000000.00,0.03,,,
Canada,1991,24481000000.00,699253000000.00,0.04,,,
Canada,1992,25609000000.00,716019000000.00,0.04,,,
Canada,1993,27237000000.00,744608000000.00,0.04,,,
Canada,1994,28329000000.00,789507000000.00,0.04,,,
Canada,1995,28778000000.00,828973000000.00,0.03,,,
Canada,1996,29109000000.00,857023000000.00,0.03,,,
Canada,1997,30542000000.00,903900000000.00,0.03,,,
Canada,1998,32638000000.00,937295000000.00,0.03,,,
Canada,1999,40143000000.00,1004458000000.00,0.04,,,
Canada,2000,36775000000.00,1102383000000.00,0.03,,,
Canada,2001,38821000000.00,1140505000000.00,0.03,,,
Canada,2002,41147000000.00,1189452000000.00,0.03,,,
Canada,2003,42191000000.00,1250317000000.00,0.03,,,
Canada,2004,44241000000.00,1331179000000.00,0.03,,,
Canada,2005,46078000000.00,1417028000000.00,0.03,,,
Canada,2006,48762000000.00,1492207000000.00,0.03,,,
Canada,2007,50565000000.00,1573532000000.00,0.03,,,
Canada,2008,53731000000.00,1652923000000.00,0.03,,,
Canada,2009,55468000000.00,1567365000000.00,0.04,,,
Canada,2010,57874000000.00,1662131000000.00,0.03,,,
Canada,2011,61029000000.00,1769922000000.00,0.03,,,
Canada,2012,63700000000.00,1822808000000.00,0.03,,,
Canada,2013,66616000000.00,1897532000000.00,0.04,,,
Canada,2014,70024000000.00,1990180000000.00,0.04,,,
Canada,2015,75497000000.00,1985827000000.00,0.04,,,
Canada,2016,80479000000.00,2023824000000.00,0.04,,,
Canada,2017,85856000000.00,2137528000000.00,0.04,,,
Canada,2018,90193000000.00,2219061000000.00,0.04,,,
Austria,1870,296.89,3530.70,0.08,5.333,0.100708359,0.000225451
Austria,1871,317.33,3862.44,0.08,5.688,0.092246659,1.81E-06
Austria,1872,318.36,4158.19,0.08,6.083,0.088309011,0.004552048
Austria,1873,358.94,4121.23,0.09,5.25,0.096779794,0.004694282
Austria,1874,293.76,4239.13,0.07,4.594,0.094417464,0.005375677
Austria,1875,286.24,4092.28,0.07,4.354,0.095732406,0.011663688
Austria,1876,295.90,4042.24,0.07,4.125,0.094358032,0.019709631
Austria,1877,282.20,4196.65,0.07,4.125,0.092485726,0.036533661
Austria,1878,288.80,4135.69,0.07,4.083,0.099281281,0.0547224
Austria,1879,316.70,3991.10,0.08,3.542,0.098911504,0.09831192
Austria,1880,328.60,4079.80,0.08,3.188,0.103484704,0.100155865
Austria,1881,354.20,4150.45,0.09,3.552,0.106574734,0.106563169
Austria,1882,368.60,4154.97,0.09,3.76,0.116987134,0.116209151
Austria,1883,380.40,4254.30,0.09,3.729,0.114950051,0.117515455
Austria,1884,375.70,4313.84,0.09,3.667,0.118318046,0.125057287
Austria,1885,363.60,4105.75,0.09,3.313,0.127766057,0.134256461
Austria,1886,371.70,3997.60,0.09,3.292,0.131254654,0.161745176
Austria,1887,391.10,4286.03,0.09,3.583,0.123371307,0.206384978
Austria,1888,425.70,4224.39,0.10,3.563,0.121601724,0.250601448
Austria,1889,434.70,4308.74,0.10,3.729,0.130523949,0.245246752
Austria,1890,445.90,4539.13,0.10,4.094,0.128177649,0.233263628
Austria,1891,455.20,4657.26,0.10,4.068,0.128983326,0.226633617
Austria,1892,478.00,4564.23,0.10,3.682,0.135334586,0.235636937
Austria,1893,486.60,4594.47,0.11,3.807,0.143468545,0.267012938
Austria,1894,507.80,4822.95,0.11,3.594,0.136908956,0.264169244
Austria,1895,619.90,5026.19,0.12,4.203,0.138942928,0.285547928
Austria,1896,659.70,4839.59,0.14,3.859,0.146261904,0.296334461
Austria,1897,699.90,4973.33,0.14,3.714,0.149015237,0.29612913
Austria,1898,737.50,5280.60,0.14,3.974,0.148055931,0.280157232
Austria,1899,729.00,5525.03,0.13,4.833,0.144626107,0.286289693
Austria,1900,1494.00,11049.79,0.14,4.339,0.149707085,0.30556406
Austria,1901,1584.90,11042.47,0.14,3.693,0.152754348,0.327746388
Austria,1902,1635.20,11408.15,0.14,2.745,0.151434229,0.319122007
Austria,1903,1770.80,11684.00,0.15,3.099,0.15044433,0.32192674
Austria,1904,1751.30,12117.86,0.14,3.198,0.148359083,0.319575344
Austria,1905,1847.00,13514.16,0.14,3.396,0.139261443,0.29820802
Austria,1906,1982.00,14287.83,0.14,4.146,0.140573841,0.296983398
Austria,1907,2028.00,15559.21,0.13,4.734,0.144805076,0.29467217
Austria,1908,2112.90,15987.25,0.13,3.854,0.149393094,0.296109742
Austria,1909,2188.00,16357.11,0.13,3.339,0.170916726,0.337752717
Austria,1910,2375.90,16934.12,0.14,3.833,0.170985699,0.408144434
Austria,1911,2541.00,18120.26,0.14,4.13,0.170126275,0.389709021
Austria,1912,2815.80,19394.69,0.15,4.891,0.163617396,0.377049195
Austria,1913,2493.60,19140.80,0.13,5.698,0.182128124,0.390127163
Austria,1925,950.40,10296.00,0.09,,,
Austria,1926,1024.10,10283.00,0.10,,,
Austria,1927,1082.20,11110.00,0.10,,,
Austria,1928,1156.50,11678.00,0.10,,,
Austria,1929,1187.30,12087.00,0.10,,,
Austria,1930,1181.90,11560.00,0.10,,,
Austria,1931,1281.10,10360.00,0.12,,,
Austria,1932,1010.50,9550.00,0.11,,,
Austria,1933,1048.60,9020.00,0.12,,,
Austria,1934,1072.50,8980.00,0.12,,,
Austria,1935,1101.80,9140.00,0.12,,,
Austria,1936,1068.60,9316.00,0.11,,,
Austria,1937,1068.90,9822.00,0.11,,,
Austria,1947,4400.00,27764.00,0.16,,,
Austria,1948,5746.50,32111.00,0.18,,,
Austria,1949,5844.20,41606.00,0.14,,,
Austria,1950,6477.90,51993.00,0.12,,,
Austria,1951,8183.30,69190.00,0.12,,,
Austria,1952,9251.30,80128.00,0.12,,,
Austria,1953,10755.30,82652.00,0.13,,,
Austria,1954,12540.40,93574.00,0.13,,,
Austria,1955,13341.20,107296.00,0.12,,,
Austria,1956,14597.90,119303.00,0.12,,,
Austria,1957,15835.20,132068.00,0.12,,,
Austria,1958,17297.60,137178.00,0.13,,,
Austria,1959,18385.40,145900.00,0.13,,,
Austria,1960,19425.90,162893.00,0.12,,,
Austria,1961,21656.50,180726.00,0.12,,,
Austria,1962,23217.30,192134.00,0.12,,,
Austria,1963,24818.20,207083.00,0.12,,,
Austria,1964,26646.50,226730.00,0.12,,,
Austria,1965,28514.10,246491.00,0.12,,,
Austria,1966,30632.70,268532.00,0.11,,,
Austria,1967,32330.70,285593.00,0.11,,,
Austria,1968,33655.70,306833.00,0.11,,,
Austria,1969,35405.10,335000.00,0.11,,,
Austria,1970,36952.90,375885.00,0.10,,,
Austria,1971,40480.10,419624.00,0.10,,,
Austria,1972,46411.70,479544.00,0.10,,,
Austria,1973,50746.80,543458.00,0.09,,,
Austria,1974,54989.20,618563.00,0.09,,,
Austria,1975,57894.20,656116.00,0.09,,,
Austria,1976,60897.10,724745.00,0.08,,,
Austria,1977,64403.90,843169.00,0.08,,,
Austria,1978,69789.40,891817.00,0.08,,,
Austria,1979,74608.80,978249.00,0.08,,,
Austria,1980,79739.40,1050724.00,0.08,,,
Austria,1981,80925.50,1119680.00,0.07,,,
Austria,1982,83938.50,1203367.00,0.07,,,
Austria,1983,92309.00,1282178.00,0.07,,,
Austria,1984,93723.40,1346333.00,0.07,,,
Austria,1985,94525.20,1420861.00,0.07,,,
Austria,1986,98140.70,1496456.00,0.07,,,
Austria,1987,102853.10,1553728.00,0.07,,,
Austria,1988,108447.90,1629442.00,0.07,,,
Austria,1989,117816.70,1742967.00,0.07,,,
Austria,1990,124716.10,1873265.00,0.07,,,
Austria,1991,133367.20,2008306.00,0.07,,,
Austria,1992,141177.10,2121684.00,0.07,,,
Austria,1993,149753.80,2191666.00,0.07,,,
Austria,1994,158340.50,2300980.00,0.07,,,
Austria,1995,168607.30,2405201.00,0.07,,,
Austria,1996,176727.90,2506201.00,0.07,,,
Austria,1997,178845.90,2591198.00,0.07,,,
Austria,1998,176708.60,2694655.00,0.07,,,
Austria,1999,13328.00,203851.00,0.07,,,
Austria,2000,13934.00,213606.00,0.07,,,
Austria,2001,10172.00,220525.00,0.05,,,
Austria,2002,10238.00,226735.00,0.05,,,
Austria,2003,11691.00,231862.00,0.05,,,
Austria,2004,13416.00,242348.00,0.06,,,
Austria,2005,15128.00,254075.00,0.06,,,
Austria,2006,16815.00,267824.00,0.06,,,
Austria,2007,18053.00,283978.00,0.06,,,
Austria,2008,20297.00,293762.00,0.07,,,
Austria,2009,20640.00,288044.00,0.07,,,
Austria,2010,21492.00,295897.00,0.07,,,
Austria,2011,22687.00,310129.00,0.07,,,
Austria,2012,23298.00,318653.00,0.07,,,
Austria,2013,24497.00,323910.00,0.08,,,
Austria,2014,26237.00,333146.00,0.08,,,
Austria,2015,27795.00,344269.00,0.08,,,
Austria,2016,28893.00,357300.00,0.08,,,
Austria,2017,30035.00,370296.00,0.08,,,
Austria,2018,31585.00,385712.00,0.08,,,
Eurozone,2002,358534839000.00,7600606111800.00,0.05,,,
Eurozone,2003,436130692000.00,7821936450800.00,0.06,,,
Eurozone,2004,501259151000.00,8156128329700.00,0.06,,,
Eurozone,2005,565217276000.00,8448088116800.00,0.07,,,
Eurozone,2006,628242095000.00,8897758624600.00,0.07,,,
Eurozone,2007,676621275000.00,9390885453900.00,0.07,,,
Eurozone,2008,762774832000.00,9625374930600.00,0.08,,,
Eurozone,2009,806411528000.00,9281758016800.00,0.09,,,
Eurozone,2010,839702306000.00,9536667069100.00,0.09,,,
Eurozone,2011,888629021000.00,9795884856700.00,0.09,,,
Eurozone,2012,912593020000.00,9833891833600.00,0.09,,,
Eurozone,2013,956184806000.00,9929096539300.00,0.10,,,
Eurozone,2014,1016538111000.00,10163573555500.00,0.10,,,
Eurozone,2015,1083430316000.00,10516353033800.00,0.10,,,
Eurozone,2016,1126221690000.00,10805998005700.00,0.10,,,
Eurozone,2017,1170726053000.00,11183783040900.00,0.10,,,
Eurozone,2018,1231133049000.00,11543967163900.00,0.11,,,
India,1965,28410000000.00,284000000000.00,0.10,,,
India,1966,31120000000.00,321000000000.00,0.10,,,
India,1967,32890000000.00,376000000000.00,0.09,,,
India,1968,34680000000.00,398000000000.00,0.09,,,
India,1969,37940000000.00,438000000000.00,0.09,,,
India,1970,41600000000.00,468000000000.00,0.09,,,
India,1971,45570000000.00,501000000000.00,0.09,,,
India,1972,50060000000.00,552000000000.00,0.09,,,
India,1973,56800000000.00,672000000000.00,0.08,,,
India,1974,65950000000.00,794000000000.00,0.08,,,
India,1975,67010000000.00,852000000000.00,0.08,,,
India,1976,70530000000.00,918000000000.00,0.08,,,
India,1977,82880000000.00,1040000000000.00,0.08,,,
India,1978,91520000000.00,1130000000000.00,0.08,,,
India,1979,108350000000.00,1240000000000.00,0.09,,,
India,1980,124000000000.00,1470000000000.00,0.08,,,
India,1981,143000000000.00,1730000000000.00,0.08,,,
India,1982,154000000000.00,1930000000000.00,0.08,,,
India,1983,176000000000.00,2250000000000.00,0.08,,,
India,1984,206000000000.00,2520000000000.00,0.08,,,
India,1985,239000000000.00,2850000000000.00,0.08,,,
India,1986,265000000000.00,3180000000000.00,0.08,,,
India,1987,299000000000.00,3620000000000.00,0.08,,,
India,1988,351000000000.00,4290000000000.00,0.08,,,
India,1989,401000000000.00,4930000000000.00,0.08,,,
India,1990,483000000000.00,5760000000000.00,0.08,,,
India,1991,553000000000.00,6620000000000.00,0.08,,,
India,1992,637000000000.00,7610000000000.00,0.08,,,
India,1993,713000000000.00,8760000000000.00,0.08,,,
India,1994,854000000000.00,10300000000000.00,0.08,,,
India,1995,1050000000000.00,12100000000000.00,0.09,,,
India,1996,1230000000000.00,13900000000000.00,0.09,,,
India,1997,1370000000000.00,15500000000000.00,0.09,,,
India,1998,1510000000000.00,17700000000000.00,0.09,,,
India,1999,1760000000000.00,19900000000000.00,0.09,,,
India,2000,1970000000000.00,21400000000000.00,0.09,,,
India,2001,2180000000000.00,23200000000000.00,0.09,,,
India,2002,2510000000000.00,24900000000000.00,0.10,,,
India,2003,2820000000000.00,27900000000000.00,0.10,,,
India,2004,3270000000000.00,31900000000000.00,0.10,,,
India,2005,3690000000000.00,36300000000000.00,0.10,,,
India,2006,4295780500000.00,42500000000000.00,0.10,,,
India,2007,5040000000000.00,49000000000000.00,0.10,,,
India,2008,5910000000000.00,55100000000000.00,0.11,,,
India,2009,6910000000000.00,63700000000000.00,0.11,,,
India,2010,8000000000000.00,76300000000000.00,0.11,,,
India,2011,9500000000000.00,87400000000000.00,0.11,,,
India,2012,10700000000000.00,99400000000000.00,0.11,,,
