country,country_code,year,cic,gdp,cd
Canada,CAN,2015,75497000000,1.99E+12,0.038017914
Canada,CAN,2016,80479000000,2.02E+12,0.03976581
Canada,CAN,2017,85856000000,2.14E+12,0.040166024
Canada,CAN,2018,90193000000,2.22E+12,0.040644669
Austria,AUT,1960,19425.9,162893,0.119255585
Austria,AUT,1961,21656.5,180726,0.119830572
Austria,AUT,1962,23217.3,192134,0.120839102
Austria,AUT,1963,24818.2,207083,0.119846632
Austria,AUT,1964,26646.5,226730,0.11752525
Austria,AUT,1965,28514.1,246491,0.115680086
Austria,AUT,1966,30632.7,268532,0.114074673
Austria,AUT,1967,32330.7,285593,0.113205506
Austria,AUT,1968,33655.7,306833,0.109687354
Austria,AUT,1969,35405.1,335000,0.105686866
Austria,AUT,1970,36952.9,375885,0.098309057
Austria,AUT,1971,40480.1,419624,0.096467552
Austria,AUT,1972,46411.7,479544,0.096782986
Austria,AUT,1973,50746.8,543458,0.093377593
Austria,AUT,1974,54989.2,618563,0.088898301
Austria,AUT,1975,57894.2,656116,0.088237751
Austria,AUT,1976,60897.1,724745,0.084025554
Austria,AUT,1977,64403.9,843169,0.076383145
Austria,AUT,1978,69789.4,891817,0.078255292
Austria,AUT,1979,74608.8,978249,0.076267699
Austria,AUT,1980,79739.4,1050724,0.075889958
Austria,AUT,1981,80925.5,1119680,0.072275561
Austria,AUT,1982,83938.5,1203367,0.069753035
Austria,AUT,1983,92309,1282178,0.071993904
Austria,AUT,1984,93723.4,1346333,0.069613833
Austria,AUT,1985,94525.2,1420861,0.066526705
Austria,AUT,1986,98140.7,1496456,0.065582082
Austria,AUT,1987,102853.1,1553728,0.066197623
Austria,AUT,1988,108447.9,1629442,0.066555238
Austria,AUT,1989,117816.7,1742967,0.067595485
Austria,AUT,1990,124716.1,1873265,0.066576859
Austria,AUT,1991,133367.2,2008306,0.066407808
Austria,AUT,1992,141177.1,2121684,0.066540116
Austria,AUT,1993,149753.8,2191666,0.068328751
Austria,AUT,1994,158340.5,2300980,0.068814375
Austria,AUT,1995,168607.3,2405201,0.070101127
Austria,AUT,1996,176727.9,2506201,0.070516251
Austria,AUT,1997,178845.9,2591198,0.069020546
Austria,AUT,1998,176708.6,2694655,0.065577449
Austria,AUT,1999,13328,203851,0.065381087
Austria,AUT,2000,13934,213606,0.06523225
Austria,AUT,2001,10172,220525,0.04612629
Austria,AUT,2002,10238,226735,0.045154034
Austria,AUT,2003,11691,231862,0.050422234
Austria,AUT,2004,13416,242348,0.05535841
Austria,AUT,2005,15128,254075,0.059541474
Austria,AUT,2006,16815,267824,0.062783768
Austria,AUT,2007,18053,283978,0.063571826
Austria,AUT,2008,20297,293762,0.069093348
Austria,AUT,2009,20640,288044,0.071655719
Austria,AUT,2010,21492,295897,0.072633383
Austria,AUT,2011,22687,310129,0.07315343
Austria,AUT,2012,23298,318653,0.073114014
Austria,AUT,2013,24497,323910,0.075629033
Austria,AUT,2014,26237,333146,0.07875526
Austria,AUT,2015,27795,344269,0.080736285
Austria,AUT,2016,28893,357300,0.080864819
Austria,AUT,2017,30035,370296,0.081110787
Austria,AUT,2018,31585,385712,0.081887522
India,IND,1965,28410000000,2.84E+11,0.1
India,IND,1966,31120000000,3.21E+11,0.0969
India,IND,1967,32890000000,3.76E+11,0.0875
India,IND,1968,34680000000,3.98E+11,0.0871
India,IND,1969,37940000000,4.38E+11,0.0866
India,IND,1970,41600000000,4.68E+11,0.0889
India,IND,1971,45570000000,5.01E+11,0.091
India,IND,1972,50060000000,5.52E+11,0.0907
India,IND,1973,56800000000,6.72E+11,0.0845
India,IND,1974,65950000000,7.94E+11,0.0831
India,IND,1975,67010000000,8.52E+11,0.0787
India,IND,1976,70530000000,9.18E+11,0.0768
India,IND,1977,82880000000,1.04E+12,0.0797
India,IND,1978,91520000000,1.13E+12,0.081
India,IND,1979,1.08E+11,1.24E+12,0.0874
India,IND,1980,1.24E+11,1.47E+12,0.0842
India,IND,1981,1.43E+11,1.73E+12,0.0827
India,IND,1982,1.54E+11,1.93E+12,0.0798
India,IND,1983,1.76E+11,2.25E+12,0.0784
India,IND,1984,2.06E+11,2.52E+12,0.0819
India,IND,1985,2.39E+11,2.85E+12,0.0838
India,IND,1986,2.65E+11,3.18E+12,0.0834
India,IND,1987,2.99E+11,3.62E+12,0.0826
India,IND,1988,3.51E+11,4.29E+12,0.0819
India,IND,1989,4.01E+11,4.93E+12,0.0814
India,IND,1990,4.83E+11,5.76E+12,0.0838
India,IND,1991,5.53E+11,6.62E+12,0.0835
India,IND,1992,6.37E+11,7.61E+12,0.0838
India,IND,1993,7.13E+11,8.76E+12,0.0814
India,IND,1994,8.54E+11,1.03E+13,0.0829
India,IND,1995,1.05E+12,1.21E+13,0.0865
India,IND,1996,1.23E+12,1.39E+13,0.0882
India,IND,1997,1.37E+12,1.55E+13,0.0885
India,IND,1998,1.51E+12,1.77E+13,0.0853
India,IND,1999,1.76E+12,1.99E+13,0.0884
India,IND,2000,1.97E+12,2.14E+13,0.0921
India,IND,2001,2.18E+12,2.32E+13,0.0941
India,IND,2002,2.51E+12,2.49E+13,0.101
India,IND,2003,2.82E+12,2.79E+13,0.101
India,IND,2004,3.27E+12,3.19E+13,0.103
India,IND,2005,3.69E+12,3.63E+13,0.102
India,IND,2006,4.30E+12,4.25E+13,0.101
India,IND,2007,5.04E+12,4.90E+13,0.103
India,IND,2008,5.91E+12,5.51E+13,0.107
India,IND,2009,6.91E+12,6.37E+13,0.109
India,IND,2010,8.00E+12,7.63E+13,0.105
India,IND,2011,9.50E+12,8.74E+13,0.109
India,IND,2012,1.07E+13,9.94E+13,0.107
India,IND,2013,1.19E+13,1.12E+14,0.106
India,IND,2014,1.30E+13,1.25E+14,0.104
India,IND,2015,1.45E+13,1.38E+14,0.105
India,IND,2016,1.66E+13,1.54E+14,0.108
Mexico,MEX,1985,1888131000,50151964000,0.037648197
Mexico,MEX,1986,3385042000,82317749000,0.041121654
Mexico,MEX,1987,8065284000,2.03E+11,0.039730463
Mexico,MEX,1988,14522268000,4.13E+11,0.035162877
Mexico,MEX,1989,19660245000,5.45E+11,0.036073844
Mexico,MEX,1990,27077501000,7.35E+11,0.036840137
Mexico,MEX,1991,36171727000,9.45E+11,0.03827696
Mexico,MEX,1992,42015433000,1.12E+12,0.037513779
Mexico,MEX,1993,47192859000,1.56E+12,0.030251833
Mexico,MEX,1994,56920386000,1.78E+12,0.031977745
Mexico,MEX,1995,66808632000,2.31E+12,0.028921486
Mexico,MEX,1996,83991071000,3.12E+12,0.026920215
Mexico,MEX,1997,1.09E+11,3.96E+12,0.027458492
Mexico,MEX,1998,1.31E+11,4.81E+12,0.027257537
Mexico,MEX,1999,1.89E+11,5.74E+12,0.032877744
Mexico,MEX,2000,2.09E+11,6.69E+12,0.031222701
Mexico,MEX,2001,2.25E+11,7.07E+12,0.031856115
Mexico,MEX,2002,2.64E+11,7.46E+12,0.035380281
Mexico,MEX,2003,3.04E+11,7.87E+12,0.038578664
Mexico,MEX,2004,3.40E+11,8.83E+12,0.038525218
Mexico,MEX,2005,3.80E+11,9.56E+12,0.039752478
Mexico,MEX,2006,4.50E+11,1.06E+13,0.042435971
Mexico,MEX,2007,4.95E+11,1.15E+13,0.04302117
Mexico,MEX,2008,5.78E+11,1.24E+13,0.04657599
Mexico,MEX,2009,6.32E+11,1.22E+13,0.051798187
Mexico,MEX,2010,6.93E+11,1.34E+13,0.051747994
Mexico,MEX,2011,7.63E+11,1.47E+13,0.051938159
Mexico,MEX,2012,8.45E+11,1.58E+13,0.053506051
Mexico,MEX,2013,9.18E+11,1.63E+13,0.05631136
Mexico,MEX,2014,1.06E+12,1.75E+13,0.060736686
Mexico,MEX,2015,1.24E+12,1.86E+13,0.066630486
Mexico,MEX,2016,1.42E+12,2.01E+13,0.070634503
Mexico,MEX,2017,1.54E+12,2.19E+13,0.070438865
Mexico,MEX,2018,1.67E+12,2.35E+13,0.071200228
Germany,DEU,1980,42900000000,NA,NA
Germany,DEU,1981,43000000000,NA,NA
Germany,DEU,1982,45300000000,NA,NA
Germany,DEU,1983,49300000000,NA,NA
Germany,DEU,1984,51000000000,NA,NA
Germany,DEU,1985,53100000000,NA,NA
Germany,DEU,1986,57300000000,NA,NA
Germany,DEU,1987,63400000000,NA,NA
Germany,DEU,1988,72900000000,NA,NA
Germany,DEU,1989,75600000000,NA,NA
Germany,DEU,1990,81100000000,NA,NA
Germany,DEU,1991,87800000000,1.59E+12,0.055220126
Germany,DEU,1992,1.03E+11,1.70E+12,0.060588235
Germany,DEU,1993,1.08E+11,1.75E+12,0.061714286
Germany,DEU,1994,1.15E+11,1.83E+12,0.06284153
Germany,DEU,1995,1.21E+11,1.89E+12,0.064021164
Germany,DEU,1996,1.26E+11,1.92E+12,0.065625
Germany,DEU,1997,1.26E+11,1.96E+12,0.064285714
Germany,DEU,1998,1.24E+11,2.01E+12,0.061691542
Germany,DEU,1999,1.31E+11,2.06E+12,0.063592233
Germany,DEU,2000,1.26E+11,2.11E+12,0.05971564
Germany,DEU,2001,68000000000,2.17E+12,0.031336406
Germany,DEU,2002,94200000000,2.20E+12,0.042818182
Germany,DEU,2003,1.08E+11,2.21E+12,0.048868778
Germany,DEU,2004,1.26E+11,2.26E+12,0.055752212
Germany,DEU,2005,1.43E+11,2.29E+12,0.062445415
Germany,DEU,2006,1.60E+11,2.39E+12,0.066945607
Germany,DEU,2007,1.72E+11,2.50E+12,0.0688
Germany,DEU,2008,1.95E+11,2.55E+12,0.076470588
Germany,DEU,2009,1.91E+11,2.45E+12,0.077959184
Germany,DEU,2010,2.00E+11,2.56E+12,0.078125
Germany,DEU,2011,2.13E+11,2.69E+12,0.079182156
Germany,DEU,2012,2.16E+11,2.75E+12,0.078545455
Germany,DEU,2013,2.27E+11,2.81E+12,0.080782918
Germany,DEU,2014,2.30E+11,2.93E+12,0.078498294
Germany,DEU,2015,2.44E+11,3.03E+12,0.080528053
Germany,DEU,2016,2.48E+11,3.13E+12,0.079233227
Germany,DEU,2017,2.53E+11,3.24E+12,0.07808642
Germany,DEU,2018,2.60E+11,3.34E+12,0.077844311
