,country,year,cic,country_code,gdp,cd,log_cd,log_cic,interest_rates_imf,country_code.y,tax_gdp,uncertainty,eci,eci_2
180,Belarus,2008,494178100,BLR,12979080000,0.038074971,-3.268198131,20.01840654,12,BLR,25.35338921,0.0222737,0.690402,0.613103
181,Brazil,2008,1.16E+11,BRA,3.11E+12,0.037167524,-3.292319907,25.47332394,13.75,BRA,15.49281373,0.07493785,0.396395,0.538104
182,Bulgaria,2008,9179410000,BGR,72755900000,0.126167225,-2.07014707,22.94022877,5.77,BGR,22.17890096,0.05314625,0.446085,0.539925
183,Canada,2008,53731330000,CAN,1.65E+12,0.032564442,-3.424534309,24.70726209,1.5,CAN,12.42102627,0.057670125,0.741557,0.934045
184,Chile,2008,3.68575E+12,CHL,9.39E+13,0.039251873,-3.237756119,28.93549538,8.25,CHL,18.71185961,0,-0.22253,-0.132995
185,Colombia,2008,3.05413E+13,COL,4.76E+14,0.064162316,-2.746339217,31.05009975,9.5,COL,13.05717289,0.211773675,0.220323,0.438305
186,Costa Rica,2008,5.75003E+11,CRI,1.61E+13,0.035714452,-3.332199842,27.07764055,10,CRI,15.32646268,0.0583828,0.076485,0.036194
187,Cote d'Ivoire,2008,1.15195E+12,CIV,1.08E+13,0.106662256,-2.238087919,27.77247933,3.75,CIV,15.05350275,0.131300775,-1.26803,-1.43239
188,Denmark,2008,6.13E+10,DNK,1.80E+12,0.034046111,-3.380039464,24.83876832,3.5,DNK,33.42154071,0.08658895,1.33589,1.13425
189,Dominican Republic,2008,62470424875,DOM,1.66E+12,0.037632786,-3.279879639,24.85795908,9.5,DOM,14.16105352,0.113764325,-0.167914,-0.233421
190,Georgia,2008,1290703285,GEO,19074900000,0.067665009,-2.693186083,20.97845309,8,GEO,23.80929913,0.297414925,-0.480803,0.072003
191,Ghana,2008,1872252000,GHA,30178598000,0.062039065,-2.779991013,21.35040782,17,GHA,13.89596791,0.1273003,-1.01148,-1.83966
192,Guatemala,2008,19665934157,GTM,2.96E+11,0.066438967,-2.711471546,23.70215375,7.25,GTM,11.27381464,0,-0.119904,-0.086528
193,Honduras,2008,16468427667,HND,2.62E+11,0.062856594,-2.766899431,23.52471091,7.75,HND,16.13051598,0.03426535,-0.634949,-0.372009
194,India,2008,6.91E+12,IND,5.51E+13,0.125436116,-2.075958685,29.56421215,6.5,IND,10.97717292,0,0.195512,0.655913
195,Israel,2008,34359686257,ISR,7.75E+11,0.044335079,-3.115979063,24.2601498,2.5,ISR,23.77375868,0.06824485,1.21518,0.99312
196,Jamaica,2008,49025650000,JAM,9.97E+11,0.04917317,-3.012407139,24.61560947,12.65,JAM,24.68475662,0.173765125,-0.122977,-0.928645
197,Malaysia,2008,48042559676,MYS,7.70E+11,0.062392935,-2.774303237,24.59535311,3.25,MYS,14.6629773,0.303561175,0.691407,1.02481
198,Mexico,2008,5.77542E+11,MEX,1.24E+13,0.04657599,-3.066670105,27.08204748,8.25,MEX,10.02376741,0.026158825,1.08324,1.05999
199,Moldova,2008,8732080253,MDA,62921545000,0.13877727,-1.974885004,22.89026947,14,MDA,20.4460968,0.060975625,-0.027445,0.142925
200,Mongolia,2008,4.07156E+11,MNG,6.56E+12,0.062066388,-2.779550686,26.73246103,9.75,MNG,21.65181536,0.2530531,-0.996349,-1.31398
201,New Zealand,2008,4344601192,NZL,1.90E+11,0.022866322,-3.778090103,22.19219981,5,NZL,31.49015389,0.156618025,0.314978,0.376184
202,Peru,2008,20457923192,PER,3.53E+11,0.057954457,-2.848097807,23.74163609,6.5,PER,16.51217092,0.027780875,-0.635521,-0.428705
203,Philippines,2008,5.45095E+11,PHL,7.72E+12,0.070608152,-2.65060968,27.0242258,6.0571,PHL,13.58939442,0.2194462,0.193846,0.768855
204,South Africa,2008,72696692074,ZAF,2.37E+12,0.03067371,-3.484349352,25.00956172,11.5,ZAF,26.81321687,0.633633025,0.142773,0.484708
205,Sweden,2008,1.12E+11,SWE,3.39E+12,0.033118879,-3.407651795,25.44419924,2,SWE,26.99572867,0.177200925,1.89436,1.28329
206,Switzerland,2008,41405200000,CHE,6.00E+11,0.069008667,-2.673523178,24.44667231,1,CHE,9.912922452,0.058983125,1.92034,1.41401
207,Thailand,2008,9.23967E+11,THA,9.71E+12,0.095156232,-2.352235194,27.5519422,2.75,THA,15.38488165,0.1262695,0.510058,0.943145
208,Togo,2008,1.49819E+11,TGO,1.48E+12,0.101228851,-2.29037147,25.73269173,3.75,TGO,14.2474836,0.1363112,-0.707087,-1.26438
209,Turkey,2008,31743430000,TUR,9.95E+11,0.031902945,-3.445056962,24.18095161,15.63,TUR,17.69632423,0.325971925,0.434059,0.641503
210,United Kingdom,2008,4.05E+10,GBR,1.58E+12,0.025652532,-3.663113013,24.42533295,2,GBR,26.42037326,0.177625025,1.67044,1.23579
211,United States,2008,8.50E+11,USA,1.47E+13,0.05780381,-2.850700597,27.46816801,0.125,USA,10.31615636,0.150782375,1.58866,1.20416
212,Argentina,2009,9.81E+10,ARG,1.25E+12,0.078452,-2.545268306,25.30889636,9.5,ARG,12.38304156,0.70966765,0.071968,0.203304
213,Australia,2009,5.16E+10,AUS,1.26E+12,0.040964286,-3.195054672,24.66707816,3.75,AUS,22.0609533,0.07698375,-0.331165,0.253044
214,Azerbaijan,2009,4512709975,AZE,35601500000,0.126756175,-2.065489917,22.23016369,2,AZE,14.10670899,0.085227275,-1.08488,-0.289328
215,Bangladesh,2009,4.45E+11,BGD,7.05E+12,0.063062837,-2.763623639,26.82042509,5,BGD,7.498116263,0,-0.927904,-0.699617
216,Belarus,2009,492451910,BLR,14209130000,0.034657429,-3.362243184,20.01490737,13.5,BLR,18.62947063,0.10275225,0.668625,0.585466
217,Brazil,2009,1.32E+11,BRA,3.33E+12,0.039597898,-3.228979246,25.60501417,8.75,BRA,14.41753153,0.331343525,0.265535,0.49396
218,Bulgaria,2009,8049100000,BGR,72985900000,0.110282945,-2.204705988,22.80882612,0.55,BGR,19.03347085,0.076650975,0.39622,0.519803
219,Canada,2009,55467894000,CAN,1.57E+12,0.035329869,-3.343026531,24.7390702,0.25,CAN,12.33554405,0.12244625,0.711973,0.892981
220,Chile,2009,4.18963E+12,CHL,9.67E+13,0.04332611,-3.138999817,29.0636347,0.5,CHL,14.5230955,0,-0.222266,-0.139999
221,Colombia,2009,3.23047E+13,COL,5.02E+14,0.064351953,-2.743387998,31.10623324,3.5,COL,12.66997734,0.33098705,0.21155,0.441887
222,Costa Rica,2009,6.12995E+11,CRI,1.75E+13,0.035028258,-3.351600158,27.14162184,9,CRI,13.26216038,0,0.099231,0.2144
223,Cote d'Ivoire,2009,1.44842E+12,CIV,1.15E+13,0.125949435,-2.071874763,28.00149339,3.25,CIV,14.59903171,0.090913625,-1.36195,-1.56762
224,Denmark,2009,6.08E+10,DNK,1.72E+12,0.035325581,-3.343147892,24.83019751,1,DNK,33.18383922,0.08024105,1.30232,1.11469
225,Dominican Republic,2009,70162310177,DOM,1.74E+12,0.040323167,-3.210829117,24.97407711,4,DOM,12.63590935,0.11299745,-0.225693,-0.307413
226,Georgia,2009,1457937950,GEO,17985900000,0.08106005,-2.512565043,21.10028891,5,GEO,23.13868086,0.326835,-0.332959,-0.164409
227,Ghana,2009,2343802011,GHA,36597592000,0.06404252,-2.748208044,21.57504024,18,GHA,12.61246152,0.166979525,-0.965165,-1.84067
228,Guatemala,2009,21232560233,GTM,3.08E+11,0.068936884,-2.674563919,23.7788017,4.5,GTM,10.33551691,0.030398825,-0.174861,-0.11322
229,Honduras,2009,17705682294,HND,2.76E+11,0.064151023,-2.746515244,23.59715146,4.5,HND,14.16197019,0.2471206,-0.726013,-0.404086
230,India,2009,8.00E+12,IND,6.37E+13,0.125517896,-2.07530693,29.70989875,4.75,IND,9.8097247,0.020330175,0.156613,0.656808
231,Israel,2009,41490060319,ISR,8.16E+11,0.050845662,-2.978960467,24.44871973,1,ISR,21.85499718,0.088350825,1.19138,0.95544
232,Jamaica,2009,51856183000,JAM,1.07E+12,0.048463722,-3.026939752,24.67174001,17,JAM,24.9559702,0.080541225,-0.185574,-0.89688
233,Malaysia,2009,51137711553,MYS,7.13E+11,0.071721896,-2.6349592,24.65778806,2,MYS,14.94050441,0,0.624253,0.993066
234,Mexico,2009,6.31938E+11,MEX,1.22E+13,0.051798187,-2.960400132,27.17205694,4.5,MEX,9.679796263,0.2072111,0.995923,1.05241
235,Moldova,2009,9882542273,MDA,60429803000,0.163537556,-1.810712617,23.01403563,5,MDA,17.68531332,0.607622875,-0.045761,0.09273
236,Mongolia,2009,3.71778E+11,MNG,6.59E+12,0.056415404,-2.875013042,26.64156142,10,MNG,16.5402944,0.3644233,-0.920288,-1.52393
237,New Zealand,2009,4560228282,NZL,1.94E+11,0.023506331,-3.750485475,22.24063852,2.5,NZL,29.59184625,0.028891725,0.224349,0.309511
238,Peru,2009,22539449271,PER,3.64E+11,0.061921564,-2.781886793,23.83853291,1.25,PER,14.45652681,0.054722525,-0.669472,-0.399993
239,Singapore,2009,2.22E+10,SGP,2.82E+11,0.078861702,-2.540059567,23.82511334,0.31,SGP,12.95492653,0.022488075,1.57804,1.25647
240,South Africa,2009,77679058806,ZAF,2.51E+12,0.030947832,-3.475452325,25.07585154,7,ZAF,24.3968023,0.14778995,0.074112,0.4505
241,Sweden,2009,1.11E+11,SWE,3.29E+12,0.03363617,-3.392153297,25.42975538,0.5,SWE,26.91593492,0.2275097,1.80167,1.25045
242,Switzerland,2009,45362600000,CHE,5.89E+11,0.077016299,-2.563738207,24.53795381,0.75,CHE,9.681537369,0.102677225,1.91828,1.39049
243,Thailand,2009,1.00588E+12,THA,9.66E+12,0.104128788,-2.262126795,27.63688797,1.25,THA,14.194247,0.067000975,0.606687,0.938593
244,Togo,2009,1.60417E+11,TGO,1.59E+12,0.100890881,-2.293715737,25.80103939,3.25,TGO,14.41500542,0.124598225,-0.825125,-1.46504
245,Turkey,2009,38340278100,TUR,9.99E+11,0.038378657,-3.260253788,24.36976683,6.5,TUR,18.26135795,0.17483865,0.408188,0.6442
246,United Kingdom,2009,4.44E+10,GBR,1.54E+12,0.028822078,-3.546613591,24.51618994,0.5,GBR,24.1084352,0.45470025,1.61184,1.21984
247,United States,2009,8.90E+11,USA,1.44E+13,0.061783194,-2.784123886,27.51412544,0.125,USA,7.919615919,0.255069825,1.53293,1.18208
248,Uruguay,2009,31980090005,URY,7.15E+11,0.044727399,-3.107169021,24.18837936,6.25,URY,18.72222095,0.02769775,0.092839,0.295027
249,Argentina,2010,1.25E+11,ARG,1.66E+12,0.075021084,-2.58998608,25.54785264,9.5,ARG,12.85304269,0.8548254,0.03248,0.214282
250,Australia,2010,5.31E+10,AUS,1.30E+12,0.040832308,-3.198281656,24.69510372,4.75,AUS,20.53172007,0.17976685,-0.397884,0.227172
251,Azerbaijan,2010,5793219147,AZE,4.25E+10,0.136423387,-1.991992086,22.47995396,3,AZE,12.15777699,0.051440325,-1.08757,-0.291409
252,Bangladesh,2010,5.73E+11,BGD,7.98E+12,0.071827318,-2.633490398,27.07446913,5,BGD,7.834684749,0.05358295,-1.00757,-0.60751
253,Belarus,2010,620788780,BLR,17476330000,0.03552169,-3.337611778,20.24650145,10.5,BLR,15.92008762,0.0374004,0.675162,0.621685
254,Brazil,2010,1.51E+11,BRA,3.89E+12,0.038854756,-3.247924796,25.74150548,10.75,BRA,13.62344738,0.173591825,0.248326,0.546395
255,Bulgaria,2010,8302430000,BGR,74771300000,0.111037657,-2.197885878,22.83981408,0.18,BGR,18.45090429,0.120143525,0.467999,0.530733
256,Canada,2010,57874242000,CAN,1.66E+12,0.034864001,-3.356300466,24.78153825,1,CAN,11.76044487,0.15634545,0.703779,0.858067
257,Chile,2010,4.74848E+12,CHL,1.12E+14,0.042397169,-3.160673691,29.1888463,3.12,CHL,17.3565144,0.0987775,-0.244314,-0.133507
258,Colombia,2010,3.67074E+13,COL,5.43E+14,0.067601058,-2.694131649,31.23399879,3,COL,12.16166442,0.094982825,0.18691,0.409931
259,Costa Rica,2010,6.65046E+11,CRI,1.96E+13,0.033930895,-3.383429336,27.22312135,6.5,CRI,13.08808511,0.1028209,0.10939,0.22444
260,Cote d'Ivoire,2010,1.75244E+12,CIV,1.23E+13,0.1424749,-1.948589434,28.19203094,3.25,CIV,14.32551466,0.085377775,-1.4005,-1.61242
261,Denmark,2010,6.25E+10,DNK,1.81E+12,0.034553591,-3.365243793,24.85910417,0.75,DNK,32.73723667,0.26192485,1.29129,1.1143
262,Dominican Republic,2010,74032258701,DOM,1.98E+12,0.03739003,-3.286351197,25.02776676,5,DOM,12.20740113,0.02590405,-0.237717,-0.334753
263,Georgia,2010,1618179560,GEO,20743300000,0.078009746,-2.550921514,21.20456763,7.5,GEO,22.13919675,0.155102375,-0.285249,-0.125593
264,Ghana,2010,3262718712,GHA,46042100100,0.070863812,-2.646995389,21.90582665,13.5,GHA,13.3883874,0.224763775,-1.12736,-1.80581
265,Guatemala,2010,23390255014,GTM,3.33E+11,0.070241006,-2.655823007,23.87558532,4.5,GTM,10.43529828,0.079344475,-0.207441,-0.16125
266,Honduras,2010,19933238079,HND,2.99E+11,0.066666348,-2.70805498,23.71565443,4.5,HND,14.4250984,0.273361925,-0.687012,-0.406257
267,India,2010,9.50E+12,IND,7.63E+13,0.124463827,-2.083740151,29.8819539,6.25,IND,10.38803993,0.067840575,0.111379,0.700226
268,Israel,2010,44828107242,ISR,8.74E+11,0.051290741,-2.970245039,24.52610117,2,ISR,22.52228242,0.09136915,1.09395,0.977159
269,Jamaica,2010,56710719000,JAM,1.15E+12,0.049313669,-3.009553981,24.76122908,10.5,JAM,24.27817173,0.116847275,-0.177172,-0.850115
270,Kazakhstan,2010,1.30621E+12,KAZ,2.18E+13,0.059917803,-2.814781608,27.89814948,7,KAZ,15.71238046,0.024056975,-0.463165,-0.410581
271,Malaysia,2010,55787428577,MYS,8.21E+11,0.067950583,-2.68897456,24.74481439,2.75,MYS,13.33219531,0.09357975,0.588052,0.990319
272,Mexico,2010,6.93423E+11,MEX,1.34E+13,0.051747994,-2.961369619,27.2649062,4.5,MEX,10.11091331,0.212391225,1.00189,1.04525
273,Moldova,2010,11105960671,MDA,86275377000,0.128726887,-2.050062277,23.1307478,7,MDA,15.16064079,0.5659811,-0.016908,0.082336
274,Mongolia,2010,5.19647E+11,MNG,9.76E+12,0.053242522,-2.932897912,26.9764156,11,MNG,19.59311925,0.29506615,-1.0525,-1.6708
275,New Zealand,2010,4604997772,NZL,2.03E+11,0.022684718,-3.786063793,22.25040802,3,NZL,26.06159031,0.141374475,0.14369,0.273323
276,Peru,2010,28077144003,PER,4.17E+11,0.067331281,-2.698130357,24.0582217,3,PER,15.46657176,0.22398225,-0.63866,-0.357629
277,Singapore,2010,2.45E+10,SGP,3.27E+11,0.074972477,-2.590634205,23.9225918,0.2,SGP,12.78582397,0,1.58854,1.27975
278,South Africa,2010,82500833637,ZAF,2.75E+12,0.030000303,-3.506547793,25.13607423,5.5,ZAF,25.04150129,0.261953125,0.119045,0.410856
279,Sweden,2010,1.05E+11,SWE,3.52E+12,0.029943466,-3.508444145,25.38103796,0.5,SWE,27.07751579,0.111231675,1.75419,1.23065
280,Switzerland,2010,47135700000,CHE,6.09E+11,0.077398522,-2.558787592,24.57629651,0.75,CHE,9.719225458,0.07958285,1.91575,1.37715
281,Thailand,2010,1.11452E+12,THA,1.08E+13,0.103196066,-2.271124544,27.73944271,2,THA,14.93263926,0.109465475,0.736971,0.989284
282,Togo,2010,2.08886E+11,TGO,1.70E+12,0.122873824,-2.096597275,26.06505209,3.25,TGO,14.54323347,0.1379553,-0.965744,-1.70103
283,Turkey,2010,48937559900,TUR,1.16E+12,0.042187552,-3.165630086,24.61381103,1.630439,TUR,19.40536961,0.217655375,0.432695,0.633827
284,United Kingdom,2010,4.69E+10,GBR,1.59E+12,0.029521384,-3.522640409,24.57211472,0.5,GBR,25.37144103,0.370491975,1.57193,1.21341
285,United States,2010,9.44E+11,USA,1.50E+13,0.0629166,-2.765945239,27.57312608,0.125,USA,8.595887591,0.206717725,1.49428,1.19815
286,Uruguay,2010,38163896624,URY,8.08E+11,0.047232545,-3.052672104,24.36515579,6.5,URY,18.88638874,0.0565771,0.201715,0.313835
287,Albania,2011,2.03E+11,ALB,1.30E+12,0.156084615,-1.857357012,26.03602837,4.75,ALB,18.02201328,0.1170067,0.272749,0.315761
288,Argentina,2011,1.73E+11,ARG,2.18E+12,0.079383486,-2.533464914,25.87688108,9.5,ARG,12.6636277,0.328666,-0.063178,0.148511
289,Australia,2011,5.58E+10,AUS,1.42E+12,0.039307746,-3.236333668,24.74534432,4.25,AUS,20.33471173,0.243648025,-0.516626,0.121017
290,Azerbaijan,2011,7658485571,AZE,5.21E+10,0.147046687,-1.917005142,22.7590801,5.25,AZE,12.22476095,0,-1.44623,-0.449441
291,Bangladesh,2011,6.32E+11,BGD,9.16E+12,0.068975109,-2.674009576,27.17185772,5,BGD,8.685924706,0.026544925,-1.10503,-0.614705
292,Belarus,2011,944991150,BLR,30724500000,0.030756925,-3.481640099,20.66668612,45,BLR,14.50907256,0.069084925,0.918398,0.772127
293,Brazil,2011,1.63E+11,BRA,4.38E+12,0.0371621,-3.292465842,25.815604,11,BRA,14.22012315,0.061748725,0.190826,0.527628
294,Bulgaria,2011,8728750000,BGR,8.08E+10,0.108083929,-2.224847236,22.88988801,0.22,BGR,17.7392303,0.050017125,0.447953,0.481746
295,Canada,2011,61028761000,CAN,1.77E+12,0.034479526,-3.367389581,24.83461108,1,CAN,11.83153834,0.16651805,0.526191,0.856895
296,Chile,2011,5.26574E+12,CHL,1.22E+14,0.043161824,-3.142798872,29.29224329,5.25,CHL,18.85899085,0.0480979,-0.328124,-0.122132
297,Colombia,2011,4.11882E+13,COL,6.18E+14,0.06664755,-2.708336989,31.34917258,4.75,COL,14.59722865,0.270079425,-0.001219,0.342083
298,Costa Rica,2011,7.43086E+11,CRI,2.14E+13,0.034723653,-3.360334186,27.33407785,5,CRI,13.36523403,0.1009873,0.024263,0.165862
299,Cote d'Ivoire,2011,1.74402E+12,CIV,1.20E+13,0.145334642,-1.928716322,28.18721144,3.25,CIV,10.93161991,0.117706825,-1.20641,-1.47639
300,Denmark,2011,6.24E+10,DNK,1.85E+12,0.033733514,-3.38926347,24.85694329,0.75,DNK,32.75348927,0.25963085,1.2369,1.09676
301,Dominican Republic,2011,78220539342,DOM,2.21E+12,0.035393909,-3.34121553,25.0827981,6.8,DOM,12.29762551,0.130611875,-0.26414,-0.298194
302,Georgia,2011,1753584472,GEO,24343900000,0.072033835,-2.630619342,21.2849278,6.75,GEO,23.83348601,0,-0.152888,-0.056751
303,Ghana,2011,4244268198,GHA,59816320900,0.070955019,-2.645709135,22.16883525,12.5,GHA,14.86579036,0.461196325,-1.05444,-1.20491
304,Guatemala,2011,24532526126,GTM,3.71E+11,0.066125407,-2.716202229,23.92326567,5.5,GTM,10.83781428,0.187738425,-0.390539,-0.203183
305,Honduras,2011,21357774681,HND,3.35E+11,0.063754551,-2.752714705,23.78468166,5.5,HND,14.78797879,0.183652025,-0.690727,-0.451306
306,India,2011,1.07E+13,IND,8.74E+13,0.122108696,-2.102843683,29.99867272,8.5,IND,10.1773872,0.064421925,0.091946,0.708366
307,Israel,2011,48975405160,ISR,9.36E+11,0.052324151,-2.95029724,24.61458407,2.75,ISR,22.72172307,0.17348875,1.21174,0.966937
308,Jamaica,2011,62646682000,JAM,1.24E+12,0.050521518,-2.98535594,24.86077656,8,JAM,23.3643683,0.182962175,-0.215289,-0.703207
309,Kazakhstan,2011,1.54817E+12,KAZ,2.82E+13,0.054899502,-2.902250993,28.0680921,7.5,KAZ,18.25783421,0,-0.853388,-0.536874
310,Malaysia,2011,61874039454,MYS,9.12E+11,0.067844342,-2.690539293,24.84836653,3,MYS,14.79435317,0.023757475,0.791729,0.991165
311,Mexico,2011,7.63491E+11,MEX,1.47E+13,0.051938159,-2.957701514,27.3611671,4.5,MEX,10.01240267,0.248588775,1.00796,1.07189
312,Moldova,2011,12016670256,MDA,98772814000,0.121659693,-2.106527531,23.20956071,9.5,MDA,15.24032716,0.2692396,0.049706,0.115786
313,Mongolia,2011,7.13305E+11,MNG,1.32E+13,0.054038231,-2.918063499,27.29317445,12.25,MNG,18.46699109,0.365780725,-1.20509,-2.07411
314,New Zealand,2011,4892376000,NZL,2.13E+11,0.022968901,-3.773614091,22.31094391,2.5,NZL,25.55528881,0.1140045,0.064004,0.189847
315,Paraguay,2011,7.32427E+12,PRY,1.41E+14,0.051945164,-2.957566649,29.62221436,7.25,PRY,9.378146269,0.1697358,-0.619805,-0.291836
316,Peru,2011,32300487580,PER,4.73E+11,0.068288557,-2.684013063,24.19834816,4.25,PER,15.96889515,0.558453775,-0.746415,-0.41556
317,Singapore,2011,2.75E+10,SGP,3.51E+11,0.078293447,-2.547291367,24.03676069,0.18,SGP,13.10572195,0.04921745,1.68651,1.29582
318,South Africa,2011,1.01394E+11,ZAF,3.02E+12,0.033574179,-3.393997976,25.34227997,5.5,ZAF,25.17982275,0.494458625,0.016592,0.382296
319,Sweden,2011,1.00E+11,SWE,3.66E+12,0.027359563,-3.598689164,25.3297951,1.91,SWE,26.45355436,0.167534825,1.80518,1.23738
320,Switzerland,2011,49335400000,CHE,6.21E+11,0.079445089,-2.532689206,24.62190771,0.25,CHE,9.651738909,0.12896845,1.95964,1.42562
321,Thailand,2011,1.24857E+12,THA,1.13E+13,0.110492872,-2.202804263,27.85301958,3.25,THA,16.36185216,0.1350226,0.870845,1.01879
322,Togo,2011,2.2293E+11,TGO,1.82E+12,0.122489121,-2.099733062,26.13012455,3.25,TGO,15.97026891,0.169592125,-0.837184,-1.30099
323,Turkey,2011,55103173600,TUR,1.39E+12,0.039642571,-3.227851715,24.73247315,5,TUR,18.74408606,0.32091675,0.42938,0.633761
324,United Kingdom,2011,4.88E+10,GBR,1.64E+12,0.029732317,-3.515520708,24.61019665,0.5,GBR,25.8601462,0.3346818,1.54878,1.23085
325,United States,2011,1.03E+12,USA,1.55E+13,0.066743226,-2.706902473,27.66495867,0.125,USA,9.573699439,0.181616675,1.49138,1.19832
326,Uruguay,2011,45188736725,URY,9.26E+11,0.048799932,-3.020026366,24.53411371,8.75,URY,19.1018313,0.11859115,0.081756,0.183979
327,Albania,2012,2.01E+11,ALB,1.33E+12,0.151052632,-1.890126949,26.02607311,4,ALB,17.48323356,0.0926134,-0.472586,-0.333637
328,Angola,2012,3.35505E+11,AGO,1.22E+13,0.027500398,-3.593554816,26.53890225,10.25,AGO,14.82271932,0.0561138,-2.79136,-0.958884
329,Argentina,2012,2.37E+11,ARG,2.64E+12,0.089776515,-2.410431862,26.19136817,9.5,ARG,12.95284151,0.323742725,-0.148047,0.137046
330,Australia,2012,5.90E+10,AUS,1.50E+12,0.039321333,-3.235988074,24.80049815,3,AUS,21.19859309,0.132407025,-0.528256,0.105864
331,Azerbaijan,2012,9777521735,AZE,54743700000,0.178605424,-1.722576243,23.00335189,5,AZE,12.77863937,0,-1.50891,-0.444994
332,Bangladesh,2012,7.17E+11,BGD,1.06E+13,0.06767283,-2.693070506,27.29880461,5,BGD,9.02456269,0.0847806,-0.943499,-0.578572
333,Belarus,2012,1613662810,BLR,54761670000,0.029467012,-3.524483864,21.20177247,30,BLR,14.66297503,0.041243925,0.82272,0.798146
334,Brazil,2012,1.87E+11,BRA,4.81E+12,0.038967775,-3.245020244,25.95669796,7.25,BRA,13.65145753,0.2037661,0.161553,0.532894
335,Bulgaria,2012,9549920000,BGR,82040400000,0.116405088,-2.150679031,22.97979861,0.03,BGR,18.97682483,0.164133975,0.497365,0.473341
336,Canada,2012,63700027000,CAN,1.82E+12,0.035000015,-3.352406794,24.87745082,1,CAN,11.69256444,0.2497415,0.534847,0.834961
337,Chile,2012,6.19512E+12,CHL,1.30E+14,0.047654755,-3.043772858,29.45478271,5,CHL,18.99486687,0.06965145,-0.333627,-0.090636
338,Colombia,2012,4.38647E+13,COL,6.66E+14,0.06586286,-2.720180577,31.41213021,4.25,COL,13.23937265,0.16899305,0.049744,0.321098
339,Costa Rica,2012,8.44774E+11,CRI,2.34E+13,0.036101452,-3.321422206,27.46233493,5,CRI,13.31919766,0.184895075,0.247592,0.16517
340,Cote d'Ivoire,2012,1.73167E+12,CIV,1.37E+13,0.126399058,-2.068311247,28.1801057,3,CIV,14.39046854,0.119307325,-1.0558,-1.275
341,Dominican Republic,2012,86506746350,DOM,2.39E+12,0.036195291,-3.318826242,25.18348824,5,DOM,13.02648297,0.0870123,-0.256286,-0.229273
342,Georgia,2012,1918058888,GEO,26167300000,0.073299839,-2.613196861,21.37457952,5.25,GEO,24.11826975,0.067862975,-0.168891,0.019277
343,Guatemala,2012,26552115974,GTM,3.95E+11,0.067220547,-2.699776323,24.00237528,5,GTM,10.8359592,0.05247545,-0.293485,-0.170087
344,Honduras,2012,22149036898,HND,3.61E+11,0.061354673,-2.791083944,23.82105985,7,HND,14.74747232,0.0898758,-0.398168,-0.363502
345,India,2012,1.19E+13,IND,9.94E+13,0.119816398,-2.121794721,30.10837851,8,IND,10.83677172,0.109609975,0.144541,0.731385
346,Israel,2012,54772653738,ISR,9.93E+11,0.055158765,-2.897539614,24.72645689,2,ISR,22.11041791,0.14364265,1.27127,0.972854
347,Jamaica,2012,64684140000,JAM,1.31E+12,0.049377206,-3.008266376,24.89278188,6.25,JAM,24.33289303,0.318547225,-0.349499,-0.755872
348,Kazakhstan,2012,1.73665E+12,KAZ,3.10E+13,0.056020829,-2.882031705,28.18297662,5.5,KAZ,13.31209815,0.069112975,-0.787489,-0.401415
349,Malaysia,2012,67124279341,MYS,9.71E+11,0.069129021,-2.671780652,24.92981165,3,MYS,15.61314674,0.1648595,0.91952,0.942308
350,Mexico,2012,8.45396E+11,MEX,1.58E+13,0.053506051,-2.927960526,27.46307053,4.5,MEX,9.773015605,0.2817539,0.954246,1.07083
351,Moldova,2012,14554213757,MDA,1.05E+11,0.13861156,-1.976079793,23.40114639,4.5,MDA,15.59534633,0.100331775,0.115221,0.135964
352,Mongolia,2012,8.28393E+11,MNG,1.67E+13,0.049604368,-3.003676391,27.44275344,13.25,MNG,15.31214218,0.350790125,-1.35158,-2.30075
353,New Zealand,2012,5051868000,NZL,2.17E+11,0.023280498,-3.760139278,22.34302391,2.5,NZL,26.82136875,0.1499245,0.166665,0.142503
354,Paraguay,2012,8.60619E+12,PRY,1.47E+14,0.058545513,-2.837950823,29.78350288,5.5,PRY,9.454565134,0.184521075,-0.645452,-0.264723
355,Peru,2012,37823821286,PER,5.08E+11,0.074456341,-2.597542351,24.35620493,4.25,PER,16.5466871,0.276456525,-0.742204,-0.392031
356,Singapore,2012,2.91E+10,SGP,3.69E+11,0.078897019,-2.539611834,24.09445065,0.18,SGP,13.58066874,0.063908625,1.70347,1.31428
357,South Africa,2012,1.12169E+11,ZAF,3.25E+12,0.034513543,-3.366403473,25.44327264,5,ZAF,25.58813186,0.72272995,-0.023795,0.348635
358,Sweden,2012,9.64E+10,SWE,3.69E+12,0.026135772,-3.644450315,25.29219726,1.139,SWE,26.04981307,0.306910625,1.75179,1.20199
359,Switzerland,2012,54831600000,CHE,6.26E+11,0.087590415,-2.435083701,24.72753251,0.25,CHE,9.520371529,0.13808505,2.01041,1.40338
360,Thailand,2012,1.35093E+12,THA,1.24E+13,0.108946119,-2.216901844,27.93181574,2.75,THA,15.44094067,0.120290125,0.964292,1.01202
361,Togo,2012,1.95063E+11,TGO,1.98E+12,0.098516414,-2.317532104,25.99658586,3,TGO,15.87966385,0.188881675,-0.778208,-0.987933
362,Turkey,2012,60525482100,TUR,1.57E+12,0.038551262,-3.25576643,24.82633031,5,TUR,18.39275841,0.47478435,0.450234,0.636138
