"","country","year","cic","country_code","gdp","cd","log_cd","log_cic","interest_rates_wdi","tax_gdp","uncertainty","eci","eci_2"
"156","Philippines",2004,322465564815.86,"PHL",5.12e+12,0.0629815556280977,-2.76491336326344,26.4992621917165,6.1775,11.81598762,0.48432195,-0.0344,0.690883
"157","Romania",2004,8246316000,"ROU",2.45e+11,0.0336584326530612,-3.3914916553838,22.8330323921073,11.5383333333333,17.42126616,0.1464062,0.320218,0.592166
"158","South Africa",2004,48830480000,"ZAF",1.48e+12,0.0329935675675676,-3.41144265871038,24.6116205449942,6.55333333333333,24.28209502,0.103162825,0.094685,0.589703
"159","Sri Lanka",2004,115908969000,"LKA",2.09e+12,0.0554588368421053,-2.89211421192996,25.4760709699753,5.07333333333333,13.46596896,0.35960085,-0.59254,-0.489886
"160","Sweden",2004,1.08894e+11,"SWE",2.81e+12,0.0387523131672598,-3.25056483032547,25.4136407689487,1.07,27.19022163,0.143478925,2.08697,1.37553
"161","Thailand",2004,714648932914.94,"THA",6.95e+12,0.102827184592078,-2.2747055193624,27.2950572561428,1.09836378355252,14.8533544,0.049516975,0.446709,0.879739
"162","Ukraine",2004,45669101257.05,"UKR",3.45e+11,0.132374206542174,-2.02212246909421,24.5446877848836,7.79590833333333,13.28863237,0.211528625,0.551859,0.55146
"163","Uruguay",2004,14170288543.73,"URY",3.93e+11,0.0360567138517303,-3.32266219537258,23.3744132534431,6.19863558333333,17.84620462,0.3936281,-0.045061,0.271311
"164","Zambia",2004,815495555.29689,"ZMB",29729908100,0.0274301404684426,-3.59611285306715,20.5193065297308,11.5102272727273,15.31705863,0.095906325,-0.934754,-1.0187
"165","Angola",2005,78542575226.6,"AGO",3.22e+12,0.0243921041076398,-3.71349580119937,25.0869066742855,13.3984966156938,17.10911781,0.154791,-0.787959,-0.898754
"166","Argentina",2005,4.8337e+10,"ARG",5.83e+11,0.0829108061749571,-2.48998987340644,24.6014631498905,3.76232304842149,13.10317565,0.1467231,0.03593,0.215548
"167","Australia",2005,3.7001e+10,"AUS",9.22e+11,0.0401312364425163,-3.21560028425057,24.3342107762524,3.89166666666667,24.84119731,0.079109825,-0.213502,0.30518
"168","Bangladesh",2005,2.19784e+11,"BGD",4.27e+12,0.051471662763466,-2.96672386035131,26.1159110828178,5.53416666666667,7.135670039,0.2349034,-1.17652,-0.858426
"169","Belarus",2005,236831660,"BLR",6506710000,0.0363980659964867,-3.31323963771565,19.2828601513615,9.23333333333333,20.14965628,0,0.858138,0.824674
"170","Bolivia",2005,6179509485.35,"BOL",77023817000,0.080228554310026,-2.52287578869806,22.5445047339634,4.93408333333333,16.21516419,0.566956675,-0.856918,-0.936181
"171","Bosnia and Herzegovina",2005,1907182940,"BIH",17650339000,0.108053615287502,-2.22512773719517,21.368893089745,3.56416666666667,19.88609239,0.33101405,0.429642,0.216053
"172","Brazil",2005,7.0033e+10,"BRA",2.17e+12,0.0322732718894009,-3.43351588700125,24.9722323964797,17.6287476682326,16.5289705,0.253420525,0.450112,0.537681
"173","Bulgaria",2005,5867210000,"BGR",4.6651e+10,0.125768150736319,-2.07331514056684,22.4926450596704,3.08435,20.46719041,0.183458,0.34386,0.428984
"174","Cambodia",2005,1310958417650,"KHM",2.58e+13,0.0508123417693798,-2.9796160056887,27.9017796021674,1.91666666666667,7.893242769,0.097885025,-1.17042,-0.600929
"175","Canada",2005,46077890000,"CAN",1.42e+12,0.0324492183098592,-3.42807892518662,24.5535990623551,0.791666666666667,13.34214991,0.101034525,0.848054,0.991897
"176","Chile",2005,2466319196116,"CHL",6.88e+13,0.0358476627342442,-3.32847690975935,28.5337479511085,3.93191337702274,18.02512363,0.044311625,-0.150391,-0.193413
"177","Costa Rica",2005,332168575520.95,"CRI",9.53e+12,0.0348550446506768,-3.3565573990038,26.5289084345909,10.1425,13.69854319,0.2598863,0.006471,0.12454
"178","Cote d'Ivoire",2005,801398544472,"CIV",9.01e+12,0.088945454436404,-2.41973196863358,27.4096242189152,7.6075,13.88408806,0.4786265,-1.2167,-1.53506
"179","Croatia",2005,14374538251.23,"HRV",2.7e+11,0.0532390305601111,-2.93296349448444,23.3887243014603,1.71416666666667,20.90466364,0.079879625,0.735727,0.71169
"180","Czech Republic",2005,2.87762e+11,"CZE",3.26e+12,0.0882705521472393,-2.42734872476123,26.3853995865459,1.17416666666667,14.36541844,0.203372325,1.54784,1.18442
"181","Dominican Republic",2005,49910577050.96,"DOM",1.08e+12,0.0462134972694074,-3.07448337487309,24.6334987821916,13.8633333333333,13.69816112,0.038514025,-0.332228,-0.173068
"182","Georgia",2005,811399908,"GEO",1.1621e+10,0.0698218662765683,-2.66180804783481,20.5142715953523,7.48249711128026,12.10997332,0.074334125,-0.18585,0.077656
"183","Ghana",2005,852050000,"GHA",9726080000,0.0876046670395473,-2.43492100575178,20.5631557685177,10.1625,21.32150832,0.211199675,-1.38268,-1.95288
"184","Guatemala",2005,14261865761.7,"GTM",2.08e+11,0.0685666623158654,-2.67994883444493,23.3808550822028,4.34916666666667,11.20539142,0.263671425,-0.260139,-0.153951
"185","Honduras",2005,11113449472.41,"HND",1.84e+11,0.0603991819152717,-2.80677971858224,23.1314218759732,10.8975,14.53495396,0.0254816,-0.676137,-0.427461
"186","Hungary",2005,1.71413e+12,"HUN",2.26e+13,0.0758464601769911,-2.57904424300448,28.1699267792023,6.410233288939,19.91096141,0.059168725,1.17404,1.14981
"187","Israel",2005,24410492084,"ISR",6.39e+11,0.0382010830735524,-3.26489141106074,23.9182788802632,3.23813333333333,25.37165305,0.252878875,1.0958,1.02171
"188","Jamaica",2005,35644528000,"JAM",7e+11,0.0509207542857143,-2.97748469225036,24.2968614797395,9.8152818062486,23.21597284,0.13802885,-0.307798,-0.899932
"189","Japan",2005,8.37728e+13,"JPN",5.24e+14,0.159871755725191,-1.83338331186016,32.0591294883894,0.271083333333333,10.13701108,0.1418671,2.46767,1.60482
"190","Kuwait",2005,684621500,"KWT",2.3593e+10,0.0290179926249311,-3.53983920604364,20.3443766887673,3.468575,1.029966515,0.101079375,-0.268955,-0.091158
"191","Madagascar",2005,645408671093.27,"MDG",1.01e+13,0.063901848623096,-2.75040698807821,27.1931495516976,16.375,10.1041884,0.128863725,-1.18539,-1.30489
"192","Malaysia",2005,34396578830.2,"MYS",5.44e+11,0.0632290052025735,-2.76099214003279,24.2612229437696,3.00166666666667,14.82639106,0.100702975,0.795607,1.01417
"193","Moldova",2005,5148886869,"MDA",37651869000,0.136749834888674,-1.98960204507621,22.3620463863183,13.215,18.48540374,0.074328375,-0.071912,0.084351
"194","Morocco",2005,93505127415.47,"MAR",5.53e+11,0.169087029684394,-1.77734172806315,25.2612821104056,3.52333333333333,20.97294126,0.07089215,-0.48776,-0.207258
"195","Namibia",2005,1026846330.65,"NAM",45287067800,0.0226741624161854,-3.78652922230992,20.7497581273399,6.24,26.26115968,0.046356375,-0.805754,-0.785261
"196","New Zealand",2005,3919996563.53,"NZL",1.63e+11,0.0240490586719632,-3.72765942365529,22.0893566140979,6.68273333333333,30.31290683,0.0747918,0.334674,0.399155
"197","Nicaragua",2005,4240523057,"NIC",1.06e+11,0.0400049345,-3.21875246997673,22.1679524610818,4.02968832420311,12.89980348,0.39192815,-0.820232,-0.724337
"198","Paraguay",2005,2924898389523,"PRY",6.63e+13,0.0441161144724434,-3.12093015573601,28.7042808573844,1.66166666666667,8.264764504,0.192559825,-0.516896,-0.357752
"199","Philippines",2005,336557505826.8,"PHL",5.68e+12,0.0592530820117606,-2.82593748324361,26.542034865418,5.556,12.42728273,0.2403072,-0.119035,0.832416
"200","Romania",2005,12732209000,"ROU",2.87e+11,0.0443630975609756,-3.11534729114306,23.267400761563,6.415,17.46805693,0.169455075,0.42384,0.625548
"201","South Africa",2005,54236646000,"ZAF",1.64e+12,0.0330711256097561,-3.40909471538123,24.7166226423834,6.0425,25.74329543,0.05933935,0.16654,0.574773
"202","Sri Lanka",2005,132436496000,"LKA",2.45e+12,0.0540557126530612,-2.91774004847339,25.6093690920118,5.63666666666667,13.73252902,0.12329385,-0.543395,-0.38687
"203","Sweden",2005,1.11075e+11,"SWE",2.91e+12,0.0381701030927835,-3.26570271134357,25.4334714857684,0.816975,28.4714275,0.029392975,2.02943,1.33976
"204","Thailand",2005,753251652154.36,"THA",7.61e+12,0.0989818202568147,-2.31281907947984,27.3476652083223,1.65311094810176,16.06186448,0.0845175,0.463214,0.890762
"205","Togo",2005,71323200000,"TGO",1.2e+12,0.059436,-2.82285517558804,24.9904874971345,7.6075,12.8777438,0.419164275,-0.856163,-1.17882
"206","Ukraine",2005,65409134776.44,"UKR",4.41e+11,0.148320033506667,-1.90838295125667,24.9039277611366,8.57121666666667,17.13981874,0.2139651,0.595211,0.548882
"207","Uruguay",2005,17285034273.88,"URY",4.25e+11,0.0406706688797176,-3.20224811268441,23.5731068931864,2.84322266666667,17.89692197,0.13100285,0.017114,0.33442
"208","Zambia",2005,961954080.49635,"ZMB",37189302500,0.0258664189922989,-3.6548097155469,20.6844772741189,11.1891666666667,14.7947686,0.110047375,-0.925683,-1.12222
"209","Angola",2006,93503261076.1,"AGO",4.21e+12,0.0222098007306651,-3.80722161317075,25.2612621504521,4.50032920949549,23.38516999,0.0443917,-0.798225,-1.09367
"210","Argentina",2006,5.9222e+10,"ARG",7.16e+11,0.0827122905027933,-2.49238707248328,24.8045589314238,6.42137358813992,12.8788867,0.169045375,0.053536,0.234634
"211","Australia",2006,3.8946e+10,"AUS",9.96e+11,0.0391024096385542,-3.24157118630521,24.3854419082258,4.0625,24.60965647,0.068764825,-0.155239,0.322686
"212","Bangladesh",2006,3.14356e+11,"BGD",4.82e+12,0.0652190871369295,-2.7300031053928,26.4737919385983,5.985,7.043304058,0.270718225,-1.19826,-0.826068
"213","Belarus",2006,336531530,"BLR",7926700000,0.0424554392117779,-3.15930024223565,19.6342024025109,7.68333333333333,22.22309662,0.0552247,0.856248,0.798572
"214","Bolivia",2006,8773573223.88,"BOL",91747795000,0.0956270744586287,-2.34729929338574,22.895009997509,4.02650833333333,16.81616822,0.548123675,-0.851524,-0.956131
"215","Bosnia and Herzegovina",2006,2154234164.35,"BIH",20057215000,0.107404450934489,-2.23115365517308,21.4907011211694,3.69333333333333,21.68995499,0.017337025,0.52393,0.197962
"216","Botswana",2006,1069719047,"BWA",59106901000,0.0180980398041846,-4.01195164468637,20.7906618780447,8.87126785714286,26.93255733,0.10277805,-0.856364,-1.97881
"217","Brazil",2006,8.5825e+10,"BRA",2.41e+12,0.0356120331950207,-3.33507168714095,25.1755761762902,13.9324026747455,15.38131159,0.230186075,0.477157,0.536364
"218","Bulgaria",2006,6888580000,"BGR",53219100000,0.129438115263129,-2.0445523864769,22.6531308049403,3.17256666666667,21.11192974,0.0735507,0.373395,0.450985
"219","Cambodia",2006,1633102912200,"KHM",2.98e+13,0.054802111147651,-2.90402656117805,28.1215029482619,1.84166666666667,8.178822069,0.07056745,-1.20287,-0.533454
"220","Canada",2006,48762193000,"CAN",1.49e+12,0.0327263040268456,-3.41957611994813,24.6102211159378,1.825,13.38728474,0.15113275,0.811793,0.967886
"221","Chile",2006,2823073145064,"CHL",8.21e+13,0.0343857873942022,-3.370111957121,28.6688471752659,5.10593382843313,19.49190685,0.015822775,-0.196433,-0.170668
"222","Costa Rica",2006,413182988914.45,"CRI",1.16e+13,0.0356192231822802,-3.33486980982895,26.7471564042119,9.77166666666667,13.91075261,0.132127725,-0.074199,0.143276
"223","Cote d'Ivoire",2006,824413871800,"CIV",9.31e+12,0.0885514362835661,-2.42417169485586,27.4379385123617,7.82166666666667,14.65785867,0.4605241,-1.31008,-1.54001
"224","Croatia",2006,17307271213.97,"HRV",2.94e+11,0.0588682694352721,-2.83245305275129,23.5743925515338,1.715,21.26386267,0.104453225,0.787117,0.697302
"225","Czech Republic",2006,3.21495e+11,"CZE",3.51e+12,0.0915940170940171,-2.39038932500271,26.4962478284036,1.18586572166667,14.08293332,0.29050765,1.55209,1.18086
"226","Dominican Republic",2006,53498195471.73,"DOM",1.26e+12,0.0424588852950238,-3.15921907611279,24.7029137607791,9.82916666666667,13.99475989,0.0379254,-0.211474,-0.132785
"227","Georgia",2006,929537877,"GEO",13789900000,0.0674071513934111,-2.69700416293267,20.650198114161,10.1319364498639,15.44826286,0.018558375,-0.305433,0.094341
"228","Ghana",2006,1090750000,"GHA",18705461200,0.0583118474512673,-2.84194999098352,20.810131369968,8.88541666666667,12.80707166,0.146254275,-1.22288,-1.9729
"229","Guatemala",2006,15771981880.22,"GTM",2.3e+11,0.0685738342618261,-2.67984424176594,23.4815009041037,4.50333333333333,11.85697131,0.2101904,-0.295499,-0.104217
"230","Honduras",2006,13592613590.18,"HND",2.06e+11,0.0659835611173786,-2.7183496419589,23.3327923637771,9.33166666666667,15.23835608,0.02277905,-0.74113,-0.385334
"231","Hungary",2006,1.967853e+12,"HUN",2.43e+13,0.0809816049382716,-2.51353324962821,28.3079642166468,6.03297147973723,19.78170634,0.298917675,1.2364,1.14142
"232","Israel",2006,25539195671,"ISR",6.86e+11,0.0372291482084548,-3.29066327053048,23.9634801941418,4.30955,26.08284557,0.1547203,1.04361,0.985505
"233","Jamaica",2006,42317322000,"JAM",7.84e+11,0.0539761760204082,-2.91921251457577,24.4684623427211,9.2564324553746,24.01438994,0.1075111,-0.427749,-0.92279
"234","Japan",2006,8.43652e+13,"JPN",5.27e+14,0.160085768500949,-1.83204555424254,32.0661761102274,0.68275,10.51274133,0.08627415,2.40412,1.58495
"235","Kuwait",2006,804892100,"KWT",2.947e+10,0.0273122531387852,-3.60041984456406,20.506218789132,4.92445833333333,0.970478453,0.146165525,-0.163299,-0.084618
"236","Madagascar",2006,766197780958.53,"MDG",1.18e+13,0.0649320153354686,-2.7344144743562,27.364706173044,19.8,10.66965596,0.13574915,-1.11331,-1.19726
"237","Malaysia",2006,37894936815.7,"MYS",5.97e+11,0.0634756060564489,-2.75709960348189,24.3580833468571,3.14916666666667,14.51622131,0.091425225,0.781241,1.01619
"238","Moldova",2006,5817191027,"MDA",44754367000,0.129980411230037,-2.04037152272622,22.484083340772,11.88,19.57105102,0.087669075,-0.133663,0.112264
"239","Mongolia",2006,245058525000,"MNG",4.03e+12,0.0608085669975186,-2.80002459537168,26.2247628965155,13.0066666666667,28.70997468,0.14158775,-0.971723,-1.17278
"240","Morocco",2006,114233555854.51,"MAR",6.04e+11,0.189128403732632,-1.66532910977115,25.4615109251101,3.66666666666667,21.45102144,0,-0.504934,-0.217741
"241","Namibia",2006,1151444647.5,"NAM",53054997900,0.0217028497422672,-3.83031170252959,20.8642832061608,6.29833333333333,29.67155273,0.047582475,-0.846134,-0.76276
"242","New Zealand",2006,3957607525.5,"NZL",1.72e+11,0.0230093460784884,-3.77185479435267,22.0989055194072,6.91511666666667,31.96581296,0.09010705,0.348336,0.400108
"243","Nicaragua",2006,5024119254,"NIC",1.19e+11,0.0422194895294118,-3.16487332736429,22.3375160026937,4.86527738443551,13.68420847,0.65152155,-0.892176,-0.792416
"244","Paraguay",2006,3371322865382,"PRY",7.57e+13,0.0445353086576222,-3.11147295144707,28.8463263249249,6.72,8.350504183,0.15047855,-0.602863,-0.340484
"245","Peru",2006,13651037788.66,"PER",2.9e+11,0.0470725440988276,-3.05606537576631,23.3370813841606,3.20538916666667,15.6699876,0.27160225,-0.554171,-0.432231
"246","Philippines",2006,384491615644.21,"PHL",6.27e+12,0.0613224267375136,-2.79160965078583,26.6751878197875,5.29416666666667,13.71187088,0.202428875,-0.000206,0.636047
"247","Romania",2006,17356619000,"ROU",3.43e+11,0.050602387755102,-2.98375651496607,23.5772397691463,4.76833333333333,17.94705723,0.070279075,0.493627,0.660339
"248","South Africa",2006,63575190000,"ZAF",1.84e+12,0.0345517336956522,-3.36529755070317,24.8754891368463,7.13833333333333,27.26987061,0.254678925,0.237984,0.559629
"249","Sri Lanka",2006,157239606000,"LKA",2.94e+12,0.0534828591836735,-2.92839406550594,25.7810366317732,6.80166666666667,14.57725918,0.086050175,-0.49913,-0.356422
"250","Sweden",2006,1.1238e+11,"SWE",3.1e+12,0.0362516129032258,-3.31727140478919,25.4451518226305,1.08857777777778,28.46220584,0.0591182,1.94426,1.32153
"251","Thailand",2006,773842245208.27,"THA",8.4e+12,0.0921240768105083,-2.38461894957567,27.3746338722021,4.33873042661947,15.63697224,0.49259095,0.433048,0.917661
"252","Togo",2006,111152900000,"TGO",1.23e+12,0.0903682113821138,-2.40386271742842,25.4341725678845,7.82166666666667,13.88591562,0.257062475,-0.931563,-1.22017
"253","Ukraine",2006,82133325172.23,"UKR",5.44e+11,0.150980377154835,-1.89060540322878,25.1316096805736,7.5688,17.76488074,0.2811469,0.553144,0.461889
"254","Uruguay",2006,22064652421.76,"URY",4.71e+11,0.0468463957999151,-3.0608812038885,23.8172427270743,1.831296,18.98805557,0.1709978,0.009544,0.341535
"255","Zambia",2006,1224167947.81688,"ZMB",45964238300,0.026633051978953,-3.62560227892807,20.9255272238925,10.325,13.7115293,0.181304125,-1.17274,-1.15277
"256","Angola",2007,113508311036.7,"AGO",5.01e+12,0.0226563495083234,-3.78731513484532,25.45514189618,6.75643368542821,21.49916056,0,-1.91304,-0.941236
"257","Argentina",2007,7.4804e+10,"ARG",8.97e+11,0.0833935340022297,-2.48418450257232,25.0381371964329,7.97163225634332,12.44826845,0.33425045,0.073768,0.217877
"258","Australia",2007,4.4939e+10,"AUS",1.09e+12,0.0412284403669725,-3.18862696060499,24.5285718515646,4.52916666666667,24.11013139,0.01910585,-0.171363,0.315414
"259","Bangladesh",2007,3.49972e+11,"BGD",5.5e+12,0.0636312727272727,-2.75465021993727,26.5811189882297,6.99333333333333,6.917262669,0.294465275,-1.01275,-0.790256
"260","Belarus",2007,400739630,"BLR",9716530000,0.0412430806059365,-3.18827192315825,19.8088224726375,8.30833333333333,23.72669873,0.0581454,0.682706,0.645486
"261","Bolivia",2007,14102848197.08,"BOL",1.03e+11,0.13692085628233,-1.98835221145182,23.3696426137242,3.54554166666667,16.9648658,0.466475575,-0.871062,-0.876203
"262","Bosnia and Herzegovina",2007,2439709152.55,"BIH",22547859000,0.108201366371415,-2.22376128444788,21.6151446693721,3.55583333333333,21.39426966,0.220018375,0.529734,0.263337
"263","Botswana",2007,1360905957,"BWA",67152660800,0.0202658530695183,-3.89881792408008,21.0314164597713,8.61863916666667,25.71281584,0.090295175,-0.891555,-1.94904
"264","Brazil",2007,1.02885e+11,"BRA",2.72e+12,0.0378253676470588,-3.27477529967065,25.3568776965658,10.5772525709938,15.77553383,0.045668975,0.548606,0.543139
"265","Bulgaria",2007,8410870000,"BGR",6.3464e+10,0.132529780663053,-2.02094789908939,22.8527907538567,3.68195,22.88226869,0.131477725,0.410246,0.491867
"266","Cambodia",2007,2043886138850,"KHM",3.5e+13,0.0583967468242857,-2.84049509576314,28.3458740816548,1.9046875,9.696979265,0.0925331,-1.2005,-0.534235
"267","Canada",2007,50565246000,"CAN",1.57e+12,0.0322071630573248,-3.43556639597484,24.6465303393139,2.08333333333333,13.36941352,0.12229815,0.789332,0.950664
"268","Chile",2007,3315835636981,"CHL",9.07e+13,0.0365582760416869,-3.3088476877288,28.8297307853208,5.6102274253653,20.25693262,0.01668335,-0.171878,-0.151162
"269","Costa Rica",2007,546261500524.95,"CRI",1.38e+13,0.0395841667047065,-3.22932607136453,27.0263636367272,6.35083333333333,14.93464546,0.068638575,-0.022522,0.140602
"270","Cote d'Ivoire",2007,1070053779586,"CIV",9.75e+12,0.109749105598564,-2.20955837650367,27.6987300244346,7.81333333333333,15.05841675,0.37340955,-1.29502,-1.48772
"271","Croatia",2007,19313241147.54,"HRV",3.22e+11,0.0599790097749689,-2.81376061505116,23.6840567674397,2.33583333333333,21.2361881,0.186836975,0.842586,0.701376
"272","Czech Republic",2007,3.5309e+11,"CZE",3.84e+12,0.0919505208333333,-2.38650466363754,26.5899888188906,1.32368590627749,14.50234459,0.170537175,1.52445,1.17573
"273","Dominican Republic",2007,62290893784.64,"DOM",1.46e+12,0.0426649957429041,-3.15437646677318,24.8550810848756,6.96166666666667,14.88626837,0.094862675,-0.222327,-0.208932
"274","Georgia",2007,1310487594,"GEO",16993800000,0.0771156300533136,-2.56244929453178,20.9936651140671,10.1942525216693,17.7152844,0.0415524,-0.257126,0.128334
"275","Ghana",2007,1470590000,"GHA",23154448200,0.0635122023767338,-2.75652322813138,21.1089295177577,8.89583333333333,13.87798455,0.09712015,-1.05022,-1.87629
"276","Guatemala",2007,20010777524.52,"GTM",2.62e+11,0.0763770134523664,-2.57207349912276,23.7195368415847,4.76333333333333,12.05936254,0.021289275,-0.227969,-0.097283
"277","Honduras",2007,16362516642.51,"HND",2.34e+11,0.0699252847970513,-2.66032796700929,23.5182589852948,7.78333333333333,16.38500055,0,-0.623958,-0.406161
"278","Hungary",2007,2.202203e+12,"HUN",2.57e+13,0.0856888326848249,-2.45703276893066,28.4204793388991,7.23034791245983,21.38955696,0.27706775,1.30326,1.14358
"279","Israel",2007,28966278314,"ISR",7.34e+11,0.0394635944332425,-3.23237669198262,24.0893981735783,3.49633583333333,26.05086885,0.268555925,1.08661,0.954215
"280","Jamaica",2007,47220650000,"JAM",8.86e+11,0.0532964446952596,-2.93188565368879,24.5780971338627,8.88666856588463,24.78654643,0.1929696,-0.281016,-0.884219
"281","Japan",2007,8.58552e+13,"JPN",5.32e+14,0.161381954887218,-1.82398133306954,32.0836832722007,0.808166666666667,10.10618629,0.148253825,2.34652,1.55708
"282","Kuwait",2007,756701200,"KWT",3.2581e+10,0.0232252294281943,-3.76251611582966,20.4444790174967,5.44664166666667,1.08652282,0.1843389,-0.350656,-0.145827
"283","Madagascar",2007,914041962163.6,"MDG",1.38e+13,0.0662349247944638,-2.71454739028154,27.5411423178102,16.5,11.4329106,0.05332195,-1.08764,-1.05801
"284","Malaysia",2007,42191663812.13,"MYS",6.65e+11,0.0634461109956842,-2.7575643791244,24.4654884984779,3.16583333333333,14.30372284,0.1040177,0.716039,1.02306
"285","Moldova",2007,7603346529,"MDA",53429571000,0.142305962535241,-1.94977587360294,22.7518543200838,15.01,20.56670079,0.0185694,-0.072815,0.122004
"286","Mongolia",2007,364021247000,"MNG",4.96e+12,0.0733913804435484,-2.61194878290663,26.6204780737588,13.4591666666667,23.47917648,0.038831925,-1.03852,-1.2364
"287","Morocco",2007,125533678378.39,"MAR",6.48e+11,0.19372481231233,-1.64131662016816,25.5558399131305,3.66916666666667,23.90540285,0.031281275,-0.522127,-0.224981
"288","Namibia",2007,1323748522.3,"NAM",61582894500,0.0214953930478211,-3.83991664365461,21.0037333385809,7.54666666666667,30.90927303,0.039757175,-0.936692,-0.78015
"289","New Zealand",2007,4086540330.5,"NZL",1.87e+11,0.0218531568475936,-3.82340988972576,22.1309645640752,7.78399166666667,30.08199266,0.070793225,0.340088,0.399095
"290","Nicaragua",2007,6610813967,"NIC",1.37e+11,0.0482541165474453,-3.03127413779094,22.6119726249836,6.07520245919856,13.86208708,0.7605754,-0.900827,-0.853772
"291","Paraguay",2007,4326096226746,"PRY",8.99e+13,0.0481212038570189,-3.03403237037856,29.0956866870276,5.0025,7.837877891,0.102916525,-0.582084,-0.605297
"292","Peru",2007,16999439067.3,"PER",3.2e+11,0.0531232470853125,-2.93514064832311,23.5564461844171,3.22979583333333,16.40746835,0,-0.614336,-0.403217
"293","Philippines",2007,433854411737.09,"PHL",6.89e+12,0.0629687099763556,-2.76511734301251,26.7959748579416,3.696,13.53488654,0.239239575,0.123978,0.781647
"294","Romania",2007,25444669282,"ROU",4.26e+11,0.0597292706150235,-2.81793308367991,23.9597720995359,6.7,17.53952573,0.113789925,0.673123,0.696819
"295","South Africa",2007,68195650152.2,"ZAF",2.11e+12,0.0323202133422749,-3.43206244441431,24.9456466190022,9.1525,27.59603925,0.425711675,0.165269,0.535295
"296","Sri Lanka",2007,173363720000,"LKA",3.58e+12,0.0484256201117318,-3.02772626415967,25.8786576521815,9.08,14.22160859,0.07528785,-0.429014,-0.273258
"297","Thailand",2007,842623890391.88,"THA",9.08e+12,0.0927999879286212,-2.3773087692695,27.4597865392722,2.8407899146902,15.14314655,0.3955844,0.491304,0.9284
"298","Togo",2007,135522300000,"TGO",1.27e+12,0.106710472440945,-2.23763597702821,25.6324020393708,7.81333333333333,15.36898502,0.18878465,-0.895164,-1.13823
"299","Ukraine",2007,122470436542.13,"UKR",7.2e+11,0.170097828530736,-1.7713815455011,25.5311355034554,8.12026666666667,16.50071456,0.347966,0.601226,0.509817
"300","Uruguay",2007,24617298203.05,"URY",5.49e+11,0.0448402517359745,-3.10464906669995,23.926715211756,2.36118066666667,18.41050909,0.095661975,0.065203,0.315204
"301","Zambia",2007,1513404348.26457,"ZMB",56262974300,0.0268987618783703,-3.61567502025999,21.1376274853966,9.21666666666667,14.08251458,0.1472767,-0.921299,-1.07585
"302","Angola",2008,168372620037.4,"AGO",6.64e+12,0.0253573222947892,-3.6746877427328,25.8494453366841,6.53807760064286,25.65014974,0,-1.95195,-1.33031
"303","Argentina",2008,8.4086e+10,"ARG",1.15e+12,0.0731182608695652,-2.6156771367257,25.155105921578,11.0493290172212,13.31784636,0.261808475,0.077066,0.231925
"304","Australia",2008,5.1709e+10,"AUS",1.18e+12,0.043821186440678,-3.1276378698578,24.6688976845483,4.725,24.26364102,0.2299376,-0.210701,0.302425
"305","Azerbaijan",2008,4425820566.8,"AZE",40137200000,0.110267297340123,-2.20484788498753,22.2107215370395,12.2241666666667,16.42117537,0.1071552,-1.00637,-0.226929
"306","Bangladesh",2008,4.03675e+11,"BGD",6.29e+12,0.0641772655007949,-2.7461062509268,26.7238759357141,7.54666666666667,7.656029883,0.150427675,-0.936713,-0.730822
"307","Belarus",2008,494178100,"BLR",12979080000,0.0380749714155395,-3.26819813094211,20.018406536494,8.525,25.35338921,0.0222737,0.690402,0.613103
"308","Bosnia and Herzegovina",2008,2552431902.15,"BIH",25519330000,0.100019549970552,-2.30238961239611,21.6603124287638,3.485,20.30211318,0.28821915,0.553484,0.310023
"309","Botswana",2008,1593969706,"BWA",74720901400,0.021332313665049,-3.84753228238371,21.189493412115,8.673225,27.37420135,0.031210975,-0.499249,-1.55351
"310","Brazil",2008,1.15591e+11,"BRA",3.11e+12,0.0371675241157556,-3.29231990663712,25.4733239354826,11.6553322573294,15.49281373,0.07493785,0.396395,0.538104
"311","Bulgaria",2008,9179410000,"BGR",72755900000,0.126167224926088,-2.07014707000508,22.9402287693609,4.44464166666667,22.17890096,0.05314625,0.446085,0.539925
"312","Cambodia",2008,2393757100000,"KHM",4.2e+13,0.0569942166666667,-2.86480547828351,28.5038852559284,1.90520833333333,10.55519636,0,-1.06295,-0.514337
"313","Canada",2008,53731330000,"CAN",1.65e+12,0.0325644424242424,-3.42453430906364,24.7072620947774,1.5,12.42102627,0.057670125,0.741557,0.934045
"314","Chile",2008,3685750864267,"CHL",9.39e+13,0.0392518728888924,-3.23775611897768,28.9354953831651,7.48919739919882,18.71185961,0,-0.22253,-0.132995
"315","Colombia",2008,30541262458000,"COL",4.76e+14,0.0641623160882353,-2.74633921744332,31.0500997527166,9.74108003212746,13.05717289,0.211773675,0.220323,0.438305
"316","Costa Rica",2008,575002684041.45,"CRI",1.61e+13,0.0357144524249348,-3.33219984228792,27.077640545631,4.15,15.32646268,0.0583828,0.076485,0.036194
"317","Cote d'Ivoire",2008,1151952368715,"CIV",1.08e+13,0.1066622563625,-2.23808791931283,27.7724793307459,8.12416666666667,15.05350275,0.131300775,-1.26803,-1.43239
"318","Croatia",2008,20479273624.39,"HRV",3.48e+11,0.058848487426408,-2.83278914779124,23.7426791689296,2.82,20.70134323,0.082236925,0.806099,0.684978
