country,year,cic,gdp,cd,bank_rate,tax_gdp_2,debt_gdp_2,interest_rates_imf,tax_gdp,urban_pop_growth,country_code,crime
Nigeria,1974,638700000,19604000000,0.032580086,NA,NA,NA,NA,NA,4.711535954,NA,NA
Nigeria,1975,1155500000,22945400000,0.050358678,NA,NA,NA,NA,NA,4.845169314,NA,NA
Nigeria,1976,1540000000,28611400000,0.053824699,NA,NA,NA,NA,NA,4.998766531,NA,NA
Nigeria,1977,2162600000,33585000000,0.064391842,NA,NA,NA,NA,NA,5.103951691,NA,NA
Nigeria,1978,2381700000,36053000000,0.066061077,NA,NA,NA,NA,NA,5.132277181,NA,NA
Nigeria,1979,2703400000,42912000000,0.062998695,NA,NA,NA,NA,NA,5.056346693,NA,NA
Nigeria,1980,3589500000,50270000100,0.071404416,NA,NA,NA,NA,NA,4.928061457,NA,NA
Nigeria,1981,4347700000,1.39E+11,0.031208702,NA,NA,NA,NA,NA,5.850711999,NA,NA
Nigeria,1982,4728900000,1.49E+11,0.031726679,NA,NA,NA,NA,NA,5.71775947,NA,NA
Nigeria,1983,5299300000,1.59E+11,0.033381379,NA,NA,NA,NA,NA,5.620110531,NA,NA
Nigeria,1984,5347200000,1.66E+11,0.032240365,NA,NA,NA,NA,NA,5.590715015,NA,NA
Nigeria,1985,5375000000,1.88E+11,0.02861621,NA,NA,NA,NA,NA,5.584016848,NA,NA
Nigeria,1986,5696300000,1.98E+11,0.028751308,NA,NA,NA,NA,NA,5.596462486,NA,NA
Nigeria,1987,6854900000,2.45E+11,0.028015751,NA,NA,NA,NA,NA,5.590878494,NA,NA
Nigeria,1988,10210500000,3.16E+11,0.032351091,NA,NA,NA,NA,NA,5.564452273,NA,NA
Nigeria,1989,10722400000,4.15E+11,0.025845774,NA,NA,NA,NA,NA,5.507547336,NA,NA
Nigeria,1990,16212500000,4.95E+11,0.032776119,NA,NA,NA,NA,NA,5.443384354,NA,NA
Nigeria,1991,25331200000,5.90E+11,0.042929891,NA,NA,NA,NA,NA,4.203299999,NA,NA
Nigeria,1992,39725030000,9.06E+11,0.043845194,NA,NA,NA,NA,NA,4.168205212,NA,NA
Nigeria,1993,62570970000,1.26E+12,0.049771096,NA,NA,NA,NA,NA,4.136128513,NA,NA
Nigeria,1994,96166500000,1.77E+12,0.054368477,NA,NA,NA,NA,NA,4.112584277,NA,NA
Nigeria,1995,1.14E+11,3.10E+12,0.036752323,NA,NA,NA,NA,NA,4.098814159,NA,NA
Nigeria,1996,1.26E+11,4.09E+12,0.03084637,NA,NA,NA,NA,NA,4.090677448,NA,NA
Nigeria,1997,1.45E+11,4.42E+12,0.032775435,NA,NA,NA,NA,NA,4.071306655,NA,NA
Nigeria,1998,1.72E+11,4.81E+12,0.035873496,NA,NA,NA,NA,NA,4.061031752,NA,NA
Nigeria,1999,2.09E+11,5.48E+12,0.038042251,NA,NA,NA,NA,NA,4.056387378,NA,NA
Nigeria,2000,3.10E+11,7.06E+12,0.043962515,NA,NA,NA,NA,NA,4.054264853,NA,NA
Nigeria,2001,4.04E+11,8.23E+12,0.049001918,NA,NA,NA,NA,NA,4.863197959,NA,NA
Nigeria,2002,4.63E+11,1.15E+13,0.040269095,NA,NA,NA,NA,NA,4.846459846,NA,NA
Nigeria,2003,5.02E+11,1.36E+13,0.037047686,NA,NA,NA,NA,NA,4.833468695,NA,NA
Nigeria,2004,5.46E+11,1.81E+13,0.030114831,NA,NA,NA,NA,NA,4.825268089,NA,NA
Nigeria,2005,6.42E+11,2.31E+13,0.027782699,NA,NA,NA,NA,NA,4.816455954,NA,NA
Nigeria,2006,7.79E+11,3.04E+13,0.025654308,NA,NA,NA,NA,NA,4.810459201,NA,NA
Nigeria,2007,9.61E+11,3.47E+13,0.027707231,NA,NA,NA,9.5,NA,4.801595695,NA,NA
Nigeria,2008,1.16E+12,4.00E+13,0.028916466,NA,NA,NA,9.75,NA,4.790007354,NA,NA
Nigeria,2009,1.18E+12,4.35E+13,0.02718597,NA,NA,NA,6,NA,4.765259692,NA,NA
Nigeria,2010,1.38E+12,5.46E+13,0.025234889,NA,NA,NA,6.25,NA,4.744297441,NA,NA
Nigeria,2011,1.57E+12,6.31E+13,0.024804831,NA,NA,NA,12,NA,4.695118992,NA,NA
Nigeria,2012,1.63E+12,7.24E+13,0.022552653,NA,NA,NA,12,NA,4.644999201,NA,NA
Nigeria,2013,1.78E+12,8.10E+13,0.021928329,NA,NA,NA,12,NA,4.585805868,NA,NA
Nigeria,2014,1.80E+12,9.01E+13,0.019947182,NA,NA,NA,13,NA,4.521141573,NA,NA
Nigeria,2015,1.86E+12,9.52E+13,0.019520761,NA,NA,NA,11,NA,4.452994149,NA,NA
Nigeria,2016,2.18E+12,1.03E+14,0.021244605,NA,NA,NA,14,NA,4.378661591,NA,NA
Nigeria,2017,2.16E+12,1.15E+14,0.018774967,NA,NA,NA,14,NA,4.310331178,NA,NA
Nigeria,2018,2.33E+12,1.29E+14,0.018043987,NA,NA,NA,14,NA,4.238846803,NA,NA
Hong Kong,1960,NA,7116188200,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hong Kong,1961,NA,7455000000,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hong Kong,1962,NA,8687000000,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hong Kong,1963,NA,10427000000,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hong Kong,1964,NA,11888000000,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hong Kong,1965,NA,13953000000,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hong Kong,1966,NA,14282000000,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hong Kong,1967,NA,15475000000,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hong Kong,1968,1820530000,16533000000,0.110114922,NA,NA,NA,NA,NA,NA,NA,NA
Hong Kong,1969,1927920000,19437000000,0.099188146,NA,NA,NA,NA,NA,NA,NA,NA
Hong Kong,1970,2221670000,23106000000,0.096151216,NA,NA,NA,NA,NA,NA,NA,NA
Hong Kong,1971,2574110000,26681000000,0.096477268,NA,NA,NA,NA,NA,NA,NA,NA
Hong Kong,1972,2912190000,32213000000,0.090404185,NA,NA,NA,NA,NA,NA,NA,NA
Hong Kong,1973,3138410000,41327000000,0.07594091,NA,NA,NA,NA,NA,NA,NA,NA
Hong Kong,1974,3209000000,47240000000,0.067929721,NA,NA,NA,NA,NA,NA,NA,NA
Hong Kong,1975,3652000000,49589000000,0.073645365,NA,NA,NA,NA,NA,NA,NA,NA
Hong Kong,1976,4383000000,63156000000,0.069399582,NA,NA,NA,NA,NA,NA,NA,NA
Hong Kong,1977,5431000000,73284000000,0.074108946,NA,NA,NA,NA,NA,NA,NA,NA
Hong Kong,1978,6548000000,85782000000,0.07633303,NA,NA,NA,NA,NA,NA,NA,NA
Hong Kong,1979,7285000000,1.13E+11,0.064645801,NA,NA,NA,NA,NA,NA,NA,NA
Hong Kong,1980,8372000000,1.44E+11,0.058293123,NA,NA,NA,NA,NA,NA,NA,NA
Hong Kong,1981,9826000000,1.74E+11,0.056608556,NA,NA,NA,NA,NA,NA,NA,NA
Hong Kong,1982,11441000000,1.96E+11,0.05837096,NA,NA,NA,NA,NA,NA,NA,NA
Hong Kong,1983,12713000000,2.17E+11,0.058509488,NA,NA,NA,NA,NA,NA,NA,NA
Hong Kong,1984,13273000000,2.62E+11,0.050661852,NA,NA,NA,NA,NA,NA,NA,NA
Hong Kong,1985,16857000000,2.78E+11,0.060608784,NA,NA,NA,NA,NA,NA,NA,NA
Hong Kong,1986,19294000000,3.21E+11,0.060194993,NA,NA,NA,NA,NA,NA,NA,NA
Hong Kong,1987,24764000000,3.95E+11,0.062730197,NA,NA,NA,NA,NA,NA,NA,NA
Hong Kong,1988,29877000000,4.66E+11,0.064103279,NA,NA,NA,NA,NA,NA,NA,NA
Hong Kong,1989,34192000000,5.37E+11,0.063724705,NA,NA,NA,NA,NA,NA,NA,NA
Hong Kong,1990,37693000000,5.99E+11,0.062899662,NA,NA,NA,NA,NA,NA,NA,NA
Hong Kong,1991,42608000000,6.91E+11,0.061632551,NA,NA,NA,NA,NA,NA,NA,NA
Hong Kong,1992,52172000000,8.07E+11,0.064638906,NA,NA,NA,NA,NA,NA,NA,NA
Hong Kong,1993,63354000000,9.31E+11,0.068048678,NA,NA,NA,NA,NA,NA,NA,NA
Hong Kong,1994,67783000000,1.05E+12,0.064579225,NA,NA,NA,NA,NA,NA,NA,NA
Hong Kong,1995,71335000000,1.12E+12,0.063748541,NA,NA,NA,NA,NA,NA,NA,NA
Hong Kong,1996,76516000000,1.24E+12,0.061941179,NA,NA,NA,NA,NA,NA,NA,NA
Hong Kong,1997,80589000000,1.37E+12,0.058692009,NA,NA,NA,NA,NA,NA,NA,NA
Hong Kong,1998,81174000000,1.31E+12,0.062056122,NA,NA,NA,NA,NA,NA,NA,NA
Hong Kong,1999,99519000000,1.29E+12,0.077389719,NA,NA,NA,NA,NA,NA,NA,NA
Hong Kong,2000,91761000000,1.34E+12,0.068606304,NA,NA,NA,NA,NA,NA,NA,NA
Hong Kong,2001,1.02E+11,1.32E+12,0.076923601,NA,NA,NA,NA,NA,NA,NA,NA
Hong Kong,2002,1.13E+11,1.30E+12,0.087281513,NA,NA,NA,NA,NA,NA,NA,NA
Hong Kong,2003,1.28E+11,1.26E+12,0.10175054,NA,NA,NA,NA,NA,NA,NA,NA
Hong Kong,2004,1.41E+11,1.32E+12,0.1069161,NA,NA,NA,NA,NA,NA,NA,NA
Hong Kong,2005,1.42E+11,1.41E+12,0.100775221,NA,NA,NA,NA,NA,NA,NA,NA
Hong Kong,2006,1.50E+11,1.50E+12,0.099930668,NA,NA,NA,NA,NA,NA,NA,NA
Hong Kong,2007,1.58E+11,1.65E+12,0.095721652,NA,NA,NA,NA,NA,NA,NA,NA
Hong Kong,2008,1.70E+11,1.71E+12,0.099842712,NA,NA,NA,NA,NA,NA,NA,NA
Hong Kong,2009,1.94E+11,1.66E+12,0.117112972,NA,NA,NA,NA,NA,NA,NA,NA
Hong Kong,2010,2.19E+11,1.78E+12,0.12317833,NA,NA,NA,NA,NA,NA,NA,NA
Hong Kong,2011,2.48E+11,1.93E+12,0.128359035,NA,NA,NA,NA,NA,NA,NA,NA
Hong Kong,2012,2.82E+11,2.04E+12,0.138368407,NA,NA,NA,NA,NA,NA,NA,NA
Hong Kong,2013,3.14E+11,2.14E+12,0.14678866,NA,NA,NA,NA,NA,NA,NA,NA
Hong Kong,2014,3.30E+11,2.26E+12,0.146055267,NA,NA,NA,NA,NA,NA,NA,NA
Hong Kong,2015,3.49E+11,2.40E+12,0.145662868,NA,NA,NA,NA,NA,NA,NA,NA
Hong Kong,2016,3.90E+11,2.49E+12,0.156776384,NA,NA,NA,NA,NA,NA,NA,NA
Hong Kong,2017,4.39E+11,2.66E+12,0.164788152,NA,NA,NA,NA,NA,NA,NA,NA
Hong Kong,2018,4.67E+11,2.85E+12,0.163967427,NA,NA,NA,NA,NA,NA,NA,NA
New Zeland,1935,10778000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Zeland,1940,28846000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Zeland,1945,67630000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Zeland,1950,87890000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Zeland,1955,120784000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
New Zeland,1960,130938000,2818149376,0.046462406,NA,NA,NA,NA,NA,NA,NA,NA
New Zeland,1965,126832000,4066656256,0.031188277,NA,NA,NA,NA,NA,NA,NA,NA
New Zeland,1966,124432000,4217161728,0.029506101,NA,NA,NA,NA,NA,NA,NA,NA
New Zeland,1967,123686000,4373687296,0.028279571,NA,NA,NA,NA,NA,NA,NA,NA
New Zeland,1968,12563000,4625532928,0.002716011,NA,NA,NA,NA,NA,NA,NA,NA
New Zeland,1969,8729000,5144274944,0.001696838,NA,NA,NA,NA,NA,NA,NA,NA
New Zeland,1970,7638000,5914147700,0.001291479,NA,NA,NA,NA,NA,NA,NA,NA
New Zeland,1971,6869000,6855000000,0.001002042,NA,NA,NA,NA,NA,NA,NA,NA
New Zeland,1972,6529000,7872000000,8.29E-04,NA,NA,NA,NA,NA,NA,NA,NA
New Zeland,1973,6333000,9201000000,6.88E-04,NA,NA,NA,NA,NA,NA,NA,NA
New Zeland,1974,6023000,10110000000,5.96E-04,NA,NA,NA,NA,NA,NA,NA,NA
New Zeland,1975,5913000,11388000000,5.19E-04,NA,NA,NA,NA,NA,NA,NA,NA
New Zeland,1976,5851000,13964000000,4.19E-04,NA,NA,NA,NA,NA,NA,NA,NA
New Zeland,1977,5804000,15643000000,3.71E-04,NA,NA,NA,NA,NA,NA,NA,NA
New Zeland,1978,5763000,17730000000,3.25E-04,NA,NA,NA,NA,NA,NA,NA,NA
New Zeland,1979,5703000,20696000000,2.76E-04,NA,NA,NA,NA,NA,NA,NA,NA
New Zeland,1980,5353000,24086000000,2.22E-04,NA,NA,NA,NA,NA,NA,NA,NA
New Zeland,1981,5262000,29328000000,1.79E-04,NA,NA,NA,NA,NA,NA,NA,NA
New Zeland,1982,5223000,33178000000,1.57E-04,NA,NA,NA,NA,NA,NA,NA,NA
New Zeland,1983,5201000,36989000000,1.41E-04,NA,NA,NA,NA,NA,NA,NA,NA
New Zeland,1984,5196000,41785000000,1.24E-04,NA,NA,NA,NA,NA,NA,NA,NA
New Zeland,1985,5190000,48249000000,1.08E-04,NA,NA,NA,NA,NA,NA,NA,NA
New Zeland,1986,5176000,57953000000,8.93E-05,NA,NA,NA,NA,NA,NA,NA,NA
New Zeland,1987,5158000,65228000000,7.91E-05,NA,NA,NA,NA,NA,NA,NA,NA
New Zeland,1988,5142000,70137000000,7.33E-05,NA,NA,NA,NA,NA,NA,NA,NA
New Zeland,1989,5138000,74212000000,6.92E-05,NA,NA,NA,NA,NA,NA,NA,NA
New Zeland,1990,5131000,76127000000,6.74E-05,NA,NA,NA,NA,NA,NA,NA,NA
New Zeland,1991,5131000,75967000000,6.75E-05,NA,NA,NA,NA,NA,NA,NA,NA
New Zeland,1992,5131000,78335000000,6.55E-05,NA,NA,NA,NA,NA,NA,NA,NA
New Zeland,1993,5130000,84575000000,6.07E-05,NA,NA,NA,NA,NA,NA,NA,NA
New Zeland,1994,5124000,90600000000,5.66E-05,NA,NA,NA,NA,NA,NA,NA,NA
New Zeland,1995,5120000,96236000000,5.32E-05,NA,NA,NA,NA,NA,NA,NA,NA
New Zeland,1996,5118000,1.01E+11,5.07E-05,NA,NA,NA,NA,NA,NA,NA,NA
New Zeland,1997,5112000,1.05E+11,4.87E-05,NA,NA,NA,NA,NA,NA,NA,NA
New Zeland,1998,5106000,1.07E+11,4.77E-05,NA,NA,NA,NA,NA,NA,NA,NA
New Zeland,1999,5105000,1.13E+11,4.52E-05,NA,NA,NA,NA,NA,NA,NA,NA
New Zeland,2000,5102000,1.20E+11,4.25E-05,NA,NA,NA,NA,NA,NA,NA,NA
New Zeland,2001,5100000,1.29E+11,3.95E-05,NA,NA,NA,NA,NA,NA,NA,NA
New Zeland,2002,5100000,1.35E+11,3.78E-05,NA,NA,NA,NA,NA,NA,NA,NA
New Zeland,2003,5100000,1.45E+11,3.52E-05,NA,NA,NA,NA,NA,NA,NA,NA
New Zeland,2004,5097000,1.55E+11,3.29E-05,NA,NA,NA,NA,NA,NA,NA,NA
New Zeland,2005,5095000,1.63E+11,3.13E-05,NA,NA,NA,NA,NA,NA,NA,NA
New Zeland,2006,5095000,1.72E+11,2.96E-05,NA,NA,NA,NA,NA,NA,NA,NA
New Zeland,2007,5095000,1.87E+11,2.72E-05,NA,NA,NA,NA,NA,NA,NA,NA
New Zeland,2008,5094000,1.90E+11,2.68E-05,NA,NA,NA,NA,NA,NA,NA,NA
New Zeland,2009,5094000,1.94E+11,2.63E-05,NA,NA,NA,NA,NA,NA,NA,NA
New Zeland,2010,5094000,2.03E+11,2.51E-05,NA,NA,NA,NA,NA,NA,NA,NA
New Zeland,2011,5094000,2.13E+11,2.39E-05,NA,NA,NA,NA,NA,NA,NA,NA
New Zeland,2012,5093000,2.17E+11,2.35E-05,NA,NA,NA,NA,NA,NA,NA,NA
New Zeland,2013,5093000,2.33E+11,2.19E-05,NA,NA,NA,NA,NA,NA,NA,NA
New Zeland,2014,5093000,2.42E+11,2.10E-05,NA,NA,NA,NA,NA,NA,NA,NA
New Zeland,2015,5090000,2.54E+11,2.00E-05,NA,NA,NA,NA,NA,NA,NA,NA
New Zeland,2016,5089596,2.70E+11,1.89E-05,NA,NA,NA,NA,NA,NA,NA,NA
New Zeland,2017,5089475,2.85E+11,1.79E-05,NA,NA,NA,NA,NA,NA,NA,NA
New Zeland,2018,5089132,2.96E+11,1.72E-05,NA,NA,NA,NA,NA,NA,NA,NA
Canada,1961,NA,42099000000,NA,NA,NA,NA,NA,NA,2.876210515,NA,NA
Canada,1962,NA,45816000000,NA,NA,NA,NA,NA,NA,3.038539008,NA,NA
Canada,1963,NA,49302000000,NA,NA,NA,NA,NA,NA,3.009533548,NA,NA
Canada,1964,NA,54067000000,NA,NA,NA,NA,NA,NA,3.001383051,NA,NA
Canada,1965,NA,59658000000,NA,NA,NA,NA,NA,NA,2.892943143,NA,NA
Canada,1966,NA,66810000000,NA,NA,NA,NA,NA,NA,2.886473167,NA,NA
Canada,1967,NA,71912000000,NA,NA,NA,NA,NA,NA,2.493558436,NA,NA
Canada,1968,NA,78569000000,NA,NA,NA,NA,NA,NA,2.294780457,NA,NA
Canada,1969,NA,86518000000,NA,NA,NA,NA,NA,NA,2.025906591,NA,NA
Canada,1970,NA,91842629900,NA,NA,NA,NA,NA,NA,2.051615806,NA,NA
Canada,1971,NA,1.00E+11,NA,NA,NA,NA,NA,NA,3.522847016,NA,NA
Canada,1972,NA,1.12E+11,NA,NA,NA,NA,NA,NA,1.0043341,NA,NA
Canada,1973,NA,1.31E+11,NA,NA,NA,NA,NA,NA,1.06453522,NA,NA
Canada,1974,NA,1.57E+11,NA,NA,NA,NA,NA,NA,1.237690137,NA,NA
Canada,1975,NA,1.77E+11,NA,NA,NA,NA,NA,NA,1.300845615,NA,NA
Canada,1976,NA,2.04E+11,NA,NA,NA,NA,NA,NA,1.172868786,NA,NA
Canada,1977,NA,2.25E+11,NA,NA,NA,NA,NA,NA,1.223220604,NA,NA
Canada,1978,NA,2.49E+11,NA,NA,NA,NA,NA,NA,1.048392076,NA,NA
Canada,1979,NA,2.85E+11,NA,NA,NA,NA,NA,NA,1.042607242,NA,NA
Canada,1980,11108000000,3.20E+11,0.034691913,NA,NA,NA,NA,NA,1.342472215,NA,NA
Canada,1981,11636000000,3.67E+11,0.031695272,NA,NA,NA,NA,NA,1.298137562,NA,NA
Canada,1982,12719000000,3.87E+11,0.032884922,NA,NA,NA,NA,NA,1.403366956,NA,NA
Canada,1983,14163000000,4.20E+11,0.033746256,NA,NA,NA,NA,NA,1.200454322,NA,NA
Canada,1984,15236000000,4.60E+11,0.033104251,NA,NA,NA,NA,NA,1.154242953,NA,NA
Canada,1985,16672000000,4.98E+11,0.033472871,NA,NA,NA,NA,NA,1.122230862,NA,NA
Canada,1986,17911000000,5.24E+11,0.034151969,NA,NA,NA,NA,NA,1.187689414,NA,NA
Canada,1987,19447000000,5.72E+11,0.034002651,NA,NA,NA,NA,NA,1.344305762,NA,NA
Canada,1988,21032000000,6.24E+11,0.033683482,NA,NA,NA,NA,NA,1.32275789,NA,NA
Canada,1989,22093000000,6.69E+11,0.033022633,NA,NA,NA,NA,NA,1.820319161,NA,NA
Canada,1990,22970000000,6.93E+11,0.033145887,NA,NA,NA,NA,14.16312048,1.533778783,CAN,2.4
Canada,1991,24481000000,6.99E+11,0.035010218,NA,NA,NA,NA,14.4495626,1.29236942,CAN,2.7
Canada,1992,25609000000,7.16E+11,0.035765811,NA,NA,NA,6.75,14.35716091,1.531544853,CAN,2.6
Canada,1993,27237000000,7.45E+11,0.036578978,NA,NA,NA,4,13.69687137,1.442998242,CAN,2.2
Canada,1994,28329000000,7.90E+11,0.035881886,NA,NA,NA,5.69,13.11451323,1.434271599,CAN,2.1
Canada,1995,28778000000,8.29E+11,0.034715244,NA,NA,NA,5.78,13.3295053,1.371351563,CAN,2
Canada,1996,29109000000,8.57E+11,0.033965249,NA,NA,NA,3,13.92401371,1.400008831,CAN,2.1
Canada,1997,30542000000,9.04E+11,0.033789136,NA,NA,NA,4.25,14.61599734,1.491580581,CAN,2
Canada,1998,32638000000,9.37E+11,0.034821481,NA,NA,NA,5,14.71916526,1.318879885,CAN,1.9
Canada,1999,40143000000,1.00E+12,0.039964837,NA,NA,NA,4.75,14.75054208,1.293116804,CAN,1.8
Canada,2000,36775000000,1.10E+12,0.033359549,NA,NA,NA,5.75,14.90734164,1.404225954,CAN,1.8
Canada,2001,38821000000,1.14E+12,0.03403843,NA,NA,NA,2.25,14.23159039,1.50320904,CAN,1.8
Canada,2002,41147000000,1.19E+12,0.034593241,NA,NA,NA,2.75,13.42525802,1.185132208,CAN,1.9
Canada,2003,42191000000,1.25E+12,0.033744242,NA,NA,NA,2.75,13.27575327,1.000212478,CAN,1.7
Canada,2004,44241000000,1.33E+12,0.033234449,NA,NA,NA,2.5,13.39031039,1.03051181,CAN,2
Canada,2005,46078000000,1.42E+12,0.032517353,NA,NA,NA,3.25,13.34214991,1.040618588,CAN,2.1
Canada,2006,48762000000,1.49E+12,0.032677772,NA,NA,NA,4.25,13.38728474,1.123846755,CAN,1.9
Canada,2007,50565000000,1.57E+12,0.032134713,NA,NA,NA,4.25,13.36941352,1.199018842,CAN,1.8
Canada,2008,53731000000,1.65E+12,0.032506656,NA,NA,NA,1.5,12.42102627,1.309029905,CAN,1.8
Canada,2009,55468000000,1.57E+12,0.035389332,NA,NA,NA,0.25,12.33554405,1.364893948,CAN,1.8
Canada,2010,57874000000,1.66E+12,0.034819157,NA,NA,NA,1,11.76044487,1.333268714,CAN,1.6
Canada,2011,61029000000,1.77E+12,0.034481181,NA,NA,NA,1,11.83153834,1.174952642,CAN,1.8
Canada,2012,63700000000,1.82E+12,0.034946083,NA,NA,NA,1,11.69256444,1.136362333,CAN,1.6
Canada,2013,66616000000,1.90E+12,0.035106654,NA,NA,NA,1,11.65239901,1.107109995,CAN,1.4
Canada,2014,70024000000,1.99E+12,0.035184757,NA,NA,NA,1,11.83636656,1.05460142,CAN,1.5
Canada,2015,75497000000,1.99E+12,0.038017914,NA,NA,NA,0.5,12.41860444,0.796807975,CAN,1.7
Canada,2016,80479000000,2.02E+12,0.03976581,NA,NA,NA,0.5,12.45503562,1.182792155,CAN,1.7
Canada,2017,85856000000,2.14E+12,0.040166024,NA,NA,NA,0.75,12.52123949,1.247407091,CAN,1.8
Canada,2018,90193000000,2.22E+12,0.040644669,NA,NA,NA,NA,12.85025513,1.484202357,NA,NA
Austria,1870,296.89,3530.695,0.08408826,5.333,0.100708359,2.25E-04,NA,NA,NA,NA,NA
Austria,1871,317.33,3862.438,0.082157953,5.688,0.092246659,1.81E-06,NA,NA,NA,NA,NA
Austria,1872,318.36,4158.194,0.076562084,6.083,0.088309011,0.004552048,NA,NA,NA,NA,NA
Austria,1873,358.94,4121.227,0.087095421,5.25,0.096779794,0.004694282,NA,NA,NA,NA,NA
Austria,1874,293.76,4239.131,0.069297222,4.594,0.094417464,0.005375677,NA,NA,NA,NA,NA
Austria,1875,286.24,4092.282,0.069946304,4.354,0.095732406,0.011663688,NA,NA,NA,NA,NA
Austria,1876,295.9,4042.242,0.073201951,4.125,0.094358032,0.019709631,NA,NA,NA,NA,NA
Austria,1877,282.2,4196.653,0.067244063,4.125,0.092485726,0.036533661,NA,NA,NA,NA,NA
Austria,1878,288.8,4135.694,0.069831085,4.083,0.099281281,0.0547224,NA,NA,NA,NA,NA
Austria,1879,316.7,3991.103,0.079351498,3.542,0.098911504,0.09831192,NA,NA,NA,NA,NA
Austria,1880,328.6,4079.801,0.080543144,3.188,0.103484704,0.100155865,NA,NA,NA,NA,NA
Austria,1881,354.2,4150.449,0.085340164,3.552,0.106574734,0.106563169,NA,NA,NA,NA,NA
Austria,1882,368.6,4154.974,0.08871295,3.76,0.116987134,0.116209151,NA,NA,NA,NA,NA
Austria,1883,380.4,4254.3,0.089415415,3.729,0.114950051,0.117515455,NA,NA,NA,NA,NA
Austria,1884,375.7,4313.839,0.087091799,3.667,0.118318046,0.125057287,NA,NA,NA,NA,NA
Austria,1885,363.6,4105.754,0.088558642,3.313,0.127766057,0.134256461,NA,NA,NA,NA,NA
Austria,1886,371.7,3997.603,0.092980719,3.292,0.131254654,0.161745176,NA,NA,NA,NA,NA
Austria,1887,391.1,4286.029,0.091249966,3.583,0.123371307,0.206384978,NA,NA,NA,NA,NA
Austria,1888,425.7,4224.385,0.100772065,3.563,0.121601724,0.250601448,NA,NA,NA,NA,NA
Austria,1889,434.7,4308.738,0.100888009,3.729,0.130523949,0.245246752,NA,NA,NA,NA,NA
Austria,1890,445.9,4539.126,0.09823477,4.094,0.128177649,0.233263628,NA,NA,NA,NA,NA
Austria,1891,455.2,4657.257,0.097739936,4.068,0.128983326,0.226633617,NA,NA,NA,NA,NA
Austria,1892,478,4564.225,0.104727528,3.682,0.135334586,0.235636937,NA,NA,NA,NA,NA
Austria,1893,486.6,4594.474,0.105909839,3.807,0.143468545,0.267012938,NA,NA,NA,NA,NA
Austria,1894,507.8,4822.946,0.105288345,3.594,0.136908956,0.264169244,NA,NA,NA,NA,NA
Austria,1895,619.9,5026.186,0.123334075,4.203,0.138942928,0.285547928,NA,NA,NA,NA,NA
Austria,1896,659.7,4839.589,0.136313228,3.859,0.146261904,0.296334461,NA,NA,NA,NA,NA
Austria,1897,699.9,4973.327,0.140730742,3.714,0.149015237,0.29612913,NA,NA,NA,NA,NA
Austria,1898,737.5,5280.599,0.139662186,3.974,0.148055931,0.280157232,NA,NA,NA,NA,NA
Austria,1899,729,5525.026,0.13194508,4.833,0.144626107,0.286289693,NA,NA,NA,NA,NA
Austria,1900,1494,11049.791,0.135206177,4.339,0.149707085,0.30556406,NA,NA,NA,NA,NA
Austria,1901,1584.9,11042.468,0.143527697,3.693,0.152754348,0.327746388,NA,NA,NA,NA,NA
Austria,1902,1635.2,11408.154,0.143336073,2.745,0.151434229,0.319122007,NA,NA,NA,NA,NA
Austria,1903,1770.8,11684.003,0.151557647,3.099,0.15044433,0.32192674,NA,NA,NA,NA,NA
Austria,1904,1751.3,12117.856,0.144522265,3.198,0.148359083,0.319575344,NA,NA,NA,NA,NA
Austria,1905,1847,13514.157,0.136671492,3.396,0.139261443,0.29820802,NA,NA,NA,NA,NA
Austria,1906,1982,14287.829,0.138719465,4.146,0.140573841,0.296983398,NA,NA,NA,NA,NA
Austria,1907,2028,15559.206,0.130340841,4.734,0.144805076,0.29467217,NA,NA,NA,NA,NA
Austria,1908,2112.9,15987.245,0.132161608,3.854,0.149393094,0.296109742,NA,NA,NA,NA,NA
Austria,1909,2188,16357.106,0.133764494,3.339,0.170916726,0.337752717,NA,NA,NA,NA,NA
Austria,1910,2375.9,16934.118,0.140302554,3.833,0.170985699,0.408144434,NA,NA,NA,NA,NA
Austria,1911,2541,18120.258,0.140229791,4.13,0.170126275,0.389709021,NA,NA,NA,NA,NA
Austria,1912,2815.8,19394.692,0.145184053,4.891,0.163617396,0.377049195,NA,NA,NA,NA,NA
Austria,1913,2493.6,19140.8,0.130276686,5.698,0.182128124,0.390127163,NA,NA,NA,NA,NA
Austria,1925,950.4,10296,0.092307692,NA,NA,NA,NA,NA,NA,NA,NA
Austria,1926,1024.1,10283,0.099591559,NA,NA,NA,NA,NA,NA,NA,NA
