"","country","year","cic","country_code","gdp","cd","log_cd","log_cic","interest_rates_imf","country_code.y","tax_gdp","uncertainty","eci","eci_2","overall_score","property_rights","government_integrity","judicial_effectiveness","tax_burden","government_spending","business_freedom","monetary_freedom","trade_freedom","investment_freedom","financial_freedom","region"
"98","India",2005,4.29578e+12,"IND",3.63e+13,0.118341046831956,-2.13418459580385,29.0886542613955,6.25,"IND",10.08093058,0.0860538,0.158145,0.696785,54.2,50,"28.0","N/A",75.6,76.3,55,77.4,"38.0","50.0",30,"South Asia"
"99","Israel",2005,24410492084,"ISR",6.39e+11,0.0382010830735524,-3.26489141106074,23.9182788802632,4.5,"ISR",25.37165305,0.252878875,1.0958,1.02171,62.6,70,"70.0","N/A",53.9,15.1,70,86.2,"77.0","70.0",50,"Middle East and North Africa"
"100","Jamaica",2005,35644528000,"JAM",7e+11,0.0509207542857143,-2.97748469225036,24.2968614797395,12.95,"JAM",23.21597284,0.13802885,-0.307798,-0.899932,67,50,"38.0","N/A",76.4,62.4,70,75.8,"69.4","90.0",70,"Latin America and The Caribbean"
"101","Malaysia",2005,34396578830.2,"MYS",5.44e+11,0.0632290052025735,-2.76099214003279,24.2612229437696,3,"MYS",14.82639106,0.100702975,0.795607,1.01417,61.9,50,"52.0","N/A",80.9,75.3,70,82.8,"75.8","30.0",30,"East Asia and Pacific"
"102","Moldova",2005,5148886869,"MDA",37651869000,0.136749834888674,-1.98960204507621,22.3620463863183,12.5,"MDA",18.48540374,0.074328375,-0.071912,0.084351,57.4,50,"24.0","N/A",84.5,68.5,55,70,"77.2","30.0",50,"Europe and Central Asia"
"103","New Zealand",2005,3919996563.53,"NZL",1.63e+11,0.0240490586719632,-3.72765942365529,22.0893566140979,7.25,"NZL",30.31290683,0.0747918,0.334674,0.399155,82.3,90,"95.0","N/A",61.7,55.3,85,85.8,"79.4","90.0",90,"East Asia and Pacific"
"104","Philippines",2005,336557505826.8,"PHL",5.68e+12,0.0592530820117606,-2.82593748324361,26.542034865418,7.596,"PHL",12.42728273,0.2403072,-0.119035,0.832416,54.7,30,"25.0","N/A",78,88.5,55,77.9,"79.4","30.0",30,"East Asia and Pacific"
"105","South Africa",2005,54236646000,"ZAF",1.64e+12,0.0330711256097561,-3.40909471538123,24.7166226423834,7,"ZAF",25.74329543,0.05933935,0.16654,0.574773,62.9,50,"44.0","N/A",69.7,79.9,70,78.6,"77.8","50.0",50,"Sub-Saharan Africa"
"106","Sweden",2005,1.11075e+11,"SWE",2.91e+12,0.0381701030927835,-3.26570271134357,25.4334714857684,1.5,"SWE",28.4714275,0.029392975,2.02943,1.33976,69.8,90,"93.0","N/A",33.7,0,70,86,"80.2","90.0",90,"Europe and Central Asia"
"107","Switzerland",2005,37106800000,"CHE",5.09e+11,0.0729013752455796,-2.6186477753227,24.3370660781742,1.5,"CHE",9.429327005,0.0966179,2.06907,1.43364,79.3,90,"88.0","N/A",73,61.1,70,90,"83.4","70.0",90,"Europe and Central Asia"
"108","Thailand",2005,753251652154.36,"THA",7.61e+12,0.0989818202568147,-2.31281907947984,27.3476652083223,4,"THA",16.06186448,0.0845175,0.463214,0.890762,62.5,50,"33.0","N/A",75.2,90.1,70,82.3,"67.6","30.0",50,"East Asia and Pacific"
"109","Togo",2005,71323200000,"TGO",1.2e+12,0.059436,-2.82285517558804,24.9904874971345,3,"TGO",12.8777438,0.419164275,-0.856163,-1.17882,48.2,30,"10.0","N/A",52.2,94.9,40,85.8,"62.0","30.0",30,"Sub-Saharan Africa"
"110","United Kingdom",2005,3.4456e+10,"GBR",1.39e+12,0.0247884892086331,-3.69737587837293,24.2629489846982,4.5,"GBR",25.51533642,0.170160025,1.77065,1.27567,79.2,90,"87.0","N/A",62.3,43.5,85,85,"80.2","90.0",90,"Europe and Central Asia"
"111","United States",2005,7.59246e+11,"USA",1.3e+13,0.0584035384615385,-2.84037880088862,27.3555916725015,4.25,"USA",10.68450134,0.124968,1.74324,1.25808,79.9,90,"75.0","N/A",68.6,60,85,85.7,"79.8","70.0",90,"North America"
"112","Argentina",2006,5.9222e+10,"ARG",7.16e+11,0.0827122905027933,-2.49238707248328,24.8045589314238,6.25,"ARG",12.8788867,0.169045375,0.053536,0.234634,53.4,30,"25.0","N/A",71.5,81.5,62.9,71.5,"67.4","50.0",30,"Latin America and The Caribbean"
"113","Australia",2006,3.8946e+10,"AUS",9.96e+11,0.0391024096385542,-3.24157118630521,24.3854419082258,6.25,"AUS",24.60965647,0.068764825,-0.155239,0.322686,79.9,90,"88.0","N/A",58.9,62.2,90.9,85,"77.4","70.0",90,"East Asia and Pacific"
"114","Bangladesh",2006,3.14356e+11,"BGD",4.82e+12,0.0652190871369295,-2.7300031053928,26.4737919385983,5,"BGD",7.043304058,0.270718225,-1.19826,-0.826068,52.9,30,"15.0","N/A",84.1,94.4,58.2,74.9,"48.2","30.0",30,"South Asia"
"115","Belarus",2006,336531530,"BLR",7926700000,0.0424554392117779,-3.15930024223565,19.6342024025109,10,"BLR",22.22309662,0.0552247,0.856248,0.798572,47.5,30,"33.0","N/A",78.9,33.2,54.4,49.8,"67.2","30.0",30,"Europe and Central Asia"
"116","Brazil",2006,8.5825e+10,"BRA",2.41e+12,0.0356120331950207,-3.33507168714095,25.1755761762902,13.25,"BRA",15.38131159,0.230186075,0.477157,0.536364,60.9,50,"39.0","N/A",83.8,71.7,53.5,76.3,"69.0","50.0",50,"Latin America and The Caribbean"
"117","Bulgaria",2006,6888580000,"BGR",53219100000,0.129438115263129,-2.0445523864769,22.6531308049403,3.26,"BGR",21.11192974,0.0735507,0.373395,0.450985,64.1,30,"41.0","N/A",83.2,49.8,70.5,80.7,"65.8","70.0",70,"Europe and Central Asia"
"118","Canada",2006,48762193000,"CAN",1.49e+12,0.0327263040268456,-3.41957611994813,24.6102211159378,4.25,"CAN",13.38728474,0.15113275,0.811793,0.967886,77.4,90,"85.0","N/A",75.3,53.4,96.9,85.9,"83.2","50.0",70,"North America"
"119","Chile",2006,2823073145064,"CHL",8.21e+13,0.0343857873942022,-3.370111957121,28.6688471752659,5.25,"CHL",19.49190685,0.015822775,-0.196433,-0.170668,78,90,"74.0","N/A",78.6,87.5,68.1,86.9,"77.6","70.0",70,"Latin America and The Caribbean"
"120","Denmark",2006,5.9767e+10,"DNK",1.68e+12,0.0355755952380952,-3.33609540322504,24.8137195061187,3.5,"DNK",31.86029116,0.0464433,1.44935,1.18262,75.4,90,"95.0","N/A",35.5,9.3,94.6,87.2,"82.4","70.0",90,"Europe and Central Asia"
"121","Dominican Republic",2006,53498195471.73,"DOM",1.26e+12,0.0424588852950238,-3.15921907611279,24.7029137607791,8,"DOM",13.99475989,0.0379254,-0.211474,-0.132785,56.3,30,"29.0","N/A",85.4,90.1,57,49.3,"67.4","50.0",50,"Latin America and The Caribbean"
"122","Ghana",2006,1090750000,"GHA",18705461200,0.0583118474512673,-2.84194999098352,20.810131369968,12.5,"GHA",12.80707166,0.146254275,-1.22288,-1.9729,55.6,50,"36.0","N/A",75.6,74.8,50,64.5,"55.4","50.0",50,"Sub-Saharan Africa"
"123","Guatemala",2006,15771981880.22,"GTM",2.3e+11,0.0685738342618261,-2.67984424176594,23.4815009041037,5,"GTM",11.85697131,0.2101904,-0.295499,-0.104217,59.1,30,"22.0","N/A",79.7,94.6,49.2,78.1,"75.2","50.0",50,"Latin America and The Caribbean"
"124","Honduras",2006,13592613590.18,"HND",2.06e+11,0.0659835611173786,-2.7183496419589,23.3327923637771,6,"HND",15.23835608,0.02277905,-0.74113,-0.385334,57.4,30,"23.0","N/A",82.1,78.5,55.3,72.1,"69.4","50.0",70,"Latin America and The Caribbean"
"125","India",2006,5.04099e+12,"IND",4.25e+13,0.118611529411765,-2.13190158456523,29.2486236072937,7.25,"IND",11.12933701,0.0511348,0.167513,0.640933,52.2,50,"28.0","N/A",76.1,74.6,49.6,77.6,"24.0","50.0",30,"South Asia"
"126","Israel",2006,25539195671,"ISR",6.86e+11,0.0372291482084548,-3.29066327053048,23.9634801941418,5,"ISR",26.08284557,0.1547203,1.04361,0.985505,64.4,70,"64.0","N/A",55.2,28.3,69.9,90.9,"81.0","70.0",50,"Middle East and North Africa"
"127","Jamaica",2006,42317322000,"JAM",7.84e+11,0.0539761760204082,-2.91921251457577,24.4684623427211,12.6,"JAM",24.01438994,0.1075111,-0.427749,-0.92279,66.4,50,"33.0","N/A",77.9,54.4,82.6,72.9,"65.4","90.0",70,"Latin America and The Caribbean"
"128","Malaysia",2006,37894936815.7,"MYS",5.97e+11,0.0634756060564489,-2.75709960348189,24.3580833468571,3.5,"MYS",14.51622131,0.091425225,0.781241,1.01619,61.6,50,"50.0","N/A",81.2,75.1,68.6,82.6,"76.6","30.0",30,"East Asia and Pacific"
"129","Moldova",2006,5817191027,"MDA",44754367000,0.129980411230037,-2.04037152272622,22.484083340772,14.5,"MDA",19.57105102,0.087669075,-0.133663,0.112264,58,50,"23.0","N/A",81.9,66.1,67.4,68.4,"79.4","30.0",50,"Europe and Central Asia"
"130","New Zealand",2006,3957607525.5,"NZL",1.72e+11,0.0230093460784884,-3.77185479435267,22.0989055194072,7.25,"NZL",31.96581296,0.09010705,0.348336,0.400108,82,90,"96.0","N/A",61.7,54.8,99.9,85.6,"79.2","70.0",90,"East Asia and Pacific"
"131","Peru",2006,13651037788.66,"PER",2.9e+11,0.0470725440988276,-3.05606537576631,23.3370813841606,4.5,"PER",15.6699876,0.27160225,-0.554171,-0.432231,60.5,30,"35.0","N/A",80.3,75.6,65.6,84,"67.2","50.0",70,"Latin America and The Caribbean"
"132","Philippines",2006,384491615644.21,"PHL",6.27e+12,0.0613224267375136,-2.79160965078583,26.6751878197875,7.6062,"PHL",13.71187088,0.202428875,-0.000206,0.636047,56.3,30,"26.0","N/A",75.9,88.9,53.9,75.7,"79.8","30.0",50,"East Asia and Pacific"
"133","South Africa",2006,63575190000,"ZAF",1.84e+12,0.0345517336956522,-3.36529755070317,24.8754891368463,9,"ZAF",27.26987061,0.254678925,0.237984,0.559629,63.7,50,"46.0","N/A",69.8,78.6,71.8,83.7,"77.8","50.0",50,"Sub-Saharan Africa"
"134","Sweden",2006,1.1238e+11,"SWE",3.1e+12,0.0362516129032258,-3.31727140478919,25.4451518226305,2.5,"SWE",28.46220584,0.0591182,1.94426,1.32153,70.9,90,"92.0","N/A",33.2,2.2,96.1,87.7,"82.4","90.0",70,"Europe and Central Asia"
"135","Switzerland",2006,38174100000,"CHE",5.4e+11,0.0706927777777778,-2.64941186437004,24.3654231121347,2.5,"CHE",9.521761742,0.096448225,2.05479,1.4279,78.9,90,"91.0","N/A",73.4,61.1,85,89.6,"82.0","70.0",70,"Europe and Central Asia"
"136","Thailand",2006,773842245208.27,"THA",8.4e+12,0.0921240768105083,-2.38461894957567,27.3746338722021,5,"THA",15.63697224,0.49259095,0.433048,0.917661,63.3,50,"36.0","N/A",74.9,92.1,73.8,80.3,"68.4","30.0",50,"East Asia and Pacific"
"137","Togo",2006,111152900000,"TGO",1.23e+12,0.0903682113821138,-2.40386271742842,25.4341725678845,3.25,"TGO",13.88591562,0.257062475,-0.931563,-1.22017,47.3,30,"10.0","N/A",49.7,94.4,37.3,86.5,"57.0","30.0",30,"Sub-Saharan Africa"
"138","United Kingdom",2006,3.5843e+10,"GBR",1.47e+12,0.0243829931972789,-3.71386938981201,24.3024141269072,5,"GBR",25.70130882,0.14889365,1.72653,1.25941,80.4,90,"86.0","N/A",62.3,43.5,91.5,86.7,"82.4","90.0",90,"Europe and Central Asia"
"139","United States",2006,7.82733e+11,"USA",1.38e+13,0.0567197826086957,-2.86963222947549,27.3860574786162,5.25,"USA",11.31121212,0.0597152,1.66414,1.23318,81.2,90,"75.0","N/A",68.9,61.1,93.2,85,"81.4","70.0",90,"North America"
"140","Argentina",2007,7.4804e+10,"ARG",8.97e+11,0.0833935340022297,-2.48418450257232,25.0381371964329,10.75,"ARG",12.44826845,0.33425045,0.073768,0.217877,54,30,"28.0","N/A",70.7,81.5,63.9,71.4,"61.4","50.0",40,"Latin America and The Caribbean"
"141","Australia",2007,4.4939e+10,"AUS",1.09e+12,0.0412284403669725,-3.18862696060499,24.5285718515646,6.75,"AUS",24.11013139,0.01910585,-0.171363,0.315414,81.1,90,"88.0","N/A",59.5,62.6,89.1,84.8,"83.8","70.0",90,"East Asia and Pacific"
"142","Bangladesh",2007,3.49972e+11,"BGD",5.5e+12,0.0636312727272727,-2.75465021993727,26.5811189882297,5,"BGD",6.917262669,0.294465275,-1.01275,-0.790256,46.7,30,"17.0","N/A",84.1,94,59.1,68.7,"0.0","30.0",20,"South Asia"
"143","Belarus",2007,400739630,"BLR",9716530000,0.0412430806059365,-3.18827192315825,19.8088224726375,10,"BLR",23.72669873,0.0581454,0.682706,0.645486,47,20,"26.0","N/A",81.8,60,55.7,61.5,"67.2","20.0",10,"Europe and Central Asia"
"144","Brazil",2007,1.02885e+11,"BRA",2.72e+12,0.0378253676470588,-3.27477529967065,25.3568776965658,11.25,"BRA",15.77553383,0.045668975,0.548606,0.543139,56.2,50,"37.0","N/A",68.6,55.5,54.2,72.6,"69.8","50.0",40,"Latin America and The Caribbean"
"145","Bulgaria",2007,8410870000,"BGR",6.3464e+10,0.132529780663053,-2.02094789908939,22.8527907538567,4.58,"BGR",22.88226869,0.131477725,0.410246,0.491867,62.7,30,"40.0","N/A",82.4,57.8,70.3,75.8,"70.8","60.0",60,"Europe and Central Asia"
"146","Canada",2007,50565246000,"CAN",1.57e+12,0.0322071630573248,-3.43556639597484,24.6465303393139,4.25,"CAN",13.36941352,0.12229815,0.789332,0.950664,78,90,"84.0","N/A",75.9,52.2,96.8,80.7,"88.2","60.0",70,"North America"
"147","Chile",2007,3315835636981,"CHL",9.07e+13,0.0365582760416869,-3.3088476877288,28.8297307853208,6,"CHL",20.25693262,0.01668335,-0.171878,-0.151162,77.7,90,"73.0","N/A",78.8,87.9,68.2,79.8,"82.4","70.0",70,"Latin America and The Caribbean"
"148","Costa Rica",2007,546261500524.95,"CRI",1.38e+13,0.0395841667047065,-3.22932607136453,27.0263636367272,5.52,"CRI",14.93464546,0.068638575,-0.022522,0.140602,64,50,"42.0","N/A",83,86.4,59,67.1,"82.4","70.0",40,"Latin America and The Caribbean"
"149","Denmark",2007,6.1553e+10,"DNK",1.74e+12,0.0353752873563218,-3.34174179990482,24.8431644292502,4,"DNK",35.09300117,0.254030875,1.40257,1.15466,77,90,"95.0","N/A",34.2,12.8,94.8,86.8,"86.6","80.0",90,"Europe and Central Asia"
"150","Dominican Republic",2007,62290893784.64,"DOM",1.46e+12,0.0426649957429041,-3.15437646677318,24.8550810848756,7,"DOM",14.88626837,0.094862675,-0.222327,-0.208932,56.8,30,"30.0","N/A",79.7,90.2,56.7,63.2,"73.8","50.0",40,"Latin America and The Caribbean"
"151","Ghana",2007,1470590000,"GHA",23154448200,0.0635122023767338,-2.75652322813138,21.1089295177577,13.5,"GHA",13.87798455,0.09712015,-1.05022,-1.87629,57.6,50,"40.0","N/A",82.5,66.7,54.9,70.1,"63.0","50.0",50,"Sub-Saharan Africa"
"152","Guatemala",2007,20010777524.52,"GTM",2.62e+11,0.0763770134523664,-2.57207349912276,23.7195368415847,6.5,"GTM",12.05936254,0.021289275,-0.227969,-0.097283,60.5,30,"25.0","N/A",79.8,96.1,52.3,71.6,"80.2","50.0",60,"Latin America and The Caribbean"
"153","Honduras",2007,16362516642.51,"HND",2.34e+11,0.0699252847970513,-2.66032796700929,23.5182589852948,7.5,"HND",16.38500055,0,-0.623958,-0.406161,59.1,30,"26.0","N/A",81.8,82.6,56.1,71.5,"79.2","50.0",70,"Latin America and The Caribbean"
"154","India",2007,5.90801e+12,"IND",4.9e+13,0.120571632653061,-2.11551124082275,29.4073301732164,7.75,"IND",12.10834714,0.043145625,0.168601,0.671858,53.9,50,"29.0","N/A",76,71.4,50.8,77.2,"51.2","40.0",30,"South Asia"
"155","Israel",2007,28966278314,"ISR",7.34e+11,0.0394635944332425,-3.23237669198262,24.0893981735783,4,"ISR",26.05086885,0.268555925,1.08661,0.954215,64.8,70,"63.0","N/A",58,33.4,69.4,84.2,"85.2","70.0",50,"Middle East and North Africa"
"156","Jamaica",2007,47220650000,"JAM",8.86e+11,0.0532964446952596,-2.93188565368879,24.5780971338627,11.65,"JAM",24.78654643,0.1929696,-0.281016,-0.884219,65.5,50,"36.0","N/A",75.1,61.8,82,71,"70.4","80.0",60,"Latin America and The Caribbean"
"157","Malaysia",2007,42191663812.13,"MYS",6.65e+11,0.0634461109956842,-2.7575643791244,24.4654884984779,3.5,"MYS",14.30372284,0.1040177,0.716039,1.02306,63.8,50,"51.0","N/A",81.8,78.9,67.6,80.1,"76.8","40.0",40,"East Asia and Pacific"
"158","Moldova",2007,7603346529,"MDA",53429571000,0.142305962535241,-1.94977587360294,22.7518543200838,16,"MDA",20.56670079,0.0185694,-0.072815,0.122004,58.7,50,"29.0","N/A",85.6,62.8,68.1,68,"79.4","30.0",50,"Europe and Central Asia"
"159","New Zealand",2007,4086540330.5,"NZL",1.87e+11,0.0218531568475936,-3.82340988972576,22.1309645640752,8.25,"NZL",30.08199266,0.070793225,0.340088,0.399095,81.4,90,"96.0","N/A",61.4,56.5,99.9,84.6,"84.0","70.0",80,"East Asia and Pacific"
"160","Peru",2007,16999439067.3,"PER",3.2e+11,0.0531232470853125,-2.93514064832311,23.5564461844171,5,"PER",16.40746835,0,-0.614336,-0.403217,62.7,40,"35.0","N/A",80.2,91.4,65.2,85.7,"72.6","50.0",60,"Latin America and The Caribbean"
"161","Philippines",2007,433854411737.09,"PHL",6.89e+12,0.0629687099763556,-2.76511734301251,26.7959748579416,5.5588,"PHL",13.53488654,0.239239575,0.123978,0.781647,56,30,"25.0","N/A",76,89.5,53.4,73.4,"79.8","30.0",50,"East Asia and Pacific"
"162","South Africa",2007,68195650152.2,"ZAF",2.11e+12,0.0323202133422749,-3.43206244441431,24.9456466190022,11,"ZAF",27.59603925,0.425711675,0.165269,0.535295,63.5,50,"45.0","N/A",69.7,79.2,70.4,78.8,"73.8","50.0",60,"Sub-Saharan Africa"
"163","Sweden",2007,1.14324e+11,"SWE",3.3e+12,0.0346436363636364,-3.36264122494193,25.4623023594591,3.5,"SWE",28.4166262,0.10763525,1.91852,1.29965,69.3,90,"92.0","N/A",33.1,3.6,94.2,83.8,"81.4","80.0",70,"Europe and Central Asia"
"164","Switzerland",2007,38989800000,"CHE",5.76e+11,0.067690625,-2.69280758723493,24.3865659104074,3.25,"CHE",9.359673913,0.09301145,1.99311,1.42697,78,90,"91.0","N/A",67.9,59.8,84.1,83.5,"87.0","70.0",70,"Europe and Central Asia"
"165","Thailand",2007,842623890391.88,"THA",9.08e+12,0.0927999879286212,-2.3773087692695,27.4597865392722,3.25,"THA",15.14314655,0.3955844,0.491304,0.9284,63.5,50,"38.0","N/A",74.8,91.3,73,77.6,"74.2","30.0",50,"East Asia and Pacific"
"166","Togo",2007,135522300000,"TGO",1.27e+12,0.106710472440945,-2.23763597702821,25.6324020393708,3.25,"TGO",15.36898502,0.18878465,-0.895164,-1.13823,49.7,30,"30.0","N/A",54.7,92,37.5,76.5,"68.4","30.0",30,"Sub-Saharan Africa"
"167","United Kingdom",2007,3.743e+10,"GBR",1.54e+12,0.0243051948051948,-3.71706517349134,24.3457383588628,5.5,"GBR",25.83340794,0.204462625,1.7096,1.24519,79.9,90,"86.0","N/A",62,42.7,91.2,81.3,"86.6","90.0",90,"Europe and Central Asia"
"168","United States",2007,7.91801e+11,"USA",1.45e+13,0.0546069655172414,-2.90759383079224,27.3975759345628,4.25,"USA",11.30719612,0.2736985,1.62483,1.21368,81.2,90,"76.0","N/A",69,60.3,91.4,83.8,"86.6","80.0",80,"North America"
"169","Argentina",2008,8.4086e+10,"ARG",1.15e+12,0.0731182608695652,-2.6156771367257,25.155105921578,12.05,"ARG",13.31784636,0.261808475,0.077066,0.231925,54.2,30,"29.0","N/A",70.5,80.9,63.7,65,"69.6","50.0",40,"Latin America and The Caribbean"
"170","Australia",2008,5.1709e+10,"AUS",1.18e+12,0.043821186440678,-3.1276378698578,24.6688976845483,4.25,"AUS",24.26364102,0.2299376,-0.210701,0.302425,82.2,90,"87.0","N/A",59.2,62.8,90.3,83.7,"83.8","80.0",90,"East Asia and Pacific"
"171","Azerbaijan",2008,4425820566.8,"AZE",40137200000,0.110267297340123,-2.20484788498753,22.2107215370395,8,"AZE",16.42117537,0.1071552,-1.00637,-0.226929,55.3,30,"24.0","N/A",80.4,82.9,62.6,76.5,"78.4","30.0",30,"Europe and Central Asia"
"172","Bangladesh",2008,4.03675e+11,"BGD",6.29e+12,0.0641772655007949,-2.7461062509268,26.7238759357141,5,"BGD",7.656029883,0.150427675,-0.936713,-0.730822,44.2,25,"20.0","N/A",84,93.2,56.5,68.9,"0.0","20.0",20,"South Asia"
"173","Belarus",2008,494178100,"BLR",12979080000,0.0380749714155395,-3.26819813094211,20.018406536494,12,"BLR",25.35338921,0.0222737,0.690402,0.613103,45.3,20,"21.0","N/A",81,55.5,58.8,66.2,"52.2","20.0",10,"Europe and Central Asia"
"174","Brazil",2008,1.15591e+11,"BRA",3.11e+12,0.0371675241157556,-3.29231990663712,25.4733239354826,13.75,"BRA",15.49281373,0.07493785,0.396395,0.538104,56.2,50,"33.0","N/A",68.6,55.5,54,75.7,"70.8","50.0",40,"Latin America and The Caribbean"
"175","Bulgaria",2008,9179410000,"BGR",72755900000,0.126167224926088,-2.07014707000508,22.9402287693609,5.77,"BGR",22.17890096,0.05314625,0.446085,0.539925,63.7,30,"40.0","N/A",82.7,56,68.4,73.7,"86.0","60.0",60,"Europe and Central Asia"
"176","Canada",2008,53731330000,"CAN",1.65e+12,0.0325644424242424,-3.42453430906364,24.7072620947774,1.5,"CAN",12.42102627,0.057670125,0.741557,0.934045,80.2,90,"85.0","N/A",75.5,53.7,96.7,81,"87.0","70.0",80,"North America"
"177","Chile",2008,3685750864267,"CHL",9.39e+13,0.0392518728888924,-3.23775611897768,28.9354953831651,8.25,"CHL",18.71185961,0,-0.22253,-0.132995,78.6,90,"73.0","N/A",78.1,88.2,67.8,78.8,"82.2","80.0",70,"Latin America and The Caribbean"
"178","Colombia",2008,30541262458000,"COL",4.76e+14,0.0641623160882353,-2.74633921744332,31.0500997527166,9.5,"COL",13.05717289,0.211773675,0.220323,0.438305,62.2,40,"39.0","N/A",72.8,71.2,72.5,71.4,"70.8","60.0",60,"Latin America and The Caribbean"
"179","Costa Rica",2008,575002684041.45,"CRI",1.61e+13,0.0357144524249348,-3.33219984228792,27.077640545631,10,"CRI",15.32646268,0.0583828,0.076485,0.036194,64.2,50,"41.0","N/A",82.9,87.4,60,67.9,"81.8","70.0",40,"Latin America and The Caribbean"
"180","Denmark",2008,6.1283e+10,"DNK",1.8e+12,0.0340461111111111,-3.38003946403663,24.838768316794,3.5,"DNK",33.42154071,0.08658895,1.33589,1.13425,79.2,90,"95.0","N/A",35,19.8,99.9,86.5,"86.0","90.0",90,"Europe and Central Asia"
"181","Dominican Republic",2008,62470424874.71,"DOM",1.66e+12,0.0376327860691024,-3.27987963860827,24.8579590796887,9.5,"DOM",14.16105352,0.113764325,-0.167914,-0.233421,57.7,30,"28.0","N/A",80.4,88.8,62.6,69.3,"73.0","50.0",40,"Latin America and The Caribbean"
"182","Georgia",2008,1290703285,"GEO",19074900000,0.0676650092529974,-2.69318608270651,20.9784530889327,8,"GEO",23.80929913,0.297414925,-0.480803,0.072003,69.2,35,"28.0","N/A",90.7,81.2,85,71.4,"71.0","70.0",60,"Europe and Central Asia"
"183","Ghana",2008,1872252000,"GHA",30178598000,0.0620390649028825,-2.77999101327478,21.3504078213266,17,"GHA",13.89596791,0.1273003,-1.01148,-1.83966,57,50,"33.0","N/A",83.7,71.5,53.4,68,"63.0","50.0",50,"Sub-Saharan Africa"
"184","Guatemala",2008,19665934157.2,"GTM",2.96e+11,0.0664389667472973,-2.71147154602418,23.7021537452463,7.25,"GTM",11.27381464,0,-0.119904,-0.086528,59.8,30,"26.0","N/A",79.9,95.9,54.6,72.9,"78.4","50.0",50,"Latin America and The Caribbean"
"185","Honduras",2008,16468427666.6,"HND",2.62e+11,0.0628565941473282,-2.76689943063757,23.5247109100699,7.75,"HND",16.13051598,0.03426535,-0.634949,-0.372009,58.9,30,"25.0","N/A",84.5,82.6,59.9,73.7,"78.0","50.0",60,"Latin America and The Caribbean"
"186","India",2008,6.91153e+12,"IND",5.51e+13,0.12543611615245,-2.07595868465425,29.5642121474332,6.5,"IND",10.97717292,0,0.195512,0.655913,54.1,50,"33.0","N/A",75.7,73.5,50.9,70.3,"51.0","40.0",30,"South Asia"
"187","Israel",2008,34359686257,"ISR",7.75e+11,0.0443350790412903,-3.11597906333253,24.2601498029672,2.5,"ISR",23.77375868,0.06824485,1.21518,0.99312,66.3,70,"59.0","N/A",55.9,35.1,68.6,81.8,"86.6","80.0",60,"Middle East and North Africa"
"188","Jamaica",2008,49025650000,"JAM",9.97e+11,0.0491731695085256,-3.01240713942576,24.6156094674825,12.65,"JAM",24.68475662,0.173765125,-0.122977,-0.928645,65.7,50,"37.0","N/A",74.9,59.6,82.3,74.3,"70.4","80.0",60,"Latin America and The Caribbean"
"189","Malaysia",2008,48042559676.13,"MYS",7.7e+11,0.0623929346443247,-2.77430323687117,24.595353114923,3.25,"MYS",14.6629773,0.303561175,0.691407,1.02481,63.9,50,"50.0","N/A",82.2,80.8,69.3,78.6,"76.2","40.0",40,"East Asia and Pacific"
"190","Mexico",2008,577542277231.599,"MEX",1.24e+13,0.0465759900993225,-3.06667010454926,27.0820474839903,8.25,"MEX",10.02376741,0.026158825,1.08324,1.05999,66.2,50,"33.0","N/A",83.4,83.7,82.9,77.7,"79.0","50.0",60,"Latin America and The Caribbean"
"191","Moldova",2008,8732080253,"MDA",62921545000,0.138777270218015,-1.97488500355564,22.8902694662698,14,"MDA",20.4460968,0.060975625,-0.027445,0.142925,57.9,50,"32.0","N/A",83,56.9,69.3,67.6,"79.2","30.0",50,"Europe and Central Asia"
"192","Mongolia",2008,407155508000,"MNG",6.56e+12,0.0620663884146341,-2.77955068593278,26.7324610329518,9.75,"MNG",21.65181536,0.2530531,-0.996349,-1.31398,63.6,30,"28.0","N/A",85,71.7,72.2,78.2,"81.4","60.0",60,"East Asia and Pacific"
"193","New Zealand",2008,4344601192.3,"NZL",1.9e+11,0.0228663220647368,-3.7780901030872,22.1921998060197,5,"NZL",31.49015389,0.156618025,0.314978,0.376184,80.7,90,"96.0","N/A",60.5,56,99.9,83.7,"80.8","70.0",80,"East Asia and Pacific"
"194","Peru",2008,20457923192.16,"PER",3.53e+11,0.0579544566350142,-2.84809780732141,23.7416360865583,6.5,"PER",16.51217092,0.027780875,-0.635521,-0.428705,63.8,40,"33.0","N/A",80.2,91.8,65.7,85.9,"73.4","60.0",60,"Latin America and The Caribbean"
"195","Philippines",2008,545094930197.43,"PHL",7.72e+12,0.070608151579978,-2.65060967967533,27.0242258002899,6.0571,"PHL",13.58939442,0.2194462,0.193846,0.768855,56,30,"25.0","N/A",75.8,90.2,53.1,73.8,"78.8","30.0",50,"East Asia and Pacific"
"196","South Africa",2008,72696692073.6,"ZAF",2.37e+12,0.0306737097356962,-3.4843493516758,25.0095617193998,11.5,"ZAF",26.81321687,0.633633025,0.142773,0.484708,63.4,50,"46.0","N/A",69.5,76.8,71.4,77.2,"74.2","50.0",60,"Sub-Saharan Africa"
"197","Sweden",2008,1.12273e+11,"SWE",3.39e+12,0.0331188790560472,-3.40765179496394,25.444199242357,2,"SWE",26.99572867,0.177200925,1.89436,1.28329,70.8,90,"92.0","N/A",32.7,3.9,95.6,82.8,"86.0","80.0",80,"Europe and Central Asia"
