"","country","year","cic","country_code","gdp","cd","log_cd","log_cic","interest_rates_imf","country_code.y","tax_gdp","uncertainty","eci","eci_2","overall_score","property_rights","government_integrity","judicial_effectiveness","tax_burden","government_spending","business_freedom","monetary_freedom","trade_freedom","investment_freedom","financial_freedom","region"
"198","Switzerland",2008,41405200000,"CHE",6e+11,0.0690086666666667,-2.67352317840765,24.4466723137549,1,"CHE",9.912922452,0.058983125,1.92034,1.41401,79.5,90,"91.0","N/A",68,61.6,83.9,83.6,"87.2","70.0",80,"Europe and Central Asia"
"199","Thailand",2008,923967010119.35,"THA",9.71e+12,0.0951562317321679,-2.3522351936151,27.5519422046167,2.75,"THA",15.38488165,0.1262695,0.510058,0.943145,62.3,50,"36.0","N/A",74.7,90.7,72.2,66.7,"75.2","30.0",50,"East Asia and Pacific"
"200","Togo",2008,149818700000,"TGO",1.48e+12,0.101228851351351,-2.29037147035523,25.7326917333493,3.75,"TGO",14.2474836,0.1363112,-0.707087,-1.26438,48.9,30,"24.0","N/A",53.9,88.8,36.4,78.2,"69.2","30.0",30,"Sub-Saharan Africa"
"201","Turkey",2008,31743430000,"TUR",9.95e+11,0.0319029447236181,-3.44505696236654,24.1809516117385,15.63,"TUR",17.69632423,0.325971925,0.434059,0.641503,59.9,50,"38.0","N/A",77.7,68.3,68.3,70.8,"86.8","50.0",50,"Europe and Central Asia"
"202","United Kingdom",2008,4.0531e+10,"GBR",1.58e+12,0.0256525316455696,-3.6631130126035,24.4253329503639,2,"GBR",26.42037326,0.177625025,1.67044,1.23579,79.4,90,"86.0","N/A",61.2,40.1,90.8,80.7,"86.0","90.0",90,"Europe and Central Asia"
"203","United States",2008,8.49716e+11,"USA",1.47e+13,0.0578038095238095,-2.85070059675926,27.468168012954,0.125,"USA",10.31615636,0.150782375,1.58866,1.20416,81,90,"73.0","N/A",68.3,59.8,92.6,83.7,"86.8","80.0",80,"North America"
"204","Argentina",2009,9.8065e+10,"ARG",1.25e+12,0.078452,-2.54526830618287,25.3088963610599,9.5,"ARG",12.38304156,0.70966765,0.071968,0.203304,52.3,20,"29.0","N/A",70.3,75.6,62.1,60.6,"70.0","50.0",40,"Latin America and The Caribbean"
"205","Australia",2009,5.1615e+10,"AUS",1.26e+12,0.0409642857142857,-3.19505467202797,24.667078164864,3.75,"AUS",22.0609533,0.07698375,-0.331165,0.253044,82.6,90,"86.0","N/A",61.4,64.3,90.5,84.7,"84.8","80.0",90,"East Asia and Pacific"
"206","Azerbaijan",2009,4512709974.56,"AZE",35601500000,0.126756175289243,-2.06548991746692,22.2301636912813,2,"AZE",14.10670899,0.085227275,-1.08488,-0.289328,58,25,"21.0","N/A",79.7,77.5,74.6,66.3,"78.4","30.0",40,"Europe and Central Asia"
"207","Bangladesh",2009,4.44593e+11,"BGD",7.05e+12,0.0630628368794326,-2.76362363888959,26.8204250938631,5,"BGD",7.498116263,0,-0.927904,-0.699617,47.5,25,"20.0","N/A",72.8,94.2,62.9,67.3,"40.2","20.0",20,"South Asia"
"208","Belarus",2009,492451910,"BLR",14209130000,0.0346574287095691,-3.36224318355251,20.0149073691388,13.5,"BLR",18.62947063,0.10275225,0.668625,0.585466,45,20,"21.0","N/A",79.4,30.9,63.7,66.8,"67.2","20.0",10,"Europe and Central Asia"
"209","Brazil",2009,1.31861e+11,"BRA",3.33e+12,0.0395978978978979,-3.22897924551709,25.6050141744038,8.75,"BRA",14.41753153,0.331343525,0.265535,0.49396,56.7,50,"35.0","N/A",65.8,50.3,54.4,77.2,"71.6","50.0",50,"Latin America and The Caribbean"
"210","Bulgaria",2009,8049100000,"BGR",72985900000,0.110282945061991,-2.20470598786945,22.8088261208844,0.55,"BGR",19.03347085,0.076650975,0.39622,0.519803,64.6,30,"41.0","N/A",86.2,58.7,73.5,72.8,"85.8","60.0",60,"Europe and Central Asia"
"211","Canada",2009,55467894000,"CAN",1.57e+12,0.0353298687898089,-3.34302653146432,24.7390702038244,0.25,"CAN",12.33554405,0.12244625,0.711973,0.892981,80.5,90,"87.0","N/A",76.6,53.7,96.5,80.8,"88.2","70.0",80,"North America"
"212","Chile",2009,4189634862434,"CHL",9.67e+13,0.0433261102630196,-3.13899981732637,29.0636347010614,0.5,"CHL",14.5230955,0,-0.222266,-0.139999,78.3,90,"70.0","N/A",78.2,90.1,66.3,77.3,"85.8","80.0",70,"Latin America and The Caribbean"
"213","Colombia",2009,32304680337000,"COL",5.02e+14,0.0643519528625498,-2.74338799788611,31.1062332377342,3.5,"COL",12.66997734,0.33098705,0.21155,0.441887,62.3,40,"38.0","N/A",72.9,65.9,77.4,70.6,"72.4","60.0",60,"Latin America and The Caribbean"
"214","Costa Rica",2009,612994523729.1,"CRI",1.75e+13,0.0350282584988057,-3.35160015757305,27.141621839285,9,"CRI",13.26216038,0,0.099231,0.2144,66.4,50,"50.0","N/A",82.8,88.4,60.3,69.7,"81.8","70.0",50,"Latin America and The Caribbean"
"215","Denmark",2009,6.076e+10,"DNK",1.72e+12,0.0353255813953488,-3.34314789207993,24.830197514674,1,"DNK",33.18383922,0.08024105,1.30232,1.11469,79.6,95,"94.0","N/A",35.4,20.4,99.9,86.6,"85.8","90.0",90,"Europe and Central Asia"
"216","Dominican Republic",2009,70162310177.27,"DOM",1.74e+12,0.040323166768546,-3.21082911741664,24.9740771117383,4,"DOM",12.63590935,0.11299745,-0.225693,-0.307413,59.2,30,"30.0","N/A",85.2,91.1,63.7,74.1,"73.0","50.0",40,"Latin America and The Caribbean"
"217","Georgia",2009,1457937949.95,"GEO",17985900000,0.081060049814021,-2.51256504324946,21.1002889112939,5,"GEO",23.13868086,0.326835,-0.332959,-0.164409,69.8,35,"34.0","N/A",86.8,74.6,86.6,70.9,"80.6","70.0",60,"Europe and Central Asia"
"218","Ghana",2009,2343802011.09,"GHA",36597592000,0.0640425198217959,-2.74820804400442,21.5750402388352,18,"GHA",12.61246152,0.166979525,-0.965165,-1.84067,58.1,50,"37.0","N/A",83.2,65.7,56.7,69.6,"63.0","50.0",60,"Sub-Saharan Africa"
"219","Guatemala",2009,21232560233.37,"GTM",3.08e+11,0.0689368838745779,-2.67456391945781,23.7788017004622,4.5,"GTM",10.33551691,0.030398825,-0.174861,-0.11322,59.4,30,"28.0","N/A",79.4,93.5,54.1,73.3,"78.4","50.0",50,"Latin America and The Caribbean"
"220","Honduras",2009,17705682294.31,"HND",2.76e+11,0.064151022805471,-2.74651524408078,23.5971514585828,4.5,"HND",14.16197019,0.2471206,-0.726013,-0.404086,58.7,30,"25.0","N/A",85.1,79.7,64.4,73.5,"78.0","50.0",60,"Latin America and The Caribbean"
"221","India",2009,7.99549e+12,"IND",6.37e+13,0.125517896389325,-2.07530692986506,29.7098987486416,4.75,"IND",9.8097247,0.020330175,0.156613,0.656808,54.4,50,"35.0","N/A",73.8,77.8,54.4,69.3,"51.0","30.0",40,"South Asia"
"222","Israel",2009,41490060319,"ISR",8.16e+11,0.0508456621556373,-2.97896046680019,24.4487197251103,1,"ISR",21.85499718,0.088350825,1.19138,0.95544,67.6,70,"61.0","N/A",57.1,35.1,67.8,83.7,"86.0","80.0",70,"Middle East and North Africa"
"223","Jamaica",2009,51856183000,"JAM",1.07e+12,0.0484637224299065,-3.02693975205959,24.6717400123428,17,"JAM",24.9559702,0.080541225,-0.185574,-0.89688,65.2,50,"33.0","N/A",75.3,62.2,87.8,75.4,"70.6","80.0",50,"Latin America and The Caribbean"
"224","Malaysia",2009,51137711553.3,"MYS",7.13e+11,0.071721895586676,-2.63495920021696,24.6577880571438,2,"MYS",14.94050441,0,0.624253,0.993066,64.6,50,"51.0","N/A",83,81.4,70.8,79.9,"78.2","40.0",40,"East Asia and Pacific"
"225","Mexico",2009,631937880298.99,"MEX",1.22e+13,0.0517981869097533,-2.96040013207149,27.1720569355963,4.5,"MEX",9.679796263,0.2072111,0.995923,1.05241,65.8,50,"35.0","N/A",83.4,81.8,80.3,77.5,"80.2","50.0",60,"Latin America and The Caribbean"
"226","Moldova",2009,9882542272.75,"MDA",60429803000,0.163537555678446,-1.81071261668234,23.014035630662,5,"MDA",17.68531332,0.607622875,-0.045761,0.09273,54.9,40,"28.0","N/A",85.3,51.3,70.1,67.6,"81.6","30.0",50,"Europe and Central Asia"
"227","Mongolia",2009,371777510400,"MNG",6.59e+12,0.0564154037025797,-2.87501304247335,26.6415614219696,10,"MNG",16.5402944,0.3644233,-0.920288,-1.52393,62.8,30,"30.0","N/A",81.3,69.9,71,76.7,"81.2","60.0",60,"East Asia and Pacific"
"228","New Zealand",2009,4560228281.5,"NZL",1.94e+11,0.0235063313479381,-3.75048547505762,22.2406385209521,2.5,"NZL",29.59184625,0.028891725,0.224349,0.309511,82,95,"94.0","N/A",62.5,49.6,99.9,84.6,"84.6","80.0",80,"East Asia and Pacific"
"229","Peru",2009,22539449270.57,"PER",3.64e+11,0.0619215639301374,-2.78188679274996,23.8385329118332,1.25,"PER",14.45652681,0.054722525,-0.669472,-0.399993,64.6,40,"35.0","N/A",79.7,91.8,65.1,86.5,"79.4","60.0",60,"Latin America and The Caribbean"
"230","Singapore",2009,2.2239e+10,"SGP",2.82e+11,0.0788617021276596,-2.54005956659542,23.8251133412891,0.31,"SGP",12.95492653,0.022488075,1.57804,1.25647,87.1,90,"93.0","N/A",91.1,93.8,98.3,86.8,"90.0","80.0",50,"East Asia and Pacific"
"231","South Africa",2009,77679058806,"ZAF",2.51e+12,0.0309478321936255,-3.47545232451379,25.0758515445584,7,"ZAF",24.3968023,0.14778995,0.074112,0.4505,63.8,50,"51.0","N/A",68.9,77.6,74.6,74.3,"74.8","50.0",60,"Sub-Saharan Africa"
"232","Sweden",2009,1.10663e+11,"SWE",3.29e+12,0.033636170212766,-3.39215329659005,25.4297553841158,0.5,"SWE",26.91593492,0.2275097,1.80167,1.25045,70.5,90,"93.0","N/A",35,7.3,95.9,82.1,"85.8","80.0",80,"Europe and Central Asia"
"233","Switzerland",2009,45362600000,"CHE",5.89e+11,0.077016298811545,-2.56373820665079,24.5379538139472,0.75,"CHE",9.681537369,0.102677225,1.91828,1.39049,79.4,90,"90.0","N/A",67.5,65.3,82.9,83.9,"85.4","70.0",80,"Europe and Central Asia"
"234","Thailand",2009,1005884096770.16,"THA",9.66e+12,0.104128788485524,-2.26212679514238,27.6368879690106,1.25,"THA",14.194247,0.067000975,0.606687,0.938593,63,50,"33.0","N/A",74.4,90.6,71.1,69,"75.6","30.0",60,"East Asia and Pacific"
"235","Togo",2009,160416500000,"TGO",1.59e+12,0.100890880503145,-2.29371573724197,25.8010393949187,3.25,"TGO",14.41500542,0.124598225,-0.825125,-1.46504,48.7,30,"23.0","N/A",53.7,86.6,36.6,81.5,"70.6","30.0",30,"Sub-Saharan Africa"
"236","Turkey",2009,38340278100,"TUR",9.99e+11,0.0383786567567568,-3.26025378753623,24.3697668280587,6.5,"TUR",18.26135795,0.17483865,0.408188,0.6442,61.6,50,"41.0","N/A",73.2,83.4,69.9,71.1,"86.6","50.0",50,"Europe and Central Asia"
"237","United Kingdom",2009,4.4386e+10,"GBR",1.54e+12,0.0288220779220779,-3.54661359100714,24.5161899413469,0.5,"GBR",24.1084352,0.45470025,1.61184,1.21984,79,90,"84.0","N/A",61,40.3,89.8,80.4,"85.8","90.0",90,"Europe and Central Asia"
"238","United States",2009,8.89678e+11,"USA",1.44e+13,0.0617831944444444,-2.78412388605531,27.5141254364552,0.125,"USA",7.919615919,0.255069825,1.53293,1.18208,80.7,90,"72.0","N/A",67.5,59.6,91.9,84,"86.8","80.0",80,"North America"
"239","Uruguay",2009,31980090005.15,"URY",7.15e+11,0.0447273986086014,-3.10716902087221,24.1883793587682,6.25,"URY",18.72222095,0.02769775,0.092839,0.295027,69.1,70,"67.0","N/A",82.2,76.5,65.6,72.8,"83.4","70.0",30,"Latin America and The Caribbean"
"240","Argentina",2010,1.24535e+11,"ARG",1.66e+12,0.0750210843373494,-2.58998608045592,25.5478526378411,9.5,"ARG",12.85304269,0.8548254,0.03248,0.214282,51.2,20,"29.0","N/A",69.5,75.6,62.1,61.2,"69.5","45.0",30,"Latin America and The Caribbean"
"241","Australia",2010,5.3082e+10,"AUS",1.3e+12,0.0408323076923077,-3.19828165572032,24.6951037246757,4.75,"AUS",20.53172007,0.17976685,-0.397884,0.227172,82.6,90,"87.0","N/A",61.4,64.9,90.3,82.7,"85.1","80.0",90,"East Asia and Pacific"
"242","Azerbaijan",2010,5793219147.08,"AZE",4.2465e+10,0.136423387426822,-1.99199208619724,22.4799539579811,3,"AZE",12.15777699,0.051440325,-1.08757,-0.291409,58.8,20,"19.0","N/A",79.5,77.5,74.6,62.7,"77.1","55.0",40,"Europe and Central Asia"
"243","Bangladesh",2010,5.73182e+11,"BGD",7.98e+12,0.0718273182957394,-2.63349039763469,27.0744691297556,5,"BGD",7.834684749,0.05358295,-1.00757,-0.60751,51.1,20,"21.0","N/A",72.8,93.9,59.4,66.6,"58.0","45.0",20,"South Asia"
"244","Belarus",2010,620788780,"BLR",17476330000,0.0355216901946805,-3.33761177768057,20.2465014532163,10.5,"BLR",15.92008762,0.0374004,0.675162,0.621685,48.7,20,"20.0","N/A",85.2,32,72.1,62.6,"80.3","20.0",10,"Europe and Central Asia"
"245","Brazil",2010,1.51145e+11,"BRA",3.89e+12,0.0388547557840617,-3.2479247956563,25.7415054779026,10.75,"BRA",13.62344738,0.173591825,0.248326,0.546395,55.6,50,"35.0","N/A",68.4,50.3,54.5,75.8,"69.2","45.0",50,"Latin America and The Caribbean"
"246","Bulgaria",2010,8302430000,"BGR",74771300000,0.111037657496927,-2.19788587847528,22.8398140799842,0.18,"BGR",18.45090429,0.120143525,0.467999,0.530733,62.3,30,"36.0","N/A",86.3,48.3,77.8,69.5,"87.4","50.0",60,"Europe and Central Asia"
"247","Canada",2010,57874242000,"CAN",1.66e+12,0.0348640012048193,-3.35630046622218,24.7815382520748,1,"CAN",11.76044487,0.15634545,0.703779,0.858067,80.4,90,"87.0","N/A",76.7,54.1,96.5,75.4,"88.1","75.0",80,"North America"
"248","Chile",2010,4748482912975,"CHL",1.12e+14,0.0423971688658482,-3.16067369100546,29.1888462962182,3.12,"CHL",17.3565144,0.0987775,-0.244314,-0.133507,77.2,85,"69.0","N/A",77.5,89.6,64.8,73,"88.0","80.0",70,"Latin America and The Caribbean"
"249","Colombia",2010,36707374358000,"COL",5.43e+14,0.0676010577495396,-2.6941316488731,31.2339987869894,3,"COL",12.16166442,0.094982825,0.18691,0.409931,65.5,50,"38.0","N/A",74.3,74.8,83.6,74,"72.5","55.0",60,"Latin America and The Caribbean"
"250","Costa Rica",2010,665045533481.8,"CRI",1.96e+13,0.033930894565398,-3.38342933550561,27.2231213466594,6.5,"CRI",13.08808511,0.1028209,0.10939,0.22444,65.9,50,"51.0","N/A",82.4,87,59.3,67.8,"82.5","70.0",50,"Latin America and The Caribbean"
"251","Denmark",2010,6.2542e+10,"DNK",1.81e+12,0.034553591160221,-3.36524379320841,24.8591041679979,0.75,"DNK",32.73723667,0.26192485,1.29129,1.1143,77.9,90,"93.0","N/A",35.9,22,97.9,79.3,"87.5","90.0",90,"Europe and Central Asia"
"252","Dominican Republic",2010,74032258700.63,"DOM",1.98e+12,0.0373900296467828,-3.28635119708669,25.0277667635483,5,"DOM",12.20740113,0.02590405,-0.237717,-0.334753,60.3,30,"30.0","N/A",85.3,90.2,62.4,70.8,"80.0","55.0",40,"Latin America and The Caribbean"
"253","Georgia",2010,1618179559.92,"GEO",20743300000,0.0780097457935815,-2.5509215140261,21.20456762589,7.5,"GEO",22.13919675,0.155102375,-0.285249,-0.125593,70.4,40,"39.0","N/A",89.1,65.3,87.9,70.2,"89.1","70.0",60,"Europe and Central Asia"
"254","Ghana",2010,3262718712.3,"GHA",46042100100,0.0708638117117512,-2.64699538884153,21.9058266456011,13.5,"GHA",13.3883874,0.224763775,-1.12736,-1.80581,60.2,50,"39.0","N/A",83.5,58.9,56.8,65.9,"65.3","65.0",60,"Sub-Saharan Africa"
"255","Guatemala",2010,23390255013.7,"GTM",3.33e+11,0.0702410060471472,-2.65582300676316,23.8755853201637,4.5,"GTM",10.43529828,0.079344475,-0.207441,-0.16125,61,35,"31.0","N/A",79.3,93.9,52.5,70.2,"84.0","60.0",50,"Latin America and The Caribbean"
"256","Honduras",2010,19933238078.81,"HND",2.99e+11,0.0666663480896656,-2.70805497976864,23.7156544305685,4.5,"HND",14.4250984,0.273361925,-0.687012,-0.406257,58.3,30,"26.0","N/A",84.7,73.5,63,70.2,"83.7","60.0",60,"Latin America and The Caribbean"
"257","India",2010,9.49659e+12,"IND",7.63e+13,0.124463826998689,-2.08374015148936,29.8819539027296,6.25,"IND",10.38803993,0.067840575,0.111379,0.700226,53.8,50,"34.0","N/A",73.4,76.1,36.3,67.5,"67.9","35.0",40,"South Asia"
"258","Israel",2010,44828107242,"ISR",8.74e+11,0.0512907405514874,-2.97024503916916,24.5261011734328,2,"ISR",22.52228242,0.09136915,1.09395,0.977159,67.7,70,"60.0","N/A",58.4,35.4,66.4,78.2,"87.8","85.0",70,"Middle East and North Africa"
"259","Jamaica",2010,56710719000,"JAM",1.15e+12,0.0493136686956522,-3.00955398087179,24.7612290774319,10.5,"JAM",24.27817173,0.116847275,-0.177172,-0.850115,65.5,45,"31.0","N/A",74.8,61.8,87,68.4,"72.2","85.0",60,"Latin America and The Caribbean"
"260","Kazakhstan",2010,1306208102945.84,"KAZ",2.18e+13,0.0599178028874239,-2.81478160787829,27.8981494778453,7,"KAZ",15.71238046,0.024056975,-0.463165,-0.410581,61,30,"22.0","N/A",87.9,82.1,73.5,65.6,"85.9","30.0",50,"Europe and Central Asia"
"261","Malaysia",2010,55787428576.51,"MYS",8.21e+11,0.0679505829190134,-2.68897455977552,24.7448143866233,2.75,"MYS",13.33219531,0.09357975,0.588052,0.990319,64.8,55,"51.0","N/A",84.3,81.3,69.9,76.7,"78.7","30.0",50,"East Asia and Pacific"
"262","Mexico",2010,693423114043.649,"MEX",1.34e+13,0.0517479935853469,-2.96136961888593,27.2649062039995,4.5,"MEX",10.11091331,0.212391225,1.00189,1.04525,68.3,50,"36.0","N/A",83.5,85.2,83,76.3,"82.0","65.0",60,"Latin America and The Caribbean"
"263","Moldova",2010,11105960670.83,"MDA",86275377000,0.128726886592799,-2.05006227716355,23.1307477985053,7,"MDA",15.16064079,0.5659811,-0.016908,0.082336,53.7,40,"29.0","N/A",85.1,43,70.2,67.5,"79.9","30.0",50,"Europe and Central Asia"
"264","Mongolia",2010,519647017000,"MNG",9.76e+12,0.0532425222336066,-2.93289791179138,26.9764156045622,11,"MNG",19.59311925,0.29506615,-1.0525,-1.6708,60,30,"30.0","N/A",81.9,56.7,69,66.5,"79.8","50.0",60,"East Asia and Pacific"
"265","New Zealand",2010,4604997772.39,"NZL",2.03e+11,0.0226847180905911,-3.78606379307188,22.2504080229163,3,"NZL",26.06159031,0.141374475,0.14369,0.273323,82.1,95,"93.0","N/A",63.6,51.3,99.9,83.1,"86.0","80.0",80,"East Asia and Pacific"
"266","Peru",2010,28077144002.94,"PER",4.17e+11,0.0673312805825899,-2.69813035711094,24.0582217016343,3,"PER",15.46657176,0.22398225,-0.63866,-0.357629,67.6,40,"36.0","N/A",79.5,92.3,65.8,81.6,"85.0","70.0",60,"Latin America and The Caribbean"
"267","Singapore",2010,2.4516e+10,"SGP",3.27e+11,0.0749724770642202,-2.59063420527377,23.9225918025699,0.2,"SGP",12.78582397,0,1.58854,1.27975,86.1,90,"92.0","N/A",90.7,95.3,98.2,80.9,"90.0","75.0",50,"East Asia and Pacific"
"268","South Africa",2010,82500833636.6,"ZAF",2.75e+12,0.0300003031405818,-3.50654779268497,25.1360742349221,5.5,"ZAF",25.04150129,0.261953125,0.119045,0.410856,62.8,50,"49.0","N/A",69.1,76.8,73,70.2,"76.0","45.0",60,"Sub-Saharan Africa"
"269","Sweden",2010,1.05401e+11,"SWE",3.52e+12,0.0299434659090909,-3.50844414486385,25.3810379606747,0.5,"SWE",27.07751579,0.111231675,1.75419,1.23065,72.4,95,"93.0","N/A",36.7,17.3,95.5,79.5,"87.5","85.0",80,"Europe and Central Asia"
"270","Switzerland",2010,47135700000,"CHE",6.09e+11,0.0773985221674877,-2.55878759201205,24.5762965126443,0.75,"CHE",9.719225458,0.07958285,1.91575,1.37715,81.1,90,"90.0","N/A",68.2,68.9,81.2,81.3,"90.0","80.0",80,"Europe and Central Asia"
"271","Thailand",2010,1114517516059.49,"THA",1.08e+13,0.103196066301805,-2.27112454389173,27.739442706167,2,"THA",14.93263926,0.109465475,0.736971,0.989284,64.1,45,"35.0","N/A",74.7,89.8,70.7,66.4,"75.9","40.0",70,"East Asia and Pacific"
"272","Togo",2010,208885500000,"TGO",1.7e+12,0.122873823529412,-2.09659727509239,26.0650520918983,3.25,"TGO",14.54323347,0.1379553,-0.965744,-1.70103,47.1,30,"27.0","N/A",56.2,86,36.8,74.5,"62.8","25.0",30,"Sub-Saharan Africa"
"273","Turkey",2010,48937559900,"TUR",1.16e+12,0.042187551637931,-3.16563008633992,24.6138110347069,1.63044,"TUR",19.40536961,0.217655375,0.432695,0.633827,63.8,50,"46.0","N/A",78.1,82.9,68.9,70,"86.4","65.0",50,"Europe and Central Asia"
"274","United Kingdom",2010,4.6939e+10,"GBR",1.59e+12,0.0295213836477987,-3.5226404088104,24.5721147233503,0.5,"GBR",25.37144103,0.370491975,1.57193,1.21341,76.5,85,"77.0","N/A",61.8,41.9,94.9,73.7,"87.5","90.0",80,"Europe and Central Asia"
"275","United States",2010,9.43749e+11,"USA",1.5e+13,0.0629166,-2.76594523912432,27.5731260779064,0.125,"USA",8.595887591,0.206717725,1.49428,1.19815,78,85,"73.0","N/A",67.5,58,91.3,78.1,"86.9","75.0",70,"North America"
"276","Uruguay",2010,38163896623.93,"URY",8.08e+11,0.047232545326646,-3.05267210436774,24.3651557910998,6.5,"URY",18.88638874,0.0565771,0.201715,0.313835,69.8,75,"69.0","N/A",81.7,72.6,63.1,72.3,"82.8","75.0",30,"Latin America and The Caribbean"
"277","Albania",2011,2.0291e+11,"ALB",1.3e+12,0.156084615384615,-1.8573570124701,26.0360283679259,4.75,"ALB",18.02201328,0.1170067,0.272749,0.315761,64,35,"32.0","N/A",92.1,68.7,67.1,79.9,"79.8","65.0",70,"Europe and Central Asia"
"278","Argentina",2011,1.73056e+11,"ARG",2.18e+12,0.0793834862385321,-2.53346491424275,25.8768810784868,9.5,"ARG",12.6636277,0.328666,-0.063178,0.148511,51.7,20,"29.0","N/A",68.7,81.7,62.4,63.2,"69.5","45.0",30,"Latin America and The Caribbean"
"279","Australia",2011,5.5817e+10,"AUS",1.42e+12,0.0393077464788732,-3.23633366810911,24.7453443194326,4.25,"AUS",20.33471173,0.243648025,-0.516626,0.121017,82.5,90,"87.0","N/A",61.3,64.7,90.1,85,"84.4","80.0",90,"East Asia and Pacific"
"280","Azerbaijan",2011,7658485571.38,"AZE",5.2082e+10,0.147046687365693,-1.9170051415008,22.7590800950663,5.25,"AZE",12.22476095,0,-1.44623,-0.449441,59.7,20,"23.0","N/A",83.9,71,72.9,72.6,"77.1","55.0",40,"Europe and Central Asia"
"281","Bangladesh",2011,6.31812e+11,"BGD",9.16e+12,0.0689751091703057,-2.67400957612824,27.1718577184864,5,"BGD",8.685924706,0.026544925,-1.10503,-0.614705,53,20,"24.0","N/A",72.7,92.4,65,68.6,"58.0","55.0",20,"South Asia"
"282","Belarus",2011,944991150,"BLR",30724500000,0.0307569252550896,-3.48164009853829,20.6666861203348,45,"BLR",14.50907256,0.069084925,0.918398,0.772127,47.9,20,"24.0","N/A",83.6,26.2,70.6,62.2,"80.3","20.0",10,"Europe and Central Asia"
"283","Brazil",2011,1.6277e+11,"BRA",4.38e+12,0.037162100456621,-3.29246584196708,25.8156039983498,11,"BRA",14.22012315,0.061748725,0.190826,0.527628,56.3,50,"37.0","N/A",69,49.6,54.3,75.9,"69.8","50.0",50,"Latin America and The Caribbean"
"284","Bulgaria",2011,8728750000,"BGR",8.0759e+10,0.10808392872621,-2.22484723582236,22.8898880121245,0.22,"BGR",17.7392303,0.050017125,0.447953,0.481746,64.9,30,"38.0","N/A",86.9,58.3,75.8,75.5,"87.6","55.0",60,"Europe and Central Asia"
"285","Canada",2011,61028761000,"CAN",1.77e+12,0.0344795259887006,-3.36738958070862,24.8346110818057,1,"CAN",11.83153834,0.16651805,0.526191,0.856895,80.8,90,"87.0","N/A",78,52.7,96.4,78.8,"88.1","75.0",80,"North America"
"286","Chile",2011,5265742562889,"CHL",1.22e+14,0.0431618242859754,-3.14279887150643,29.2922432891554,5.25,"CHL",18.85899085,0.0480979,-0.328124,-0.122132,77.4,85,"67.0","N/A",77.7,86.6,67.2,77.9,"88.0","80.0",70,"Latin America and The Caribbean"
"287","Colombia",2011,41188186036000,"COL",6.18e+14,0.0666475502200647,-2.70833698892093,31.3491725844653,4.75,"COL",14.59722865,0.270079425,-0.001219,0.342083,68,50,"37.0","N/A",74.5,78.9,86.1,75.8,"73.2","65.0",60,"Latin America and The Caribbean"
"288","Costa Rica",2011,743086171074.3,"CRI",2.14e+13,0.0347236528539392,-3.36033418579724,27.3340778521591,5,"CRI",13.36523403,0.1009873,0.024263,0.165862,67.3,55,"53.0","N/A",82.3,86.9,58.2,70.7,"85.2","70.0",50,"Latin America and The Caribbean"
"289","Denmark",2011,6.2407e+10,"DNK",1.85e+12,0.0337335135135135,-3.38926346950146,24.8569432855173,0.75,"DNK",32.75348927,0.25963085,1.2369,1.09676,78.6,90,"93.0","N/A",43.2,19.5,99.7,81.4,"87.6","90.0",90,"Europe and Central Asia"
"290","Dominican Republic",2011,78220539342.12,"DOM",2.21e+12,0.0353939092045792,-3.34121553001362,25.0827981014446,6.8,"DOM",12.29762551,0.130611875,-0.26414,-0.298194,60,30,"30.0","N/A",85.3,89.1,56.4,77.1,"79.8","55.0",40,"Latin America and The Caribbean"
"291","Georgia",2011,1753584471.65,"GEO",24343900000,0.0720338348272052,-2.63061934219211,21.2849277995522,6.75,"GEO",23.83348601,0,-0.152888,-0.056751,70.4,40,"41.0","N/A",87.5,60.3,87.3,76.7,"89.2","70.0",60,"Europe and Central Asia"
"292","Ghana",2011,4244268198.16,"GHA",59816320900,0.0709550192037973,-2.64570913504812,22.1688352503669,12.5,"GHA",14.86579036,0.461196325,-1.05444,-1.20491,59.4,50,"39.0","N/A",83.3,46.1,63.4,63.3,"67.8","65.0",60,"Sub-Saharan Africa"
"293","Guatemala",2011,24532526126.49,"GTM",3.71e+11,0.0661254073490296,-2.71620222853487,23.923265671019,5.5,"GTM",10.83781428,0.187738425,-0.390539,-0.203183,61.9,35,"34.0","N/A",79.5,94.4,52.1,76.4,"84.6","60.0",50,"Latin America and The Caribbean"
"294","Honduras",2011,21357774680.51,"HND",3.35e+11,0.0637545512851045,-2.75271470478442,23.7846816639871,5.5,"HND",14.78797879,0.183652025,-0.690727,-0.451306,58.6,30,"25.0","N/A",83.5,85.7,62.1,73.2,"77.0","60.0",60,"Latin America and The Caribbean"
"295","India",2011,1.06723e+13,"IND",8.74e+13,0.122108695652174,-2.1028436829388,29.9986727156512,8.5,"IND",10.1773872,0.064421925,0.091946,0.708366,54.6,50,"34.0","N/A",75.4,77.8,36.9,65.1,"64.2","35.0",40,"South Asia"
"296","Israel",2011,48975405160,"ISR",9.36e+11,0.0523241508119658,-2.95029723988897,24.614584073535,2.75,"ISR",22.72172307,0.17348875,1.21174,0.966937,68.5,70,"61.0","N/A",62.3,44.8,66.1,78.4,"87.8","80.0",70,"Middle East and North Africa"
